,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
446,,T1557.002,ARP Cache Poisoning,[],Use Of External Information Systems,AC-20,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
447,,T1567.001,Exfiltration to Code Repository,[],Use Of External Information Systems,AC-20,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
448,,T1602,Data from Configuration Repository,[],Use Of External Information Systems,AC-20,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
449,,T1602.001,SNMP (MIB Dump),[],Use Of External Information Systems,AC-20,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
450,,T1053,Scheduled Task/Job,[],Information Sharing,AC-21,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
451,,T1053.002,At (Windows),[],Information Sharing,AC-21,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
452,,T1053.005,Scheduled Task,[],Information Sharing,AC-21,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
453,,T1213,Data from Information Repositories,[],Information Sharing,AC-21,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
454,,T1213.001,Confluence,[],Information Sharing,AC-21,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
455,,T1213.002,Sharepoint,[],Information Sharing,AC-21,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
456,,T1053,Scheduled Task/Job,[],Publicly Accessible Content,AC-22,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
457,,T1053.002,At (Windows),[],Publicly Accessible Content,AC-22,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
458,,T1053.005,Scheduled Task,[],Publicly Accessible Content,AC-22,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
459,,T1552.007,Container API,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
460,,T1133,External Remote Services,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
461,,T1567,Exfiltration Over Web Service,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
462,,T1005,Data from Local System,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
463,,T1053,Scheduled Task/Job,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
464,,T1053.002,At (Windows),[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
465,,T1053.005,Scheduled Task,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
466,,T1025,Data from Removable Media,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
467,,T1041,Exfiltration Over C2 Channel,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
468,,T1048,Exfiltration Over Alternative Protocol,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
469,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
470,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
471,,T1052,Exfiltration Over Physical Medium,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
472,,T1052.001,Exfiltration over USB,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
473,,T1213,Data from Information Repositories,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
474,,T1213.001,Confluence,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
475,,T1213.002,Sharepoint,[],Data Mining Protection,AC-23,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
476,,T1053,Scheduled Task/Job,[],Access Control Decisions,AC-24,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
477,,T1053.002,At (Windows),[],Access Control Decisions,AC-24,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
478,,T1053.005,Scheduled Task,[],Access Control Decisions,AC-24,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
479,,T1053,Scheduled Task/Job,[],Reference Monitor,AC-25,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
480,,T1053.002,At (Windows),[],Reference Monitor,AC-25,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
481,,T1053.005,Scheduled Task,[],Reference Monitor,AC-25,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
482,,T1556.006,Multi-Factor Authentication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
483,,T1556.007,Hybrid Identity,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
484,,T1070.007,Clear Network Connection History and Configurations,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
485,,T1070.008,Clear Mailbox Data,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
486,,T1070.009,Clear Persistence,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
487,,T1098.005,Device Registration,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
488,,T1505.005,Terminal Services DLL,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
489,,T1648,Serverless Execution,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
490,,T1557.003,DHCP Spoofing,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
491,,T1622,Debugger Evasion,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
492,,T1647,Plist File Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
493,,T1552.007,Container API,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
494,,T1556,Modify Authentication Process,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
495,,T1543.001,Launch Agent,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
496,,T1562,Impair Defenses,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
497,,T1574,Hijack Execution Flow,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
498,,T1609,Container Administration Command,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
499,,T1610,Deploy Container,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
500,,T1055,Process Injection,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
501,,T1133,External Remote Services,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
502,,T1059,Command and Scripting Interpreter,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
503,,T1070.001,Clear Windows Event Logs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
504,,T1537,Transfer Data to Cloud Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
505,,T1567,Exfiltration Over Web Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
506,,T1574.007,Path Interception by PATH Environment Variable,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
507,,T1003.001,LSASS Memory,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
508,,T1003.002,Security Account Manager,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
509,,T1003.003,NTDS,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
510,,T1005,Data from Local System,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
511,,T1078,Valid Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
512,,T1091,Replication Through Removable Media,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
513,,T1110.001,Password Guessing,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
514,,T1110.002,Password Cracking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
515,,T1199,Trusted Relationship,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
516,,T1200,Hardware Additions,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
517,,T1218,Signed Binary Proxy Execution,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
518,,T1528,Steal Application Access Token,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
519,,T1530,Data from Cloud Storage Object,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
520,,T1557,Adversary-in-the-Middle,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
521,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
522,,T1580,Cloud Infrastructure Discovery,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
523,,T1599,Network Boundary Bridging,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
524,,T1611,Escape to Host,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
525,,T1021.001,Remote Desktop Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
526,,T1037.002,Logon Script (Mac),[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
527,,T1037.005,Startup Items,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
528,,T1047,Windows Management Instrumentation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
529,,T1053,Scheduled Task/Job,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
530,,T1053.002,At (Windows),[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
531,,T1053.003,Cron,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
532,,T1053.005,Scheduled Task,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
533,,T1059.001,PowerShell,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
534,,T1059.002,AppleScript,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
535,,T1059.005,Visual Basic,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
536,,T1059.008,Network Device CLI,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
537,,T1070,Indicator Removal on Host,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
538,,T1070.003,Clear Command History,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
539,,T1078.002,Domain Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
540,,T1078.004,Cloud Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
541,,T1095,Non-Application Layer Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
542,,T1098,Account Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
543,,T1098.001,Additional Cloud Credentials,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
544,,T1098.002,Exchange Email Delegate Permissions,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
545,,T1098.003,Add Office 365 Global Administrator Role,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
546,,T1098.004,SSH Authorized Keys,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
547,,T1190,Exploit Public-Facing Application,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
548,,T1197,BITS Jobs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
549,,T1205,Traffic Signaling,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
550,,T1205.001,Port Knocking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
551,,T1210,Exploitation of Remote Services,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
552,,T1213.003,Code Repositories,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
553,,T1218.007,Msiexec,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
554,,T1218.012,Verclsid,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
555,,T1219,Remote Access Software,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
556,,T1222,File and Directory Permissions Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
557,,T1486,Data Encrypted for Impact,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
558,,T1490,Inhibit System Recovery,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
559,,T1491,Defacement,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
560,,T1491.001,Internal Defacement,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
561,,T1491.002,External Defacement,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
562,,T1495,Firmware Corruption,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
563,,T1498.001,Direct Network Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
564,,T1498.002,Reflection Amplification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
565,,T1499,Endpoint Denial of Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
566,,T1499.001,OS Exhaustion Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
567,,T1499.002,Service Exhaustion Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
568,,T1499.003,Application Exhaustion Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
569,,T1499.004,Application or System Exploitation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
570,,T1505,Server Software Component,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
571,,T1505.003,Web Shell,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
572,,T1525,Implant Internal Image,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
573,,T1543,Create or Modify System Process,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
574,,T1543.003,Windows Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
575,,T1546.003,Windows Management Instrumentation Event Subscription,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
576,,T1547.003,Time Providers,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
577,,T1547.004,Winlogon Helper DLL,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
578,,T1547.006,Kernel Modules and Extensions,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
579,,T1547.007,Re-opened Applications,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
580,,T1547.009,Shortcut Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
581,,T1548.002,Bypass User Account Control,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
582,,T1548.003,Sudo and Sudo Caching,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
583,,T1552.005,Cloud Instance Metadata API,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
584,,T1556.004,Network Device Authentication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
585,,T1558,Steal or Forge Kerberos Tickets,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
586,,T1558.003,Kerberoasting,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
587,,T1559,Inter-Process Communication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
588,,T1562.001,Disable or Modify Tools,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
589,,T1562.006,Indicator Blocking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
590,,T1562.008,Disable Cloud Logs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
591,,T1565,Data Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
592,,T1565.001,Stored Data Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
593,,T1565.003,Runtime Data Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
594,,T1570,Lateral Tool Transfer,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
595,,T1602.002,Network Device Configuration Dump,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
596,,T1003,OS Credential Dumping,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
597,,T1003.004,LSA Secrets,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,12.1,enterprise,nist_800_53,r4,FRAMEWORK_VERSION
