,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
929,,T1558,Steal or Forge Kerberos Tickets,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
930,,T1558.001,Golden Ticket,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
931,,T1558.002,Silver Ticket,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
932,,T1558.003,Kerberoasting,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
933,,T1559,Inter-Process Communication,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
934,,T1559.001,Component Object Model,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
935,,T1562,Impair Defenses,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
936,,T1562.001,Disable or Modify Tools,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
937,,T1562.002,Disable Windows Event Logging,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
938,,T1562.004,Disable or Modify System Firewall,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
939,,T1562.006,Indicator Blocking,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
940,,T1562.007,Disable or Modify Cloud Firewall,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
941,,T1562.008,Disable Cloud Logs,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
942,,T1562.009,Safe Mode Boot,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
943,,T1563,Remote Service Session Hijacking,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
944,,T1563.001,SSH Hijacking,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
945,,T1563.002,RDP Hijacking,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
946,,T1569,System Services,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
947,,T1569.001,Launchctl,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
948,,T1569.002,Service Execution,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
949,,T1574,Hijack Execution Flow,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
950,,T1574.004,Dylib Hijacking,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
951,,T1574.005,Executable Installer File Permissions Weakness,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
952,,T1574.007,Path Interception by PATH Environment Variable,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
953,,T1574.008,Path Interception by Search Order Hijacking,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
954,,T1574.009,Path Interception by Unquoted Path,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
955,,T1574.010,Services File Permissions Weakness,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
956,,T1574.012,COR_PROFILER,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
957,,T1578,Modify Cloud Compute Infrastructure,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
958,,T1578.001,Create Snapshot,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
959,,T1578.002,Create Cloud Instance,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
960,,T1578.003,Delete Cloud Instance,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
961,,T1580,Cloud Infrastructure Discovery,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
962,,T1599,Network Boundary Bridging,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
963,,T1599.001,Network Address Translation Traversal,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
964,,T1601,Modify System Image,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
965,,T1601.001,Patch System Image,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
966,,T1601.002,Downgrade System Image,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
967,,T1606,Forge Web Credentials,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
968,,T1611,Escape to Host,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
969,,T1619,Cloud Storage Object Discovery,[],Separation of Duties,AC-5,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
970,,T1003,OS Credential Dumping,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
971,,T1003.001,LSASS Memory,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
972,,T1003.002,Security Account Manager,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
973,,T1003.003,NTDS,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
974,,T1003.004,LSA Secrets,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
975,,T1003.005,Cached Domain Credentials,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
976,,T1003.006,DCSync,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
977,,T1003.007,Proc Filesystem,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
978,,T1003.008,/etc/passwd and /etc/shadow,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
979,,T1005,Data from Local System,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
980,,T1021,Remote Services,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
981,,T1021.001,Remote Desktop Protocol,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
982,,T1021.002,SMB/Windows Admin Shares,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
983,,T1021.003,Distributed Component Object Model,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
984,,T1021.004,SSH,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
985,,T1021.005,VNC,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
986,,T1021.006,Windows Remote Management,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
987,,T1025,Data from Removable Media,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
988,,T1036,Masquerading,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
989,,T1036.003,Rename System Utilities,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
990,,T1036.005,Match Legitimate Name or Location,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
991,,T1041,Exfiltration Over C2 Channel,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
992,,T1047,Windows Management Instrumentation,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
993,,T1048,Exfiltration Over Alternative Protocol,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
994,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
995,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
996,,T1052,Exfiltration Over Physical Medium,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
997,,T1052.001,Exfiltration over USB,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
998,,T1053,Scheduled Task/Job,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
999,,T1053.001,At (Linux),[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1000,,T1053.002,At (Windows),[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1001,,T1053.003,Cron,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1002,,T1053.005,Scheduled Task,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1003,,T1053.006,Systemd Timers,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1004,,T1053.007,Container Orchestration Job,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1005,,T1055,Process Injection,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1006,,T1055.001,Dynamic-link Library Injection,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1007,,T1055.002,Portable Executable Injection,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1008,,T1055.003,Thread Execution Hijacking,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1009,,T1055.004,Asynchronous Procedure Call,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1010,,T1055.005,Thread Local Storage,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1011,,T1055.008,Ptrace System Calls,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1012,,T1055.009,Proc Memory,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1013,,T1055.011,Extra Window Memory Injection,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1014,,T1055.012,Process Hollowing,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1015,,T1055.013,Process Doppelgänging,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1016,,T1055.014,VDSO Hijacking,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1017,,T1056.003,Web Portal Capture,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1018,,T1059,Command and Scripting Interpreter,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1019,,T1059.001,PowerShell,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1020,,T1059.002,AppleScript,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1021,,T1059.003,Windows Command Shell,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1022,,T1059.004,Unix Shell,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1023,,T1059.005,Visual Basic,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1024,,T1059.006,Python,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1025,,T1059.007,JavaScript,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1026,,T1059.008,Network Device CLI,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1027,,T1068,Exploitation for Privilege Escalation,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1028,,T1070,Indicator Removal on Host,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1029,,T1070.001,Clear Windows Event Logs,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1030,,T1070.002,Clear Linux or Mac System Logs,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1031,,T1070.003,Clear Command History,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1032,,T1072,Software Deployment Tools,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1033,,T1078,Valid Accounts,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1034,,T1078.001,Default Accounts,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1035,,T1078.002,Domain Accounts,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1036,,T1078.003,Local Accounts,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1037,,T1078.004,Cloud Accounts,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1038,,T1087.004,Cloud Account,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1039,,T1091,Replication Through Removable Media,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1040,,T1098,Account Manipulation,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1041,,T1098.001,Additional Cloud Credentials,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1042,,T1098.002,Exchange Email Delegate Permissions,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1043,,T1098.003,Add Office 365 Global Administrator Role,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1044,,T1106,Native API,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1045,,T1110,Brute Force,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1046,,T1110.001,Password Guessing,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1047,,T1110.002,Password Cracking,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1048,,T1110.003,Password Spraying,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1049,,T1110.004,Credential Stuffing,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1050,,T1112,Modify Registry,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1051,,T1133,External Remote Services,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1052,,T1134,Access Token Manipulation,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1053,,T1134.001,Token Impersonation/Theft,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1054,,T1134.002,Create Process with Token,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1055,,T1134.003,Make and Impersonate Token,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1056,,T1134.005,SID-History Injection,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1057,,T1136,Create Account,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1058,,T1136.001,Local Account,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1059,,T1136.002,Domain Account,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1060,,T1136.003,Cloud Account,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1061,,T1137,Office Application Startup,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1062,,T1137.001,Office Template Macros,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1063,,T1137.002,Office Test,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1064,,T1137.003,Outlook Forms,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1065,,T1137.004,Outlook Home Page,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1066,,T1137.005,Outlook Rules,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1067,,T1137.006,Add-ins,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1068,,T1176,Browser Extensions,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1069,,T1185,Browser Session Hijacking,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1070,,T1189,Drive-by Compromise,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1071,,T1190,Exploit Public-Facing Application,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1072,,T1197,BITS Jobs,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1073,,T1199,Trusted Relationship,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1074,,T1200,Hardware Additions,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1075,,T1203,Exploitation for Client Execution,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1076,,T1210,Exploitation of Remote Services,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1077,,T1211,Exploitation for Defense Evasion,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1078,,T1212,Exploitation for Credential Access,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1079,,T1213,Data from Information Repositories,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1080,,T1213.001,Confluence,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1081,,T1213.002,Sharepoint,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1082,,T1213.003,Code Repositories,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1083,,T1218,Signed Binary Proxy Execution,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1084,,T1218.007,Msiexec,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1085,,T1222,File and Directory Permissions Modification,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1086,,T1222.001,Windows File and Directory Permissions Modification,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1087,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1088,,T1484,Domain Policy Modification,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1089,,T1485,Data Destruction,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1090,,T1486,Data Encrypted for Impact,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1091,,T1489,Service Stop,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1092,,T1490,Inhibit System Recovery,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1093,,T1491,Defacement,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1094,,T1491.001,Internal Defacement,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1095,,T1491.002,External Defacement,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1096,,T1495,Firmware Corruption,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1097,,T1505,Server Software Component,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1098,,T1505.002,Transport Agent,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1099,,T1505.003,Web Shell,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1100,,T1505.004,IIS Components,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1101,,T1525,Implant Internal Image,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1102,,T1528,Steal Application Access Token,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1103,,T1530,Data from Cloud Storage Object,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1104,,T1537,Transfer Data to Cloud Account,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1105,,T1538,Cloud Service Dashboard,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1106,,T1539,Steal Web Session Cookie,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1107,,T1542,Pre-OS Boot,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1108,,T1542.001,System Firmware,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1109,,T1542.003,Bootkit,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1110,,T1542.004,ROMMONkit,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1111,,T1542.005,TFTP Boot,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1112,,T1543,Create or Modify System Process,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1113,,T1543.001,Launch Agent,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
1114,,T1543.002,Systemd Service,[],Least Privilege,AC-6,mitigates,AC,,02/03/2021,10/27/2021,10.1,enterprise,nist_800_53,r5
