,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,capability_group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
214,,T1595.002,Active Scanning: Vulnerability Scanning,[],Scan or footprint network,action.malware.variety.Scan network,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
215,,T1595.002,Active Scanning: Vulnerability Scanning,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
216,,T1007,System Service Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
217,,T1012,Query Registry,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
218,,T1057,Process Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
219,,T1069,Permission Groups Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
220,,T1069.001,Permission Groups Discovery: Local Groups,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
221,,T1069.002,Permission Groups Discovery: Domain Groups,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
222,,T1069.003,Permission Groups Discovery: Cloud Groups,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
223,,T1082,System Information Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
224,,T1087,Account Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
225,,T1087.001,Account Discovery: Local Account,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
226,,T1087.002,Account Discovery: Domain Account,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
227,,T1087.003,Account Discovery: Email Account,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
228,,T1087.004,Account Discovery: Cloud Account,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
229,,T1119,Automated Collection,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
230,,T1119,Automated Collection,[],Capture data stored on system disk,action.malware.variety.Capture stored data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
231,,T1120,Peripheral Device Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
232,,T1124,System Time Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
233,,T1201,Password Policy Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
234,,T1480,Execution Guardrails,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
235,,T1480.001,Execution Guardrails: Environmental Keying,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
236,,T1518,Software Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
237,,T1518.001,Software Discovery: Security Software Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
238,,T1526,Cloud Service Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
239,,T1538,Cloud Service Dashboard,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
240,,T1580,Cloud Infrastructure Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
241,,T1589,Gather Victim Identity Information,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
242,,T1589,Gather Victim Identity Information,[],"Information on individuals such as title, interests, physical location, etc, used to pick an organization as a target",value_chain.targeting.variety.Personal Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
243,,T1589.001,Gather Victim Identity Information: Credentials,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
244,,T1589.001,Gather Victim Identity Information: Credentials,[],"lost or stolen credentials, including credental stuffing, used to pick an organization as a target",value_chain.targeting.variety.Lost or stolen credentials,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
245,,T1589.001,Gather Victim Identity Information: Credentials,[],"Information on individuals such as title, interests, physical location, etc, used to pick an organization as a target",value_chain.targeting.variety.Personal Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
246,,T1589.002,Gather Victim Identity Information: Email Addresses,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
247,,T1589.002,Gather Victim Identity Information: Email Addresses,[],Email addresses,value_chain.targeting.variety.Email addresses,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
248,,T1589.002,Gather Victim Identity Information: Email Addresses,[],"Information on individuals such as title, interests, physical location, etc, used to pick an organization as a target",value_chain.targeting.variety.Personal Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
249,,T1589.003,Gather Victim Identity Information: Employee Names,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
250,,T1589.003,Gather Victim Identity Information: Employee Names,[],"Information on individuals such as title, interests, physical location, etc, used to pick an organization as a target",value_chain.targeting.variety.Personal Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
251,,T1590,Gather Victim Network Information,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
252,,T1590,Gather Victim Network Information,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
253,,T1590.001,Gather Victim Network Information: Domain Properties,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
254,,T1590.001,Gather Victim Network Information: Domain Properties,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
255,,T1590.002,Gather Victim Network Information: DNS,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
256,,T1590.002,Gather Victim Network Information: DNS,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
257,,T1590.003,Gather Victim Network Information: Network Trust Dependencies,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
258,,T1590.003,Gather Victim Network Information: Network Trust Dependencies,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
259,,T1590.004,Gather Victim Network Information: Network Topology,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
260,,T1590.004,Gather Victim Network Information: Network Topology,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
261,,T1590.005,Gather Victim Network Information: IP Addresses,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
262,,T1590.005,Gather Victim Network Information: IP Addresses,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
263,,T1590.006,Gather Victim Network Information: Network Security Appliances,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
264,,T1590.006,Gather Victim Network Information: Network Security Appliances,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
265,,T1591,Gather Victim Org Information,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
266,,T1591,Gather Victim Org Information,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
267,,T1591.001,Gather Victim Org Information: Determine Physical Locations,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
268,,T1591.001,Gather Victim Org Information: Determine Physical Locations,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
269,,T1591.002,Gather Victim Org Information: Business Relationships,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
270,,T1591.002,Gather Victim Org Information: Business Relationships,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
271,,T1591.003,Gather Victim Org Information: Identify Business  Tempo,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
272,,T1591.003,Gather Victim Org Information: Identify Business  Tempo,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
273,,T1591.004,Gather Victim Org Information: Identify Roles,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
274,,T1591.004,Gather Victim Org Information: Identify Roles,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
275,,T1592,Gather Victim Host Information,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
276,,T1592,Gather Victim Host Information,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
277,,T1592.001,Gather Victim Host Information: Hardware,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
278,,T1592.001,Gather Victim Host Information: Hardware,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
279,,T1592.002,Gather Victim Host Information: Software,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
280,,T1592.002,Gather Victim Host Information: Software,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
281,,T1592.003,Gather Victim Host Information: Firmware,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
282,,T1592.003,Gather Victim Host Information: Firmware,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
283,,T1592.004,Gather Victim Host Information: Client Configurations,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
284,,T1592.004,Gather Victim Host Information: Client Configurations,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
285,,T1593,Search Open Websites/Domains,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
286,,T1593,Search Open Websites/Domains,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
287,,T1593.001,Search Open Websites/Domains: Social Media,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
288,,T1593.001,Search Open Websites/Domains: Social Media,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
289,,T1593.002,Search Open Websites/Domains: Search Engines,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
290,,T1593.002,Search Open Websites/Domains: Search Engines,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
291,,T1594,Search Victim-Owned Websites,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
292,,T1594,Search Victim-Owned Websites,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
293,,T1596,Search Open Technical Databases,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
294,,T1596,Search Open Technical Databases,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
295,,T1596.001,Search Open Technical Databases: DNS/Passive DNS,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
296,,T1596.001,Search Open Technical Databases: DNS/Passive DNS,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
297,,T1596.002,Search Open Technical Databases: WHOIS,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
298,,T1596.002,Search Open Technical Databases: WHOIS,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
299,,T1596.003,Search Open Technical Databases: Digital Certificates,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
300,,T1596.003,Search Open Technical Databases: Digital Certificates,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
301,,T1596.004,Search Open Technical Databases: CDNs,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
302,,T1596.004,Search Open Technical Databases: CDNs,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
303,,T1596.005,Search Open Technical Databases: Scan Databases,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
304,,T1596.005,Search Open Technical Databases: Scan Databases,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
305,,T1597,Search Closed Sources,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
306,,T1597,Search Closed Sources,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
307,,T1597.001,Search Closed Sources: Threat Intel Vendors,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
308,,T1597.001,Search Closed Sources: Threat Intel Vendors,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
309,,T1597.002,Search Closed Sources:  Purchase Technical Data,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
310,,T1597.002,Search Closed Sources:  Purchase Technical Data,[],"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",value_chain.targeting.variety.Organizational Information,related-to,value_chain.targeting,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
311,,T1602,Data from Configuration Repository,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
312,,T1602,Data from Configuration Repository,[],Capture data stored on system disk,action.malware.variety.Capture stored data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
313,,T1602.001,Data from Configuration Repository: SNMP (MIB Dump),[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
314,,T1602.002,Data from Configuration Repository: Network Device Configuration Dump,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
315,,T1613,Container and Resource Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
316,,T1614,System Location Discovery,[],Footprinting and fingerprinting,action.hacking.variety.Footprinting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
317,,T1539,Steal Web Session Cookie,[],Forced browsing or predictable resource location. Child of 'Exploit vuln'.,action.hacking.variety.Forced browsing,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
318,,T1539,Steal Web Session Cookie,[],Man-in-the-middle attack. Child of 'Exploit vuln'.,action.hacking.variety.MitM,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
319,,T1539,Steal Web Session Cookie,[],Capture data from application or system process,action.malware.variety.Capture app data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
320,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],Forced browsing or predictable resource location. Child of 'Exploit vuln'.,action.hacking.variety.Forced browsing,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
321,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
322,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
323,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
324,,T1583.004,Acquire Infrastructure: Server,[],Forced browsing or predictable resource location. Child of 'Exploit vuln'.,action.hacking.variety.Forced browsing,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
325,,T1583.004,Acquire Infrastructure: Server,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
326,,T1583.004,Acquire Infrastructure: Server,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
327,,T1583.004,Acquire Infrastructure: Server,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
328,,T1583.006,Acquire Infrastructure: Web Services,[],Forced browsing or predictable resource location. Child of 'Exploit vuln'.,action.hacking.variety.Forced browsing,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
329,,T1583.006,Acquire Infrastructure: Web Services,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
330,,T1583.006,Acquire Infrastructure: Web Services,[],Command and control (C2),action.malware.variety.C2,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
331,,T1583.006,Acquire Infrastructure: Web Services,[],Development of any full website controlled by the attacker,value_chain.development.variety.Website,related-to,value_chain.development,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
332,,T1583.006,Acquire Infrastructure: Web Services,[],"The variety of distribution was known, but is not listed",value_chain.distribution.variety.Other,related-to,value_chain.distribution,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
333,,T1583.006,Acquire Infrastructure: Web Services,[],"The variety of non-distribution service required is known, but is not listed",value_chain.non-distribution services.variety.Other,related-to,value_chain.non-distribution_services,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
334,,T1185,Man in the Browser,[],HTTP Response Splitting. Child of 'Exploit vuln'.,action.hacking.variety.HTTP Response Splitting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
335,,T1185,Man in the Browser,[],HTTP request smuggling. Child of 'Exploit vuln'.,action.hacking.variety.HTTP request smuggling,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
336,,T1185,Man in the Browser,[],HTTP request splitting. Child of 'Exploit vuln'.,action.hacking.variety.HTTP request splitting,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
337,,T1185,Man in the Browser,[],HTTP response smuggling. Child of 'Exploit vuln'.,action.hacking.variety.HTTP response smuggling,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
338,,T1185,Man in the Browser,[],Man-in-the-middle attack. Child of 'Exploit vuln'.,action.hacking.variety.MitM,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
339,,T1185,Man in the Browser,[],Session fixation. Child of 'Exploit vuln'.,action.hacking.variety.Session fixation,related-to,action.hacking,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
340,,T1185,Man in the Browser,[],Capture data from application or system process,action.malware.variety.Capture app data,related-to,action.malware,complete,,08/26/2021,08/26/2021,9.0,enterprise,veris,1.3.5
