,name,control-name,mapping-type,attack-object-key
1039,NIST Security controls,Least Privilege,mitigates,1039
1040,NIST Security controls,Least Privilege,mitigates,1040
1041,NIST Security controls,Least Privilege,mitigates,1041
1042,NIST Security controls,Least Privilege,mitigates,1042
1043,NIST Security controls,Least Privilege,mitigates,1043
1044,NIST Security controls,Least Privilege,mitigates,1044
1045,NIST Security controls,Least Privilege,mitigates,1045
1046,NIST Security controls,Least Privilege,mitigates,1046
1047,NIST Security controls,Least Privilege,mitigates,1047
1048,NIST Security controls,Least Privilege,mitigates,1048
1049,NIST Security controls,Least Privilege,mitigates,1049
1050,NIST Security controls,Least Privilege,mitigates,1050
1051,NIST Security controls,Least Privilege,mitigates,1051
1052,NIST Security controls,Least Privilege,mitigates,1052
1053,NIST Security controls,Least Privilege,mitigates,1053
1054,NIST Security controls,Least Privilege,mitigates,1054
1055,NIST Security controls,Least Privilege,mitigates,1055
1056,NIST Security controls,Least Privilege,mitigates,1056
1057,NIST Security controls,Least Privilege,mitigates,1057
1058,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1058
1059,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1059
1060,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1060
1061,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1061
1062,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1062
1063,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1063
1064,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1064
1065,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1065
1066,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1066
1067,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1067
1068,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1068
1069,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1069
1070,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1070
1071,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1071
1072,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1072
1073,NIST Security controls,Unsuccessful Logon Attempts,mitigates,1073
1074,NIST Security controls,System Use Notification,mitigates,1074
1075,NIST Security controls,Control Assessments,mitigates,1075
1076,NIST Security controls,Control Assessments,mitigates,1076
1077,NIST Security controls,Control Assessments,mitigates,1077
1078,NIST Security controls,Control Assessments,mitigates,1078
1079,NIST Security controls,Control Assessments,mitigates,1079
1080,NIST Security controls,Continuous Monitoring,mitigates,1080
1081,NIST Security controls,Continuous Monitoring,mitigates,1081
1082,NIST Security controls,Continuous Monitoring,mitigates,1082
1083,NIST Security controls,Continuous Monitoring,mitigates,1083
1084,NIST Security controls,Continuous Monitoring,mitigates,1084
1085,NIST Security controls,Continuous Monitoring,mitigates,1085
1086,NIST Security controls,Continuous Monitoring,mitigates,1086
1087,NIST Security controls,Continuous Monitoring,mitigates,1087
1088,NIST Security controls,Continuous Monitoring,mitigates,1088
1089,NIST Security controls,Continuous Monitoring,mitigates,1089
1090,NIST Security controls,Continuous Monitoring,mitigates,1090
1091,NIST Security controls,Continuous Monitoring,mitigates,1091
1092,NIST Security controls,Continuous Monitoring,mitigates,1092
1093,NIST Security controls,Continuous Monitoring,mitigates,1093
1094,NIST Security controls,Continuous Monitoring,mitigates,1094
1095,NIST Security controls,Continuous Monitoring,mitigates,1095
1096,NIST Security controls,Continuous Monitoring,mitigates,1096
1097,NIST Security controls,Continuous Monitoring,mitigates,1097
1098,NIST Security controls,Continuous Monitoring,mitigates,1098
1099,NIST Security controls,Continuous Monitoring,mitigates,1099
1100,NIST Security controls,Continuous Monitoring,mitigates,1100
1101,NIST Security controls,Continuous Monitoring,mitigates,1101
1102,NIST Security controls,Continuous Monitoring,mitigates,1102
1103,NIST Security controls,Continuous Monitoring,mitigates,1103
1104,NIST Security controls,Continuous Monitoring,mitigates,1104
1105,NIST Security controls,Continuous Monitoring,mitigates,1105
1106,NIST Security controls,Continuous Monitoring,mitigates,1106
1107,NIST Security controls,Continuous Monitoring,mitigates,1107
1108,NIST Security controls,Continuous Monitoring,mitigates,1108
1109,NIST Security controls,Continuous Monitoring,mitigates,1109
1110,NIST Security controls,Continuous Monitoring,mitigates,1110
1111,NIST Security controls,Continuous Monitoring,mitigates,1111
1112,NIST Security controls,Continuous Monitoring,mitigates,1112
1113,NIST Security controls,Continuous Monitoring,mitigates,1113
1114,NIST Security controls,Continuous Monitoring,mitigates,1114
1115,NIST Security controls,Continuous Monitoring,mitigates,1115
1116,NIST Security controls,Continuous Monitoring,mitigates,1116
1117,NIST Security controls,Continuous Monitoring,mitigates,1117
1118,NIST Security controls,Continuous Monitoring,mitigates,1118
1119,NIST Security controls,Continuous Monitoring,mitigates,1119
1120,NIST Security controls,Continuous Monitoring,mitigates,1120
1121,NIST Security controls,Continuous Monitoring,mitigates,1121
1122,NIST Security controls,Continuous Monitoring,mitigates,1122
1123,NIST Security controls,Continuous Monitoring,mitigates,1123
1124,NIST Security controls,Continuous Monitoring,mitigates,1124
1125,NIST Security controls,Continuous Monitoring,mitigates,1125
1126,NIST Security controls,Continuous Monitoring,mitigates,1126
1127,NIST Security controls,Continuous Monitoring,mitigates,1127
1128,NIST Security controls,Continuous Monitoring,mitigates,1128
1129,NIST Security controls,Continuous Monitoring,mitigates,1129
1130,NIST Security controls,Continuous Monitoring,mitigates,1130
1131,NIST Security controls,Continuous Monitoring,mitigates,1131
1132,NIST Security controls,Continuous Monitoring,mitigates,1132
1133,NIST Security controls,Continuous Monitoring,mitigates,1133
1134,NIST Security controls,Continuous Monitoring,mitigates,1134
1135,NIST Security controls,Continuous Monitoring,mitigates,1135
1136,NIST Security controls,Continuous Monitoring,mitigates,1136
1137,NIST Security controls,Continuous Monitoring,mitigates,1137
1138,NIST Security controls,Continuous Monitoring,mitigates,1138
1139,NIST Security controls,Continuous Monitoring,mitigates,1139
1140,NIST Security controls,Continuous Monitoring,mitigates,1140
1141,NIST Security controls,Continuous Monitoring,mitigates,1141
1142,NIST Security controls,Continuous Monitoring,mitigates,1142
1143,NIST Security controls,Continuous Monitoring,mitigates,1143
1144,NIST Security controls,Continuous Monitoring,mitigates,1144
1145,NIST Security controls,Continuous Monitoring,mitigates,1145
1146,NIST Security controls,Continuous Monitoring,mitigates,1146
1147,NIST Security controls,Continuous Monitoring,mitigates,1147
1148,NIST Security controls,Continuous Monitoring,mitigates,1148
1149,NIST Security controls,Continuous Monitoring,mitigates,1149
1150,NIST Security controls,Continuous Monitoring,mitigates,1150
1151,NIST Security controls,Continuous Monitoring,mitigates,1151
1152,NIST Security controls,Continuous Monitoring,mitigates,1152
1153,NIST Security controls,Continuous Monitoring,mitigates,1153
1154,NIST Security controls,Continuous Monitoring,mitigates,1154
1155,NIST Security controls,Continuous Monitoring,mitigates,1155
1156,NIST Security controls,Continuous Monitoring,mitigates,1156
1157,NIST Security controls,Continuous Monitoring,mitigates,1157
1158,NIST Security controls,Continuous Monitoring,mitigates,1158
1159,NIST Security controls,Continuous Monitoring,mitigates,1159
1160,NIST Security controls,Continuous Monitoring,mitigates,1160
1161,NIST Security controls,Continuous Monitoring,mitigates,1161
1162,NIST Security controls,Continuous Monitoring,mitigates,1162
1163,NIST Security controls,Continuous Monitoring,mitigates,1163
1164,NIST Security controls,Continuous Monitoring,mitigates,1164
1165,NIST Security controls,Continuous Monitoring,mitigates,1165
1166,NIST Security controls,Continuous Monitoring,mitigates,1166
1167,NIST Security controls,Continuous Monitoring,mitigates,1167
1168,NIST Security controls,Continuous Monitoring,mitigates,1168
1169,NIST Security controls,Continuous Monitoring,mitigates,1169
1170,NIST Security controls,Continuous Monitoring,mitigates,1170
1171,NIST Security controls,Continuous Monitoring,mitigates,1171
1172,NIST Security controls,Continuous Monitoring,mitigates,1172
1173,NIST Security controls,Continuous Monitoring,mitigates,1173
1174,NIST Security controls,Continuous Monitoring,mitigates,1174
1175,NIST Security controls,Continuous Monitoring,mitigates,1175
1176,NIST Security controls,Continuous Monitoring,mitigates,1176
1177,NIST Security controls,Continuous Monitoring,mitigates,1177
1178,NIST Security controls,Continuous Monitoring,mitigates,1178
1179,NIST Security controls,Continuous Monitoring,mitigates,1179
1180,NIST Security controls,Continuous Monitoring,mitigates,1180
1181,NIST Security controls,Continuous Monitoring,mitigates,1181
1182,NIST Security controls,Continuous Monitoring,mitigates,1182
1183,NIST Security controls,Continuous Monitoring,mitigates,1183
1184,NIST Security controls,Continuous Monitoring,mitigates,1184
1185,NIST Security controls,Continuous Monitoring,mitigates,1185
1186,NIST Security controls,Continuous Monitoring,mitigates,1186
1187,NIST Security controls,Continuous Monitoring,mitigates,1187
1188,NIST Security controls,Continuous Monitoring,mitigates,1188
1189,NIST Security controls,Continuous Monitoring,mitigates,1189
1190,NIST Security controls,Continuous Monitoring,mitigates,1190
1191,NIST Security controls,Continuous Monitoring,mitigates,1191
1192,NIST Security controls,Continuous Monitoring,mitigates,1192
1193,NIST Security controls,Continuous Monitoring,mitigates,1193
1194,NIST Security controls,Continuous Monitoring,mitigates,1194
1195,NIST Security controls,Continuous Monitoring,mitigates,1195
1196,NIST Security controls,Continuous Monitoring,mitigates,1196
1197,NIST Security controls,Continuous Monitoring,mitigates,1197
1198,NIST Security controls,Continuous Monitoring,mitigates,1198
1199,NIST Security controls,Continuous Monitoring,mitigates,1199
1200,NIST Security controls,Continuous Monitoring,mitigates,1200
1201,NIST Security controls,Continuous Monitoring,mitigates,1201
1202,NIST Security controls,Continuous Monitoring,mitigates,1202
1203,NIST Security controls,Continuous Monitoring,mitigates,1203
1204,NIST Security controls,Continuous Monitoring,mitigates,1204
1205,NIST Security controls,Continuous Monitoring,mitigates,1205
1206,NIST Security controls,Continuous Monitoring,mitigates,1206
1207,NIST Security controls,Continuous Monitoring,mitigates,1207
1208,NIST Security controls,Continuous Monitoring,mitigates,1208
1209,NIST Security controls,Continuous Monitoring,mitigates,1209
1210,NIST Security controls,Continuous Monitoring,mitigates,1210
1211,NIST Security controls,Continuous Monitoring,mitigates,1211
1212,NIST Security controls,Continuous Monitoring,mitigates,1212
1213,NIST Security controls,Continuous Monitoring,mitigates,1213
1214,NIST Security controls,Continuous Monitoring,mitigates,1214
1215,NIST Security controls,Continuous Monitoring,mitigates,1215
1216,NIST Security controls,Continuous Monitoring,mitigates,1216
1217,NIST Security controls,Continuous Monitoring,mitigates,1217
1218,NIST Security controls,Continuous Monitoring,mitigates,1218
1219,NIST Security controls,Continuous Monitoring,mitigates,1219
1220,NIST Security controls,Continuous Monitoring,mitigates,1220
1221,NIST Security controls,Continuous Monitoring,mitigates,1221
1222,NIST Security controls,Continuous Monitoring,mitigates,1222
1223,NIST Security controls,Continuous Monitoring,mitigates,1223
1224,NIST Security controls,Continuous Monitoring,mitigates,1224
1225,NIST Security controls,Continuous Monitoring,mitigates,1225
1226,NIST Security controls,Continuous Monitoring,mitigates,1226
1227,NIST Security controls,Continuous Monitoring,mitigates,1227
1228,NIST Security controls,Continuous Monitoring,mitigates,1228
1229,NIST Security controls,Continuous Monitoring,mitigates,1229
1230,NIST Security controls,Continuous Monitoring,mitigates,1230
1231,NIST Security controls,Continuous Monitoring,mitigates,1231
1232,NIST Security controls,Continuous Monitoring,mitigates,1232
1233,NIST Security controls,Continuous Monitoring,mitigates,1233
1234,NIST Security controls,Continuous Monitoring,mitigates,1234
1235,NIST Security controls,Continuous Monitoring,mitigates,1235
1236,NIST Security controls,Continuous Monitoring,mitigates,1236
1237,NIST Security controls,Continuous Monitoring,mitigates,1237
1238,NIST Security controls,Continuous Monitoring,mitigates,1238
1239,NIST Security controls,Continuous Monitoring,mitigates,1239
1240,NIST Security controls,Continuous Monitoring,mitigates,1240
1241,NIST Security controls,Continuous Monitoring,mitigates,1241
1242,NIST Security controls,Continuous Monitoring,mitigates,1242
1243,NIST Security controls,Continuous Monitoring,mitigates,1243
1244,NIST Security controls,Continuous Monitoring,mitigates,1244
1245,NIST Security controls,Continuous Monitoring,mitigates,1245
1246,NIST Security controls,Continuous Monitoring,mitigates,1246
1247,NIST Security controls,Continuous Monitoring,mitigates,1247
1248,NIST Security controls,Continuous Monitoring,mitigates,1248
1249,NIST Security controls,Continuous Monitoring,mitigates,1249
1250,NIST Security controls,Continuous Monitoring,mitigates,1250
1251,NIST Security controls,Continuous Monitoring,mitigates,1251
1252,NIST Security controls,Continuous Monitoring,mitigates,1252
1253,NIST Security controls,Continuous Monitoring,mitigates,1253
1254,NIST Security controls,Continuous Monitoring,mitigates,1254
1255,NIST Security controls,Continuous Monitoring,mitigates,1255
1256,NIST Security controls,Continuous Monitoring,mitigates,1256
1257,NIST Security controls,Continuous Monitoring,mitigates,1257
1258,NIST Security controls,Continuous Monitoring,mitigates,1258
1259,NIST Security controls,Continuous Monitoring,mitigates,1259
1260,NIST Security controls,Continuous Monitoring,mitigates,1260
1261,NIST Security controls,Penetration Testing,mitigates,1261
1262,NIST Security controls,Penetration Testing,mitigates,1262
1263,NIST Security controls,Penetration Testing,mitigates,1263
1264,NIST Security controls,Penetration Testing,mitigates,1264
1265,NIST Security controls,Penetration Testing,mitigates,1265
1266,NIST Security controls,Penetration Testing,mitigates,1266
1267,NIST Security controls,Penetration Testing,mitigates,1267
1268,NIST Security controls,Penetration Testing,mitigates,1268
1269,NIST Security controls,Penetration Testing,mitigates,1269
1270,NIST Security controls,Penetration Testing,mitigates,1270
1271,NIST Security controls,Penetration Testing,mitigates,1271
1272,NIST Security controls,Penetration Testing,mitigates,1272
1273,NIST Security controls,Penetration Testing,mitigates,1273
1274,NIST Security controls,Penetration Testing,mitigates,1274
1275,NIST Security controls,Penetration Testing,mitigates,1275
1276,NIST Security controls,Penetration Testing,mitigates,1276
1277,NIST Security controls,Penetration Testing,mitigates,1277
1278,NIST Security controls,Penetration Testing,mitigates,1278
1279,NIST Security controls,Penetration Testing,mitigates,1279
1280,NIST Security controls,Penetration Testing,mitigates,1280
1281,NIST Security controls,Penetration Testing,mitigates,1281
1282,NIST Security controls,Penetration Testing,mitigates,1282
1283,NIST Security controls,Penetration Testing,mitigates,1283
1284,NIST Security controls,Penetration Testing,mitigates,1284
1285,NIST Security controls,Penetration Testing,mitigates,1285
1286,NIST Security controls,Penetration Testing,mitigates,1286
1287,NIST Security controls,Penetration Testing,mitigates,1287
1288,NIST Security controls,Penetration Testing,mitigates,1288
1289,NIST Security controls,Penetration Testing,mitigates,1289
1290,NIST Security controls,Penetration Testing,mitigates,1290
1291,NIST Security controls,Penetration Testing,mitigates,1291
1292,NIST Security controls,Penetration Testing,mitigates,1292
1293,NIST Security controls,Penetration Testing,mitigates,1293
1294,NIST Security controls,Penetration Testing,mitigates,1294
1295,NIST Security controls,Penetration Testing,mitigates,1295
1296,NIST Security controls,Penetration Testing,mitigates,1296
1297,NIST Security controls,Penetration Testing,mitigates,1297
1298,NIST Security controls,Penetration Testing,mitigates,1298
1299,NIST Security controls,Penetration Testing,mitigates,1299
1300,NIST Security controls,Penetration Testing,mitigates,1300
1301,NIST Security controls,Penetration Testing,mitigates,1301
1302,NIST Security controls,Penetration Testing,mitigates,1302
1303,NIST Security controls,Penetration Testing,mitigates,1303
1304,NIST Security controls,Penetration Testing,mitigates,1304
1305,NIST Security controls,Penetration Testing,mitigates,1305
1306,NIST Security controls,Penetration Testing,mitigates,1306
1307,NIST Security controls,Penetration Testing,mitigates,1307
1308,NIST Security controls,Penetration Testing,mitigates,1308
1309,NIST Security controls,Penetration Testing,mitigates,1309
1310,NIST Security controls,Penetration Testing,mitigates,1310
1311,NIST Security controls,Penetration Testing,mitigates,1311
1312,NIST Security controls,Penetration Testing,mitigates,1312
1313,NIST Security controls,Penetration Testing,mitigates,1313
1314,NIST Security controls,Penetration Testing,mitigates,1314
1315,NIST Security controls,Penetration Testing,mitigates,1315
1316,NIST Security controls,Penetration Testing,mitigates,1316
1317,NIST Security controls,Penetration Testing,mitigates,1317
1318,NIST Security controls,Penetration Testing,mitigates,1318
1319,NIST Security controls,Penetration Testing,mitigates,1319
1320,NIST Security controls,Penetration Testing,mitigates,1320
1321,NIST Security controls,Penetration Testing,mitigates,1321
1322,NIST Security controls,Penetration Testing,mitigates,1322
1323,NIST Security controls,Penetration Testing,mitigates,1323
1324,NIST Security controls,Penetration Testing,mitigates,1324
1325,NIST Security controls,Software Usage Restrictions,mitigates,1325
1326,NIST Security controls,Software Usage Restrictions,mitigates,1326
1327,NIST Security controls,Software Usage Restrictions,mitigates,1327
1328,NIST Security controls,Software Usage Restrictions,mitigates,1328
1329,NIST Security controls,Software Usage Restrictions,mitigates,1329
1330,NIST Security controls,Software Usage Restrictions,mitigates,1330
1331,NIST Security controls,Software Usage Restrictions,mitigates,1331
1332,NIST Security controls,User-installed Software,mitigates,1332
1333,NIST Security controls,User-installed Software,mitigates,1333
1334,NIST Security controls,User-installed Software,mitigates,1334
1335,NIST Security controls,User-installed Software,mitigates,1335
1336,NIST Security controls,User-installed Software,mitigates,1336
1337,NIST Security controls,User-installed Software,mitigates,1337
1338,NIST Security controls,User-installed Software,mitigates,1338
1339,NIST Security controls,User-installed Software,mitigates,1339
1340,NIST Security controls,User-installed Software,mitigates,1340
1341,NIST Security controls,User-installed Software,mitigates,1341
1342,NIST Security controls,User-installed Software,mitigates,1342
1343,NIST Security controls,User-installed Software,mitigates,1343
1344,NIST Security controls,User-installed Software,mitigates,1344
1345,NIST Security controls,User-installed Software,mitigates,1345
1346,NIST Security controls,User-installed Software,mitigates,1346
1347,NIST Security controls,User-installed Software,mitigates,1347
1348,NIST Security controls,User-installed Software,mitigates,1348
1349,NIST Security controls,User-installed Software,mitigates,1349
1350,NIST Security controls,Baseline Configuration,mitigates,1350
1351,NIST Security controls,Baseline Configuration,mitigates,1351
1352,NIST Security controls,Baseline Configuration,mitigates,1352
1353,NIST Security controls,Baseline Configuration,mitigates,1353
1354,NIST Security controls,Baseline Configuration,mitigates,1354
1355,NIST Security controls,Baseline Configuration,mitigates,1355
1356,NIST Security controls,Baseline Configuration,mitigates,1356
1357,NIST Security controls,Baseline Configuration,mitigates,1357
1358,NIST Security controls,Baseline Configuration,mitigates,1358
1359,NIST Security controls,Baseline Configuration,mitigates,1359
1360,NIST Security controls,Baseline Configuration,mitigates,1360
1361,NIST Security controls,Baseline Configuration,mitigates,1361
1362,NIST Security controls,Baseline Configuration,mitigates,1362
1363,NIST Security controls,Baseline Configuration,mitigates,1363
1364,NIST Security controls,Baseline Configuration,mitigates,1364
1365,NIST Security controls,Baseline Configuration,mitigates,1365
1366,NIST Security controls,Baseline Configuration,mitigates,1366
1367,NIST Security controls,Baseline Configuration,mitigates,1367
1368,NIST Security controls,Baseline Configuration,mitigates,1368
1369,NIST Security controls,Baseline Configuration,mitigates,1369
1370,NIST Security controls,Baseline Configuration,mitigates,1370
1371,NIST Security controls,Baseline Configuration,mitigates,1371
1372,NIST Security controls,Baseline Configuration,mitigates,1372
1373,NIST Security controls,Baseline Configuration,mitigates,1373
1374,NIST Security controls,Baseline Configuration,mitigates,1374
1375,NIST Security controls,Baseline Configuration,mitigates,1375
1376,NIST Security controls,Baseline Configuration,mitigates,1376
1377,NIST Security controls,Baseline Configuration,mitigates,1377
1378,NIST Security controls,Baseline Configuration,mitigates,1378
1379,NIST Security controls,Baseline Configuration,mitigates,1379
1380,NIST Security controls,Baseline Configuration,mitigates,1380
1381,NIST Security controls,Baseline Configuration,mitigates,1381
1382,NIST Security controls,Baseline Configuration,mitigates,1382
1383,NIST Security controls,Baseline Configuration,mitigates,1383
1384,NIST Security controls,Baseline Configuration,mitigates,1384
1385,NIST Security controls,Baseline Configuration,mitigates,1385
1386,NIST Security controls,Baseline Configuration,mitigates,1386
1387,NIST Security controls,Baseline Configuration,mitigates,1387
1388,NIST Security controls,Baseline Configuration,mitigates,1388
1389,NIST Security controls,Baseline Configuration,mitigates,1389
1390,NIST Security controls,Baseline Configuration,mitigates,1390
1391,NIST Security controls,Baseline Configuration,mitigates,1391
1392,NIST Security controls,Baseline Configuration,mitigates,1392
1393,NIST Security controls,Baseline Configuration,mitigates,1393
1394,NIST Security controls,Baseline Configuration,mitigates,1394
1395,NIST Security controls,Baseline Configuration,mitigates,1395
1396,NIST Security controls,Baseline Configuration,mitigates,1396
1397,NIST Security controls,Baseline Configuration,mitigates,1397
1398,NIST Security controls,Baseline Configuration,mitigates,1398
1399,NIST Security controls,Baseline Configuration,mitigates,1399
1400,NIST Security controls,Baseline Configuration,mitigates,1400
1401,NIST Security controls,Baseline Configuration,mitigates,1401
1402,NIST Security controls,Baseline Configuration,mitigates,1402
1403,NIST Security controls,Baseline Configuration,mitigates,1403
1404,NIST Security controls,Baseline Configuration,mitigates,1404
1405,NIST Security controls,Baseline Configuration,mitigates,1405
1406,NIST Security controls,Baseline Configuration,mitigates,1406
1407,NIST Security controls,Baseline Configuration,mitigates,1407
1408,NIST Security controls,Baseline Configuration,mitigates,1408
1409,NIST Security controls,Baseline Configuration,mitigates,1409
1410,NIST Security controls,Baseline Configuration,mitigates,1410
1411,NIST Security controls,Baseline Configuration,mitigates,1411
1412,NIST Security controls,Baseline Configuration,mitigates,1412
1413,NIST Security controls,Baseline Configuration,mitigates,1413
1414,NIST Security controls,Baseline Configuration,mitigates,1414
1415,NIST Security controls,Baseline Configuration,mitigates,1415
1416,NIST Security controls,Baseline Configuration,mitigates,1416
1417,NIST Security controls,Baseline Configuration,mitigates,1417
1418,NIST Security controls,Baseline Configuration,mitigates,1418
1419,NIST Security controls,Baseline Configuration,mitigates,1419
1420,NIST Security controls,Baseline Configuration,mitigates,1420
1421,NIST Security controls,Baseline Configuration,mitigates,1421
1422,NIST Security controls,Baseline Configuration,mitigates,1422
1423,NIST Security controls,Baseline Configuration,mitigates,1423
1424,NIST Security controls,Baseline Configuration,mitigates,1424
1425,NIST Security controls,Baseline Configuration,mitigates,1425
1426,NIST Security controls,Baseline Configuration,mitigates,1426
1427,NIST Security controls,Baseline Configuration,mitigates,1427
1428,NIST Security controls,Baseline Configuration,mitigates,1428
1429,NIST Security controls,Baseline Configuration,mitigates,1429
1430,NIST Security controls,Baseline Configuration,mitigates,1430
1431,NIST Security controls,Baseline Configuration,mitigates,1431
1432,NIST Security controls,Baseline Configuration,mitigates,1432
1433,NIST Security controls,Baseline Configuration,mitigates,1433
1434,NIST Security controls,Baseline Configuration,mitigates,1434
1435,NIST Security controls,Baseline Configuration,mitigates,1435
1436,NIST Security controls,Baseline Configuration,mitigates,1436
1437,NIST Security controls,Baseline Configuration,mitigates,1437
1438,NIST Security controls,Baseline Configuration,mitigates,1438
1439,NIST Security controls,Baseline Configuration,mitigates,1439
1440,NIST Security controls,Baseline Configuration,mitigates,1440
1441,NIST Security controls,Baseline Configuration,mitigates,1441
1442,NIST Security controls,Baseline Configuration,mitigates,1442
1443,NIST Security controls,Baseline Configuration,mitigates,1443
1444,NIST Security controls,Baseline Configuration,mitigates,1444
1445,NIST Security controls,Baseline Configuration,mitigates,1445
1446,NIST Security controls,Baseline Configuration,mitigates,1446
1447,NIST Security controls,Baseline Configuration,mitigates,1447
1448,NIST Security controls,Baseline Configuration,mitigates,1448
1449,NIST Security controls,Baseline Configuration,mitigates,1449
1450,NIST Security controls,Baseline Configuration,mitigates,1450
1451,NIST Security controls,Baseline Configuration,mitigates,1451
1452,NIST Security controls,Baseline Configuration,mitigates,1452
1453,NIST Security controls,Baseline Configuration,mitigates,1453
1454,NIST Security controls,Baseline Configuration,mitigates,1454
1455,NIST Security controls,Baseline Configuration,mitigates,1455
1456,NIST Security controls,Baseline Configuration,mitigates,1456
1457,NIST Security controls,Baseline Configuration,mitigates,1457
1458,NIST Security controls,Baseline Configuration,mitigates,1458
1459,NIST Security controls,Baseline Configuration,mitigates,1459
1460,NIST Security controls,Baseline Configuration,mitigates,1460
1461,NIST Security controls,Baseline Configuration,mitigates,1461
1462,NIST Security controls,Baseline Configuration,mitigates,1462
1463,NIST Security controls,Baseline Configuration,mitigates,1463
1464,NIST Security controls,Baseline Configuration,mitigates,1464
1465,NIST Security controls,Baseline Configuration,mitigates,1465
1466,NIST Security controls,Baseline Configuration,mitigates,1466
1467,NIST Security controls,Baseline Configuration,mitigates,1467
1468,NIST Security controls,Baseline Configuration,mitigates,1468
1469,NIST Security controls,Baseline Configuration,mitigates,1469
1470,NIST Security controls,Baseline Configuration,mitigates,1470
1471,NIST Security controls,Baseline Configuration,mitigates,1471
1472,NIST Security controls,Baseline Configuration,mitigates,1472
1473,NIST Security controls,Baseline Configuration,mitigates,1473
1474,NIST Security controls,Baseline Configuration,mitigates,1474
1475,NIST Security controls,Baseline Configuration,mitigates,1475
1476,NIST Security controls,Baseline Configuration,mitigates,1476
1477,NIST Security controls,Baseline Configuration,mitigates,1477
1478,NIST Security controls,Baseline Configuration,mitigates,1478
1479,NIST Security controls,Baseline Configuration,mitigates,1479
1480,NIST Security controls,Baseline Configuration,mitigates,1480
1481,NIST Security controls,Baseline Configuration,mitigates,1481
1482,NIST Security controls,Baseline Configuration,mitigates,1482
1483,NIST Security controls,Baseline Configuration,mitigates,1483
1484,NIST Security controls,Baseline Configuration,mitigates,1484
1485,NIST Security controls,Baseline Configuration,mitigates,1485
1486,NIST Security controls,Baseline Configuration,mitigates,1486
1487,NIST Security controls,Baseline Configuration,mitigates,1487
1488,NIST Security controls,Baseline Configuration,mitigates,1488
1489,NIST Security controls,Baseline Configuration,mitigates,1489
1490,NIST Security controls,Baseline Configuration,mitigates,1490
1491,NIST Security controls,Baseline Configuration,mitigates,1491
1492,NIST Security controls,Baseline Configuration,mitigates,1492
1493,NIST Security controls,Baseline Configuration,mitigates,1493
1494,NIST Security controls,Baseline Configuration,mitigates,1494
1495,NIST Security controls,Baseline Configuration,mitigates,1495
1496,NIST Security controls,Baseline Configuration,mitigates,1496
1497,NIST Security controls,Baseline Configuration,mitigates,1497
1498,NIST Security controls,Baseline Configuration,mitigates,1498
1499,NIST Security controls,Baseline Configuration,mitigates,1499
1500,NIST Security controls,Baseline Configuration,mitigates,1500
1501,NIST Security controls,Baseline Configuration,mitigates,1501
1502,NIST Security controls,Baseline Configuration,mitigates,1502
1503,NIST Security controls,Baseline Configuration,mitigates,1503
1504,NIST Security controls,Baseline Configuration,mitigates,1504
1505,NIST Security controls,Baseline Configuration,mitigates,1505
1506,NIST Security controls,Baseline Configuration,mitigates,1506
1507,NIST Security controls,Baseline Configuration,mitigates,1507
1508,NIST Security controls,Baseline Configuration,mitigates,1508
1509,NIST Security controls,Baseline Configuration,mitigates,1509
1510,NIST Security controls,Baseline Configuration,mitigates,1510
1511,NIST Security controls,Baseline Configuration,mitigates,1511
1512,NIST Security controls,Baseline Configuration,mitigates,1512
1513,NIST Security controls,Baseline Configuration,mitigates,1513
1514,NIST Security controls,Baseline Configuration,mitigates,1514
1515,NIST Security controls,Baseline Configuration,mitigates,1515
1516,NIST Security controls,Baseline Configuration,mitigates,1516
1517,NIST Security controls,Baseline Configuration,mitigates,1517
1518,NIST Security controls,Baseline Configuration,mitigates,1518
1519,NIST Security controls,Baseline Configuration,mitigates,1519
1520,NIST Security controls,Baseline Configuration,mitigates,1520
1521,NIST Security controls,Baseline Configuration,mitigates,1521
1522,NIST Security controls,Baseline Configuration,mitigates,1522
1523,NIST Security controls,Baseline Configuration,mitigates,1523
1524,NIST Security controls,Baseline Configuration,mitigates,1524
1525,NIST Security controls,Baseline Configuration,mitigates,1525
1526,NIST Security controls,Baseline Configuration,mitigates,1526
1527,NIST Security controls,Baseline Configuration,mitigates,1527
1528,NIST Security controls,Baseline Configuration,mitigates,1528
1529,NIST Security controls,Baseline Configuration,mitigates,1529
1530,NIST Security controls,Baseline Configuration,mitigates,1530
1531,NIST Security controls,Baseline Configuration,mitigates,1531
1532,NIST Security controls,Baseline Configuration,mitigates,1532
