,relationship-type,veris-path,attack-object-key
581,related-to,action.malware.variety.Unknown,581
582,related-to,action.malware.variety.C2,582
583,related-to,action.malware.variety.Unknown,583
584,related-to,action.malware.variety.C2,584
585,related-to,action.malware.variety.Unknown,585
586,related-to,action.malware.variety.C2,586
587,related-to,action.malware.variety.C2,587
588,related-to,action.malware.variety.C2,588
589,related-to,action.malware.variety.C2,589
590,related-to,action.malware.variety.C2,590
591,related-to,action.malware.variety.C2,591
592,related-to,action.malware.variety.C2,592
593,related-to,action.malware.variety.C2,593
594,related-to,action.malware.variety.C2,594
595,related-to,action.malware.variety.C2,595
596,related-to,action.malware.variety.C2,596
597,related-to,action.malware.variety.C2,597
598,related-to,action.malware.variety.Capture app data,598
599,related-to,action.malware.variety.Capture app data,599
600,related-to,action.malware.variety.Capture app data,600
601,related-to,action.malware.variety.Capture app data,601
602,related-to,action.malware.variety.Capture app data,602
603,related-to,action.malware.variety.Password dumper,603
604,related-to,action.malware.variety.Spyware/Keylogger,604
605,related-to,action.malware.variety.Capture app data,605
606,related-to,action.malware.variety.Capture app data,606
607,related-to,action.malware.variety.Capture app data,607
608,related-to,action.malware.variety.Capture app data,608
609,related-to,action.malware.variety.Capture app data,609
610,related-to,attribute.integrity.variety.Alter behavior,610
611,related-to,action.malware.variety.Capture app data,611
612,related-to,action.malware.variety.Capture app data,612
613,related-to,action.malware.variety.Capture app data,613
614,related-to,action.malware.vector.Web application - drive-by,614
615,related-to,action.malware.variety.Capture app data,615
616,related-to,action.malware.variety.Capture app data,616
617,related-to,action.malware.variety.Capture app data,617
618,related-to,action.malware.variety.Capture stored data,618
619,related-to,action.malware.variety.Password dumper,619
620,related-to,action.malware.variety.RAM scraper,620
621,related-to,action.malware.variety.Capture stored data,621
622,related-to,action.malware.variety.Password dumper,622
623,related-to,action.malware.variety.Capture stored data,623
624,related-to,action.malware.variety.Export data,624
625,related-to,action.malware.variety.Password dumper,625
626,related-to,action.malware.variety.Capture stored data,626
627,related-to,action.malware.variety.Password dumper,627
628,related-to,action.malware.variety.Capture stored data,628
629,related-to,action.malware.variety.Capture stored data,629
630,related-to,action.malware.variety.Capture stored data,630
631,related-to,action.malware.variety.Capture stored data,631
632,related-to,action.malware.variety.Capture stored data,632
633,related-to,action.malware.variety.Capture stored data,633
634,related-to,action.malware.variety.Capture stored data,634
635,related-to,action.malware.variety.Capture stored data,635
636,related-to,action.malware.variety.Click fraud,636
637,related-to,action.malware.variety.Click fraud and cryptocurrency mining,637
638,related-to,action.malware.variety.Cryptocurrency mining,638
639,related-to,action.malware.variety.Client-side attack,639
640,related-to,action.malware.variety.Destroy data,640
641,related-to,action.malware.variety.Destroy data,641
642,related-to,attribute.integrity.variety.Log tampering,642
643,related-to,action.malware.variety.Destroy data,643
644,related-to,attribute.integrity.variety.Log tampering,644
645,related-to,action.malware.variety.Destroy data,645
646,related-to,action.malware.variety.Destroy data,646
647,related-to,action.malware.variety.Destroy data,647
648,related-to,action.malware.variety.Destroy data,648
649,related-to,action.malware.variety.Destroy data,649
650,related-to,action.malware.variety.Destroy data,650
651,related-to,action.malware.variety.Destroy data,651
652,related-to,action.malware.variety.Destroy data,652
653,related-to,action.malware.variety.Destroy data,653
654,related-to,action.malware.variety.Disable controls,654
655,related-to,action.malware.variety.Disable controls,655
656,related-to,action.malware.variety.Disable controls,656
657,related-to,action.malware.variety.Disable controls,657
658,related-to,action.malware.variety.Disable controls,658
659,related-to,action.malware.variety.Disable controls,659
660,related-to,action.malware.variety.Disable controls,660
661,related-to,action.malware.variety.Disable controls,661
662,related-to,action.malware.vector.Email attachment,662
663,related-to,action.malware.variety.Disable controls,663
664,related-to,action.malware.variety.Disable controls,664
665,related-to,action.social.variety.Forgery,665
666,related-to,action.social.variety.Phishing,666
667,related-to,action.malware.variety.Disable controls,667
668,related-to,action.malware.variety.Rootkit,668
669,related-to,action.malware.variety.Disable controls,669
670,related-to,action.malware.variety.Disable controls,670
671,related-to,action.malware.variety.Disable controls,671
672,related-to,action.malware.variety.Disable controls,672
673,related-to,action.malware.variety.Disable controls,673
674,related-to,action.malware.variety.Disable controls,674
675,related-to,action.malware.variety.Disable controls,675
676,related-to,action.malware.variety.Ransomware,676
677,related-to,action.malware.variety.Disable controls,677
678,related-to,action.malware.variety.Disable controls,678
679,related-to,action.malware.variety.Disable controls,679
680,related-to,action.malware.variety.Disable controls,680
681,related-to,action.malware.variety.Disable controls,681
682,related-to,action.malware.variety.Disable controls,682
683,related-to,action.malware.variety.Disable controls,683
684,related-to,action.malware.variety.Disable controls,684
685,related-to,action.malware.variety.Disable controls,685
686,related-to,action.malware.variety.Disable controls,686
687,related-to,action.malware.variety.Disable controls,687
688,related-to,action.malware.variety.Modify data,688
689,related-to,action.malware.variety.Disable controls,689
690,related-to,action.malware.variety.Disable controls,690
691,related-to,action.malware.variety.Disable controls,691
692,related-to,action.malware.variety.Disable controls,692
693,related-to,action.malware.variety.Disable controls,693
694,related-to,action.malware.variety.Disable controls,694
695,related-to,action.malware.variety.Disable controls,695
696,related-to,action.malware.variety.Disable controls,696
697,related-to,action.malware.variety.Disable controls,697
698,related-to,action.malware.variety.Disable controls,698
699,related-to,action.malware.variety.Disable controls,699
700,related-to,action.malware.variety.Disable controls,700
701,related-to,action.malware.variety.Disable controls,701
702,related-to,action.malware.variety.DoS,702
703,related-to,action.malware.variety.Exploit vuln,703
704,related-to,action.malware.variety.Export data,704
705,related-to,action.malware.variety.Export data,705
706,related-to,action.malware.variety.Export data,706
707,related-to,action.malware.variety.Export data,707
708,related-to,action.malware.variety.Export data,708
709,related-to,action.malware.variety.Export data,709
710,related-to,action.malware.variety.Export data,710
711,related-to,action.malware.variety.Export data,711
712,related-to,action.malware.variety.Export data,712
713,related-to,action.malware.variety.Export data,713
714,related-to,action.malware.variety.Export data,714
715,related-to,action.malware.variety.Export data,715
716,related-to,action.malware.variety.Export data,716
717,related-to,action.malware.variety.Export data,717
718,related-to,action.malware.variety.Export data,718
719,related-to,action.malware.variety.Export data,719
720,related-to,action.malware.variety.Export data,720
721,related-to,action.malware.variety.Export data,721
722,related-to,action.malware.variety.Export data,722
723,related-to,action.malware.variety.Export data,723
724,related-to,action.malware.variety.Export data,724
725,related-to,action.malware.variety.Export data,725
726,related-to,action.malware.variety.Export data,726
727,related-to,action.malware.variety.Export data,727
728,related-to,action.malware.variety.In-memory,728
729,related-to,action.malware.variety.Password dumper,729
730,related-to,action.malware.variety.In-memory,730
731,related-to,action.malware.variety.In-memory,731
732,related-to,action.malware.variety.In-memory,732
733,related-to,action.malware.variety.In-memory,733
734,related-to,action.malware.variety.In-memory,734
735,related-to,action.malware.variety.In-memory,735
736,related-to,action.malware.variety.In-memory,736
737,related-to,action.malware.variety.In-memory,737
738,related-to,action.malware.variety.In-memory,738
739,related-to,action.malware.variety.In-memory,739
740,related-to,action.malware.variety.In-memory,740
741,related-to,action.malware.variety.In-memory,741
742,related-to,action.malware.variety.In-memory,742
743,related-to,action.malware.variety.Packet sniffer,743
744,related-to,action.malware.variety.Scan network,744
745,related-to,action.malware.variety.Password dumper,745
746,related-to,action.malware.variety.Password dumper,746
747,related-to,action.malware.variety.RAM scraper,747
748,related-to,action.malware.variety.Password dumper,748
749,related-to,action.malware.variety.RAM scraper,749
750,related-to,action.malware.variety.Password dumper,750
751,related-to,action.malware.variety.RAM scraper,751
752,related-to,action.malware.vector.Email link,752
753,related-to,action.malware.variety.Password dumper,753
754,related-to,action.malware.variety.Password dumper,754
755,related-to,action.malware.variety.Password dumper,755
756,related-to,action.malware.variety.Password dumper,756
757,related-to,action.malware.variety.Password dumper,757
758,related-to,action.malware.variety.Password dumper,758
759,related-to,action.malware.variety.Password dumper,759
760,related-to,action.malware.variety.Password dumper,760
761,related-to,action.malware.variety.Password dumper,761
762,related-to,action.malware.variety.RAM scraper,762
763,related-to,action.malware.variety.Password dumper,763
764,related-to,action.malware.variety.Password dumper,764
765,related-to,action.malware.variety.Password dumper,765
766,related-to,action.malware.variety.Ransomware,766
767,related-to,action.malware.variety.Rootkit,767
768,related-to,action.malware.variety.Rootkit,768
769,related-to,action.malware.variety.Rootkit,769
770,related-to,action.malware.variety.Rootkit,770
771,related-to,action.malware.variety.Rootkit,771
772,related-to,action.malware.variety.Rootkit,772
773,related-to,action.malware.variety.Scan network,773
774,related-to,action.malware.variety.Scan network,774
775,related-to,action.malware.variety.Scan network,775
776,related-to,action.malware.variety.Scan network,776
777,related-to,action.malware.variety.Scan network,777
778,related-to,action.malware.variety.Scan network,778
779,related-to,action.malware.variety.Scan network,779
780,related-to,action.malware.variety.Scan network,780
781,related-to,value_chain.targeting.variety.Organizational Information,781
782,related-to,action.malware.variety.Scan network,782
783,related-to,value_chain.targeting.variety.Organizational Information,783
784,related-to,action.malware.variety.Trojan,784
785,related-to,action.malware.variety.Unknown,785
786,related-to,action.social.variety.Phishing,786
787,related-to,action.social.variety.Pretexting,787
788,related-to,action.malware.variety.Unknown,788
789,related-to,action.malware.variety.Worm,789
790,related-to,action.malware.variety.Worm,790
791,related-to,action.malware.vector.Removable media,791
792,related-to,action.malware.variety.Unknown,792
793,related-to,action.malware.variety.Unknown,793
794,related-to,action.malware.variety.Unknown,794
795,related-to,action.malware.variety.Unknown,795
796,related-to,action.social.variety.Phishing,796
797,related-to,action.malware.variety.Unknown,797
798,related-to,action.malware.vector.Email link,798
799,related-to,action.social.variety.Phishing,799
800,related-to,action.malware.variety.Unknown,800
801,related-to,action.malware.vector.Email attachment,801
802,related-to,action.social.variety.Phishing,802
803,related-to,action.malware.variety.Unknown,803
804,related-to,value_chain.distribution.variety.Unknown,804
805,related-to,action.malware.variety.Unknown,805
806,related-to,value_chain.distribution.variety.Website,806
807,related-to,action.malware.variety.Unknown,807
808,related-to,value_chain.distribution.variety.Website,808
809,related-to,action.malware.variety.Unknown,809
810,related-to,value_chain.distribution.variety.Other,810
811,related-to,action.malware.variety.Unknown,811
812,related-to,value_chain.distribution.variety.Website,812
813,related-to,action.malware.variety.Unknown,813
814,related-to,action.malware.variety.Unknown,814
815,related-to,action.malware.variety.Unknown,815
816,related-to,action.malware.vector.Email attachment,816
817,related-to,action.social.variety.Phishing,817
818,related-to,action.social.vector.Email,818
819,related-to,action.malware.vector.Email attachment,819
820,related-to,action.social.variety.Phishing,820
821,related-to,action.social.variety.Pretexting,821
822,related-to,value_chain.targeting.variety.Organizational Information,822
823,related-to,action.malware.vector.Email link,823
824,related-to,attribute.integrity.variety.Modify configuration,824
825,related-to,attribute.integrity.variety.Modify privileges,825
826,related-to,action.malware.vector.Email link,826
827,related-to,action.social.variety.Phishing,827
828,related-to,action.social.variety.Pretexting,828
829,related-to,value_chain.targeting.variety.Organizational Information,829
830,related-to,action.malware.vector.Instant messaging,830
831,related-to,action.social.variety.Phishing,831
832,related-to,action.malware.vector.Network propagation,832
833,related-to,action.malware.vector.Removable media,833
834,related-to,action.malware.vector.Web application - drive-by,834
835,related-to,action.social.variety.Phishing,835
836,related-to,action.social.vector.Email,836
837,related-to,action.social.variety.Phishing,837
838,related-to,action.social.vector.Email,838
839,related-to,action.social.variety.Phishing,839
840,related-to,action.social.variety.Pretexting,840
841,related-to,value_chain.targeting.variety.Organizational Information,841
842,related-to,action.social.variety.Phishing,842
843,related-to,action.social.variety.Pretexting,843
844,related-to,value_chain.targeting.variety.Organizational Information,844
845,related-to,action.social.variety.Pretexting,845
846,related-to,attribute.integrity.variety.Misrepresentation,846
847,related-to,action.social.variety.Pretexting,847
848,related-to,value_chain.development.variety.Persona,848
849,related-to,action.social.variety.Pretexting,849
850,related-to,value_chain.development.variety.Persona,850
851,related-to,action.social.variety.Pretexting,851
852,related-to,value_chain.development.variety.Persona,852
853,related-to,attribute.integrity.variety.Alter behavior,853
854,related-to,attribute.integrity.variety.Alter behavior,854
855,related-to,attribute.integrity.variety.Alter behavior,855
856,related-to,attribute.integrity.variety.Alter behavior,856
857,related-to,attribute.integrity.variety.Alter behavior,857
858,related-to,attribute.integrity.variety.Alter behavior,858
859,related-to,attribute.integrity.variety.Alter behavior,859
860,related-to,attribute.integrity.variety.Alter behavior,860
861,related-to,attribute.integrity.variety.Alter behavior,861
862,related-to,attribute.integrity.variety.Alter behavior,862
863,related-to,attribute.integrity.variety.Alter behavior,863
864,related-to,attribute.integrity.variety.Alter behavior,864
865,related-to,attribute.integrity.variety.Alter behavior,865
866,related-to,attribute.integrity.variety.Alter behavior,866
867,related-to,attribute.integrity.variety.Alter behavior,867
868,related-to,attribute.integrity.variety.Created account,868
869,related-to,attribute.integrity.variety.Created account,869
870,related-to,attribute.integrity.variety.Created account,870
871,related-to,attribute.integrity.variety.Defacement,871
872,related-to,attribute.integrity.variety.Defacement,872
873,related-to,attribute.integrity.variety.Defacement,873
874,related-to,attribute.integrity.variety.Modify configuration,874
875,related-to,attribute.integrity.variety.Modify configuration,875
876,related-to,attribute.integrity.variety.Modify configuration,876
877,related-to,attribute.integrity.variety.Modify configuration,877
878,related-to,attribute.integrity.variety.Modify configuration,878
879,related-to,attribute.integrity.variety.Modify configuration,879
880,related-to,attribute.integrity.variety.Modify configuration,880
881,related-to,attribute.integrity.variety.Modify configuration,881
882,related-to,attribute.integrity.variety.Modify configuration,882
883,related-to,attribute.integrity.variety.Modify configuration,883
884,related-to,attribute.integrity.variety.Modify configuration,884
885,related-to,attribute.integrity.variety.Modify configuration,885
886,related-to,attribute.integrity.variety.Modify configuration,886
887,related-to,attribute.integrity.variety.Modify configuration,887
888,related-to,attribute.integrity.variety.Modify configuration,888
889,related-to,attribute.integrity.variety.Modify configuration,889
890,related-to,attribute.integrity.variety.Modify configuration,890
891,related-to,attribute.integrity.variety.Modify configuration,891
892,related-to,attribute.integrity.variety.Modify configuration,892
893,related-to,attribute.integrity.variety.Modify configuration,893
894,related-to,attribute.integrity.variety.Modify configuration,894
895,related-to,attribute.integrity.variety.Modify configuration,895
896,related-to,attribute.integrity.variety.Modify privileges,896
897,related-to,attribute.integrity.variety.Modify configuration,897
898,related-to,attribute.integrity.variety.Modify privileges,898
899,related-to,attribute.integrity.variety.Modify configuration,899
900,related-to,attribute.integrity.variety.Modify privileges,900
901,related-to,attribute.integrity.variety.Modify configuration,901
902,related-to,attribute.integrity.variety.Modify privileges,902
903,related-to,attribute.integrity.variety.Modify data,903
904,related-to,attribute.integrity.variety.Modify data,904
905,related-to,attribute.integrity.variety.Modify data,905
906,related-to,attribute.integrity.variety.Modify data,906
907,related-to,attribute.integrity.variety.Modify privileges,907
908,related-to,attribute.integrity.variety.Modify privileges,908
909,related-to,attribute.integrity.variety.Modify privileges,909
910,related-to,attribute.integrity.variety.Modify privileges,910
911,related-to,attribute.integrity.variety.Modify privileges,911
912,related-to,attribute.integrity.variety.Repurpose,912
