,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,score-category,score-value,related-score,metadata_key
189,"This control can reduce the protocols available for data exfiltration. Temporal immediate, coverage substantial.",T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Network Security Groups,technique-scores,Protect,Significant,T1048,0
190,"This control can reduce the protocols available for data exfiltration. Temporal immediate, coverage substantial.",T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Network Security Groups,technique-scores,Protect,Significant,T1048,0
191,"This control can reduce the protocols available for data exfiltration. Temporal immediate, coverage substantial.",T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,Network Security Groups,technique-scores,Protect,Significant,T1048,0
192,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1210,Exploitation of Remote Services,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
193,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1021,Remote Services,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
194,This control can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources.  This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,T1021.006,Windows Remote Management,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1021,0
195,This control can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources.  This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,T1021.005,VNC,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1021,0
196,This control can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources.  This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,T1021.004,SSH,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1021,0
197,This control can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources.  This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,T1021.003,Distributed Component Object Model,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1021,0
198,This control can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources.  This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,T1021.002,SMB/Windows Admin Shares,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1021,0
199,This control can be used to restrict direct access to remote services to trusted networks.  This mitigates even an adversary with a valid account from accessing resources.  This can be circumvented though if an adversary is able to compromise a trusted host and move laterally to a protected network.  This results in an overall partial (coverage) score.,T1021.001,Remote Desktop Protocol,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1021,0
200,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1072,Software Deployment Tools,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
201,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1133,External Remote Services,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
202,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1482,Domain Trust Discovery,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
203,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1046,Network Service Scanning,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
204,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1095,Non-Application Layer Protocol,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
205,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1571,Non-Standard Port,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Significant,,0
206,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1499,Endpoint Denial of Service,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
207,This control can be used to restrict access to endpoints and thereby mitigate low-end DOS attacks.,T1499.003,Application Exhaustion Flood,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1499,0
208,This control can be used to restrict access to endpoints and thereby mitigate low-end DOS attacks.,T1499.002,Service Exhaustion Flood,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1499,0
209,This control can be used to restrict access to endpoints and thereby mitigate low-end DOS attacks.,T1499.001,OS Exhaustion Flood,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1499,0
210,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1570,Lateral Tool Transfer,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
211,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1498,Network Denial of Service,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
212,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1090,Proxy,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
213,"This control can restrict access between systems, enclaves, and workloads thereby mitigating these proxy related sub-techniques.",T1090.003,Multi-hop Proxy,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1090,0
214,"This control can restrict access between systems, enclaves, and workloads thereby mitigating these proxy related sub-techniques.",T1090.002,External Proxy,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1090,0
215,"This control can restrict access between systems, enclaves, and workloads thereby mitigating these proxy related sub-techniques.",T1090.001,Internal Proxy,[],[],,Network Security Groups,technique-scores,Protect,Partial,T1090,0
216,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1219,Remote Access Software,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
217,"Note: one can employ Application Security Groups (ASG) in Network Security Group (NSG) rules to map  rules to workloads etc. Not scoring ASG as a separate control. One can employ Adaptive Network Hardening (ANH)  to generate recommended NSG rules based on traffic, known trusted configuration, threat intelligence, and other inidcators of compromise. Not scoring ANH as a separate control.",T1205,Traffic Signaling,"['https://docs.microsoft.com/en-us/azure/virtual-network/network-security-groups-overview', 'https://docs.microsoft.com/en-us/azure/virtual-network/network-security-group-how-it-works', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-adaptive-network-hardening']","['Adaptive Network Hardening', 'Azure Security Center Recommendation', 'Network']",,Network Security Groups,technique-scores,Protect,Partial,,0
218,"This control can be used to implement whitelist based network rules that can mitigate variations of this sub-techniques that result in opening closed ports for communication. Because this control is able to drop traffic before reaching a compromised host, it can effectively mitigate this port knocking sub-technique.",T1205.001,Port Knocking,[],[],,Network Security Groups,technique-scores,Protect,Significant,T1205,0
219,"The following capabilities of Azure Sentinel were mapped: Default list of Azure Sentinel Analytics (from the rule template list) Default list of Azure Sentinel Hunting queries
Queries based on 3rd party analytics and/or specific IOC information were omitted from this mapping. Query names are identified in quotes throughout this mapping.
Azure Sentinel Analytics queries are generally periodic, typically on a period of one or more hours.
Azure Sentinel Hunting queries are performed on demand. Note also that a number of the Hunting queries are examples that can be modified for additional use, but scoring was performed on the queries as-written.",T1078,Valid Accounts,"['https://docs.microsoft.com/en-us/azure/sentinel/overview', 'https://docs.microsoft.com/en-us/azure/sentinel/hunting']","['Analytics', 'Threat Hunting']",,Azure Sentinel,technique-scores,Detect,Partial,,0
220,"The Azure Sentinel Hunting ""Rare processes run by Service accounts"" query can identify potential misuse of default accounts. Because this detection is specific to rare processes its coverage score is Minimal resulting in a Minimal score.",T1078.001,Default Accounts,[],[],,Azure Sentinel,technique-scores,Detect,Minimal,T1078,0
221,"The following Azure Sentinel Hunting queries can identify potential compromise of domain accounts based on access attempts and/or account usage: ""Suspicious Windows Login outside normal hours"", ""User account added or removed from  security group by an unauthorized user"", ""User Account added to Built in Domain Local or Global Group"", ""User Login IP Address Teleportation"", ""User made Owner of multiple teams"", ""Tracking Privileged Account Rare Activity"", ""New Admin account activity which was not seen historically"", ""New client running queries"", ""New users running queries"", ""Non-owner mailbox login activity"", ""Powershell or non-browser mailbox login activity"", ""Rare User Agent strings"", ""Same IP address with multiple csUserAgent"" which may indicate that an account is being used from a new device, ""Rare domains seen in Cloud Logs"" when accounts from uncommon domains access or attempt to access cloud resources, ""Same User - Successful logon for a given App and failure on another App within 1m and low distribution"", ""Hosts with new logons"", ""Inactive or new account signins"", ""Long lookback User Account Created and Deleted within 10mins"", ""Anomalous Geo Location Logon"", and ""Anomalous Sign-in Activity"".
The following Azure Sentinel Analytics queries can identify potential compromise of domain accounts based on access attempts and/or account usage: ""Anomalous User Agent connection attempt"", ""New UserAgent observed in last 24 hours"" which may indicate that an account is being used from a new device, ""Anomalous sign-in location by user account and authenticating application"", ""Anomalous login followed by Teams action"", ""GitHub Signin Burst from Multiple Locations"", ""Sign-ins from IPs that attempt sign-ins to disabled accounts"", ""Failed Host logons but success logon to AzureAD"", and ""Anomalous RDP Login Detections"".",T1078.002,Domain Accounts,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1078,0
222,"The following Azure Sentinel Hunting queries can identify potential compromise of local accounts based on access attempts and/or account usage: ""Suspicious Windows Login outside normal hours"", ""User Login IP Address Teleportation"", ""User account added or removed from a security group by an unauthorized user"", ""User Account added to Built in Domain Local or Global Group"", ""User added to SQL Server SecurityAdmin Group"", ""User Role altered on SQL Server"", ""User made Owner of multiple teams"", ""Tracking Privileged Account Rare Activity"", and ""Anomalous Login to Devices"".
The following Azure Sentinel Analytics queries can identify potential compromise of local accounts based on access attempts and/or account usage: ""User account enabled and disabled within 10 mins"", ""Long lookback User Account Created and Deleted within 10mins"", ""Explicit MFA Deny"", ""Hosts with new logons"", ""Inactive or new account signins"", ""Anomalous SSH Login Detection"", and ""Anomalous RDP Login Detections"".",T1078.003,Local Accounts,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1078,0
223,"The following Azure Sentinel Hunting queries can identify potential compromise of cloud accounts: ""New Admin account activity which was not seen historically"", ""New client running queries"", ""New users running queries"", ""User returning more data than daily average"", ""User Login IP Address Teleportation"", ""Non-owner mailbox login activity"", ""Powershell or non-browser mailbox login activity"", ""Rare User Agent strings"" and ""Same IP address with multiple csUserAgent"" which may indicate that an account is being used from a new device, ""Rare domains seen in Cloud Logs"", ""Same User - Successful logon for a given App and failure on another App within 1m and low distribution"", ""Anomalous Azure Active Directory Apps based on authentication location"", ""Anomalous Geo Location Logon"", ""Anomalous Sign-in Activity"", ""Azure Active Directory sign-in burst from multiple locations"", and ""Azure Active Directory signins from new locations"".

The following Azure Sentinel Analytics queries can identify potential compromise of cloud accounts: ""Anomalous User Agent connection attempt"" and ""New UserAgent observed in last 24 hours"", which may indicate that an account is being used from a new device which may belong to an adversary; ""Anomalous sign-in location by user account and authenticating application"", ""GitHub Signin Burst from Multiple Locations"", ""GitHub Activites from a New Country"", and ""Sign-ins from IPs that attempt sign-ins to disabled accounts"", which may indicate adversary access from atypical locations; ""Azure Active Directory PowerShell accessing non-AAD resources"", ""Anomalous login followed by Teams action"", ""Login to AWS management console without MFA"", and ""Azure Active Directory PowerShell accessing non-AAD resources"" which may indicate an adversary attempting to use a valid account to access resources from other contexts. The ""Correlate Unfamiliar sign-in properties"" query can further enhance detection of anomalous activity.",T1078.004,Cloud Accounts,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1078,0
224,"The following capabilities of Azure Sentinel were mapped: Default list of Azure Sentinel Analytics (from the rule template list) Default list of Azure Sentinel Hunting queries
Queries based on 3rd party analytics and/or specific IOC information were omitted from this mapping. Query names are identified in quotes throughout this mapping.
Azure Sentinel Analytics queries are generally periodic, typically on a period of one or more hours.
Azure Sentinel Hunting queries are performed on demand. Note also that a number of the Hunting queries are examples that can be modified for additional use, but scoring was performed on the queries as-written.",T1195,Supply Chain Compromise,"['https://docs.microsoft.com/en-us/azure/sentinel/overview', 'https://docs.microsoft.com/en-us/azure/sentinel/hunting']","['Analytics', 'Threat Hunting']",,Azure Sentinel,technique-scores,Detect,Minimal,,0
225,"The following Azure Sentinel Hunting queries can identify potentially malicious changes to Azure DevOps project resources: ""Azure DevOps - Project Visibility changed to public"" can identify a specific action that may be an indicator of an attacker modifying the cloud compute infrastructure. ""Azure DevOps - Public project created"" and ""Azure DevOps - Public project enabled by admin"" can identify specific instances of potential defense evasion.
The following Azure Sentinel Analytics queries can identify potentially malicious changes to Azure DevOps project resources: ""AzureDevops Service Connection Abuse"" can detect potential malicious behavior associated with use of large number of service connections, ""External Upstream Source added to Azure DevOps"" identifies a specific behavior that could compromise the DevOps build pipeline, ""Azure DevOps Pull Request Policy Bypassing - History"" can identify specific potentially malicious behavior that compromises the build process, ""Azure DevOps Pipeline modified by a New User"" identifies potentially malicious activity that could compromise the DevOps pipeline, ""Azure DevOps Administrator Group Monitoring"" monitors for specific activity which could compromise the build/release process, ""New Agent Added to Pool by New User or a New OS"" can detect a suspicious behavior that could potentially compromise DevOps pipeline.",T1195.001,Compromise Software Dependencies and Development Tools,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1195,0
226,"The following capabilities of Azure Sentinel were mapped: Default list of Azure Sentinel Analytics (from the rule template list) Default list of Azure Sentinel Hunting queries
Queries based on 3rd party analytics and/or specific IOC information were omitted from this mapping. Query names are identified in quotes throughout this mapping.
Azure Sentinel Analytics queries are generally periodic, typically on a period of one or more hours.
Azure Sentinel Hunting queries are performed on demand. Note also that a number of the Hunting queries are examples that can be modified for additional use, but scoring was performed on the queries as-written.",T1110,Brute Force,"['https://docs.microsoft.com/en-us/azure/sentinel/overview', 'https://docs.microsoft.com/en-us/azure/sentinel/hunting']","['Analytics', 'Threat Hunting']",,Azure Sentinel,technique-scores,Detect,Partial,,0
227,"The ""Summary of user logons by logon type"" Azure Sentinel Hunting query compares successful and unsuccessful logon attempts to identify potential lateral movement.
The following Azure Sentinel Hunting queries can identify potential attempts at credential brute force based on unsuccessful attempts: ""VIP account more than 6 failed logons in 10"", ""Multiple Failed Logon on SQL Server in Short time Span"", ""Permutations on logon attempts by UserPrincipalNames indicating potential brute force"", ""Potential IIS brute force"", ""Failed attempt to access Azure Portal"", ""Failed Login Attempt by Expired account"", ""Failed Logon Attempts on SQL Server"", ""Failed Logon on SQL Server from Same IPAddress in Short time Span"", ""Failed service logon attempt by user account with available AuditData"", ""Login attempt by Blocked MFA user"", ""Login spike with increase failure rate"", ""Attempts to sign-in to disabled accounts by IP address"", ""Attempts to sign-in to disabled accounts by account name"", ""Brute Force attack against Azure Portal"", and ""Anomalous Failed Logon""
The following Azure Sentinel Analytics queries can identify potential attempts at credential brute force based on unsuccessful attempts: ""Brute force attack against Azure Portal"", ""Password spray attack against Azure AD application"", ""Successful logon from IP and failure from a different IP"", ""Failed logon attempts in authpriv"", ""Failed AzureAD logons but success logon to host"", ""Excessive Windows logon failures"", ""Failed login attempts to Azure Portal"", ""Failed logon attempts by valid accounts within 10 mins"", ""Brute Force Attack against GitHub Account"", ""Distributed Password cracking attempts in AzureAD"", ""Potential Password Spray Attack"" based on periodic assessment of Azure Active Directory sign-in events and Okta console logins, ""Attempts to sign in to disabled accounts"", ""Sign-ins from IPs that attempt sign-ins to disabled accounts"", ""High count of failed logins by a user"", ""Hi count of failed attempts same client IP"", ""SSH - Potential Brute Force"", and ""SecurityEvent - Multiple authentication failures followed by success"".",T1110.001,Password Guessing,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1110,0
228,"The ""Summary of user logons by logon type"" Azure Sentinel Hunting query compares successful and unsuccessful logon attempts to identify potential lateral movement.
The following Azure Sentinel Hunting queries can identify potential attempts at credential brute force based on unsuccessful attempts: ""VIP account more than 6 failed logons in 10"", ""Multiple Failed Logon on SQL Server in Short time Span"", ""Permutations on logon attempts by UserPrincipalNames indicating potential brute force"", ""Potential IIS brute force"", ""Failed attempt to access Azure Portal"", ""Failed Login Attempt by Expired account"", ""Failed Logon Attempts on SQL Server"", ""Failed Logon on SQL Server from Same IPAddress in Short time Span"", ""Failed service logon attempt by user account with available AuditData"", ""Login attempt by Blocked MFA user"", ""Login spike with increase failure rate"", ""Attempts to sign-in to disabled accounts by IP address"", ""Attempts to sign-in to disabled accounts by account name"", ""Brute Force attack against Azure Portal"", and ""Anomalous Failed Logon""
The following Azure Sentinel Analytics queries can identify potential attempts at credential brute force based on unsuccessful attempts: ""Brute force attack against Azure Portal"", ""Password spray attack against Azure AD application"", ""Successful logon from IP and failure from a different IP"", ""Failed logon attempts in authpriv"", ""Failed AzureAD logons but success logon to host"", ""Excessive Windows logon failures"", ""Failed login attempts to Azure Portal"", ""Failed logon attempts by valid accounts within 10 mins"", ""Brute Force Attack against GitHub Account"", ""Distributed Password cracking attempts in AzureAD"", ""Potential Password Spray Attack"" based on periodic assessment of Azure Active Directory sign-in events and Okta console logins, ""Attempts to sign in to disabled accounts"", ""Sign-ins from IPs that attempt sign-ins to disabled accounts"", ""High count of failed logins by a user"", ""Hi count of failed attempts same client IP"", ""SSH - Potential Brute Force"", and ""SecurityEvent - Multiple authentication failures followed by success"".",T1110.003,Password Spraying,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1110,0
229,"The ""Summary of user logons by logon type"" Azure Sentinel Hunting query compares successful and unsuccessful logon attempts to identify potential lateral movement.
The following Azure Sentinel Hunting queries can identify potential attempts at credential brute force based on unsuccessful attempts: ""VIP account more than 6 failed logons in 10"", ""Multiple Failed Logon on SQL Server in Short time Span"", ""Permutations on logon attempts by UserPrincipalNames indicating potential brute force"", ""Potential IIS brute force"", ""Failed attempt to access Azure Portal"", ""Failed Login Attempt by Expired account"", ""Failed Logon Attempts on SQL Server"", ""Failed Logon on SQL Server from Same IPAddress in Short time Span"", ""Failed service logon attempt by user account with available AuditData"", ""Login attempt by Blocked MFA user"", ""Login spike with increase failure rate"", ""Attempts to sign-in to disabled accounts by IP address"", ""Attempts to sign-in to disabled accounts by account name"", ""Brute Force attack against Azure Portal"", and ""Anomalous Failed Logon""
The following Azure Sentinel Analytics queries can identify potential attempts at credential brute force based on unsuccessful attempts: ""Brute force attack against Azure Portal"", ""Password spray attack against Azure AD application"", ""Successful logon from IP and failure from a different IP"", ""Failed logon attempts in authpriv"", ""Failed AzureAD logons but success logon to host"", ""Excessive Windows logon failures"", ""Failed login attempts to Azure Portal"", ""Failed logon attempts by valid accounts within 10 mins"", ""Brute Force Attack against GitHub Account"", ""Distributed Password cracking attempts in AzureAD"", ""Potential Password Spray Attack"" based on periodic assessment of Azure Active Directory sign-in events and Okta console logins, ""Attempts to sign in to disabled accounts"", ""Sign-ins from IPs that attempt sign-ins to disabled accounts"", ""High count of failed logins by a user"", ""Hi count of failed attempts same client IP"", ""SSH - Potential Brute Force"", and ""SecurityEvent - Multiple authentication failures followed by success"".",T1110.004,Credential Stuffing,[],[],,Azure Sentinel,technique-scores,Detect,Partial,T1110,0
230,"The following capabilities of Azure Sentinel were mapped: Default list of Azure Sentinel Analytics (from the rule template list) Default list of Azure Sentinel Hunting queries
Queries based on 3rd party analytics and/or specific IOC information were omitted from this mapping. Query names are identified in quotes throughout this mapping.
Azure Sentinel Analytics queries are generally periodic, typically on a period of one or more hours.
Azure Sentinel Hunting queries are performed on demand. Note also that a number of the Hunting queries are examples that can be modified for additional use, but scoring was performed on the queries as-written.",T1098,Account Manipulation,"['https://docs.microsoft.com/en-us/azure/sentinel/overview', 'https://docs.microsoft.com/en-us/azure/sentinel/hunting']","['Analytics', 'Threat Hunting']",,Azure Sentinel,technique-scores,Detect,Minimal,,0
231,"The Azure Sentinel Hunting ""First access credential added to Application or Service Principal where no credential was present"" query can identify potentially malicious changes to Service Principal credentials.
The Azure Sentinel Analytics ""Credential added after admin consented to Application"" and ""New access credential added to Application or Service Principal"" queries can identify potentially malicious manipulation of additional cloud credentials.",T1098.001,Additional Cloud Credentials,[],[],,Azure Sentinel,technique-scores,Detect,Minimal,T1098,0
232,"The following capabilities of Azure Sentinel were mapped: Default list of Azure Sentinel Analytics (from the rule template list) Default list of Azure Sentinel Hunting queries
Queries based on 3rd party analytics and/or specific IOC information were omitted from this mapping. Query names are identified in quotes throughout this mapping.
Azure Sentinel Analytics queries are generally periodic, typically on a period of one or more hours.
Azure Sentinel Hunting queries are performed on demand. Note also that a number of the Hunting queries are examples that can be modified for additional use, but scoring was performed on the queries as-written.",T1071,Application Layer Protocol,"['https://docs.microsoft.com/en-us/azure/sentinel/overview', 'https://docs.microsoft.com/en-us/azure/sentinel/hunting']","['Analytics', 'Threat Hunting']",,Azure Sentinel,technique-scores,Detect,Minimal,,0
233,"The following Azure Sentinel Analytics queries can identify potentially malicious use of web protocols: ""Powershell Empire cmdlets seen in command line"" can identify use of Empire, which can perform command and control over protocols like HTTP and HTTPS. ""Request for single resource on domain"" can identify patterns that suggest possible command and control beaconing.  The coverage for these queries is minimal resulting in an overall Minimal score.",T1071.001,Web Protocols,[],[],,Azure Sentinel,technique-scores,Detect,Minimal,T1071,0
