,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
233,,T1203,Exploitation for Client Execution,[],HTTP response smuggling. Child of 'Exploit vuln'.,action.hacking.variety.HTTP response smuggling,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
234,,T1203,Exploitation for Client Execution,[],HTTP response splitting. Child of 'Exploit vuln'.,action.hacking.variety.HTTP response splitting,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
235,,T1203,Exploitation for Client Execution,[],"Client-side or browser attack (e.g., redirection, XSS, MitB)",action.malware.variety.Client-side attack,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
236,,T1203,Exploitation for Client Execution,[],Email via user-executed attachment. Child of 'Email',action.malware.vector.Email attachment,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
237,,T1557.002,Adversary-in-the-Middle: ARP Cache Poisoning,[],Cache poisoning. Child of 'Exploit vuln'.,action.hacking.variety.Cache poisoning,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
238,,T1557.002,Adversary-in-the-Middle: ARP Cache Poisoning,[],Man-in-the-middle attack. Child of 'Exploit vuln'.,action.hacking.variety.MitM,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
239,,T1557.002,Adversary-in-the-Middle: ARP Cache Poisoning,[],Man-in-the-middle attack. Child of 'Exploit vuln'.,action.malware.variety.MitM,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
240,,T1600,Weaken Encryption,[],Cryptanalysis. Child of 'Exploit vuln'.,action.hacking.variety.Cryptanalysis,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
241,,T1600,Weaken Encryption,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
242,,T1562,Impair Defenses,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
243,,T1562,Impair Defenses,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
244,,T1562,Impair Defenses,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
245,,T1562,Impair Defenses,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.malware.variety.Evade Defenses,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
246,,T1562,Impair Defenses,[],Malware which compromises a legitimate file rather than creating new filess,action.malware.variety.Modify data,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
247,,T1562,Impair Defenses,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.social.variety.Evade Defenses,related-to,action.social,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
248,,T1562.001,Disable or Modify Tools,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
249,,T1562.001,Disable or Modify Tools,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
250,,T1562.002,Disable Windows Event Logging,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
251,,T1562.002,Disable Windows Event Logging,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
252,,T1562.003,Impair Command History Logging,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
253,,T1562.003,Impair Command History Logging,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
254,,T1562.004,Disable or Modify System Firewall,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
255,,T1562.004,Disable or Modify System Firewall,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
256,,T1562.007,Disable or Modify Cloud Firewall,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
257,,T1562.007,Disable or Modify Cloud Firewall,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
258,,T1562.008,Disable Cloud Logs,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
259,,T1562.008,Disable Cloud Logs,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
260,,T1489,Service Stop,[],Disable or interfere with security controls,action.hacking.variety.Disable controls,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
261,,T1489,Service Stop,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
262,,T1489,Service Stop,[],Interruption,attribute.availability.variety.Interruption,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
263,,T1498,Network Denial of Service,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
264,,T1498,Network Denial of Service,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
265,,T1498,Network Denial of Service,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
266,,T1498,Network Denial of Service,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
267,,T1498.001,Network Denial of Service: Direct Network Flood,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
268,,T1498.001,Network Denial of Service: Direct Network Flood,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
269,,T1498.001,Network Denial of Service: Direct Network Flood,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
270,,T1498.001,Network Denial of Service: Direct Network Flood,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
271,,T1498.002,Network Denial of Service: Reflection Amplification,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
272,,T1498.002,Network Denial of Service: Reflection Amplification,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
273,,T1498.002,Network Denial of Service: Reflection Amplification,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
274,,T1498.002,Network Denial of Service: Reflection Amplification,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
275,,T1499,Endpoint Denial of Service,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
276,,T1499,Endpoint Denial of Service,[],Soap array abuse. Child of 'Exploit vuln'.,action.hacking.variety.Soap array abuse,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
277,,T1499,Endpoint Denial of Service,[],XML external entities. Child of 'Exploit vuln'.,action.hacking.variety.XML external entities,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
278,,T1499,Endpoint Denial of Service,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
279,,T1499,Endpoint Denial of Service,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
280,,T1499,Endpoint Denial of Service,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
281,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
282,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
283,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
284,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
285,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
286,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
287,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
288,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
289,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
290,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
291,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
292,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
293,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
294,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],DoS attack,action.malware.variety.DoS,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
295,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],Performance degradation,attribute.availability.variety.Degradation,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
296,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],Loss,attribute.availability.variety.Loss,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
297,,T1583.005,Acquire Infrastructure: Botnet,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
298,,T1583.005,Acquire Infrastructure: Botnet,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
299,,T1583.005,Acquire Infrastructure: Botnet,[],"A small program that can be distributed, installed, and controlled en mass.",value_chain.development.variety.Bot,related-to,value_chain.development,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
300,,T1584.005,Compromise Infrastructure: Botnet,[],Denial of service,action.hacking.variety.DoS,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
301,,T1584.005,Compromise Infrastructure: Botnet,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
302,,T1622,Debugger Evasion,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
303,,T1622,Debugger Evasion,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.malware.variety.Evade Defenses,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
304,,T1622,Debugger Evasion,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.social.variety.Evade Defenses,related-to,action.social,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
305,,T1211,Exploitation for Defense Evasion,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
306,,T1211,Exploitation for Defense Evasion,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.malware.variety.Evade Defenses,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
307,,T1211,Exploitation for Defense Evasion,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.social.variety.Evade Defenses,related-to,action.social,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
308,,T1036,Masquerading,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
309,,T1036,Masquerading,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
310,,T1036,Masquerading,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.malware.variety.Evade Defenses,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
311,,T1036,Masquerading,[],Email via user-executed attachment. Child of 'Email',action.malware.vector.Email attachment,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
312,,T1036,Masquerading,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.social.variety.Evade Defenses,related-to,action.social,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
313,,T1014,Rootkit,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
314,,T1014,Rootkit,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.malware.variety.Evade Defenses,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
315,,T1014,Rootkit,[],Rootkit (maintain local privileges and stealth),action.malware.variety.Rootkit,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
316,,T1014,Rootkit,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.social.variety.Evade Defenses,related-to,action.social,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
317,,T1553,Subvert Trust Controls,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
318,,T1553,Subvert Trust Controls,[],Disable or interfere with security controls,action.malware.variety.Disable controls,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
319,,T1553,Subvert Trust Controls,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.malware.variety.Evade Defenses,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
320,,T1553,Subvert Trust Controls,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.social.variety.Evade Defenses,related-to,action.social,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
321,,T1001,Data Obfuscation,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
322,,T1001,Data Obfuscation,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
323,,T1001.001,Data Obfuscation: Junk Data,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
324,,T1001.001,Data Obfuscation: Junk Data,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
325,,T1001.001,Data Obfuscation: Junk Data,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
326,,T1001.001,Data Obfuscation: Junk Data,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
327,,T1001.002,Data Obfuscation: Steganography,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
328,,T1001.002,Data Obfuscation: Steganography,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
329,,T1001.003,Data Obfuscation: Protocol Impersonation,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
330,,T1001.003,Data Obfuscation: Protocol Impersonation,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
331,,T1071,Application Layer Protocol,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
332,,T1071,Application Layer Protocol,[],Network service that is not remote access or a web application.,action.hacking.vector.Other network service,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
333,,T1071,Application Layer Protocol,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
334,,T1071,Application Layer Protocol,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
335,,T1071,Application Layer Protocol,[],Unknown,action.malware.variety.Unknown,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
336,,T1132,Data Encoding,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
337,,T1132,Data Encoding,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
338,,T1132,Data Encoding,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
339,,T1132.001,Data Encoding: Standard Encoding,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
340,,T1132.001,Data Encoding: Standard Encoding,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
341,,T1132.001,Data Encoding: Standard Encoding,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
342,,T1132.002,Data Encoding: Non-Standard Encoding,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
343,,T1132.002,Data Encoding: Non-Standard Encoding,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
344,,T1132.002,Data Encoding: Non-Standard Encoding,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
345,,T1568,Dynamic Resolution,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
346,,T1568,Dynamic Resolution,[],Network service that is not remote access or a web application.,action.hacking.vector.Other network service,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
347,,T1568,Dynamic Resolution,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
348,,T1568,Dynamic Resolution,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
349,,T1568,Dynamic Resolution,[],Downloaded and installed by local malware,action.malware.vector.Download by malware,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
350,,T1568.001,Dynamic Resolution: Fast Flux DSN,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
351,,T1568.001,Dynamic Resolution: Fast Flux DSN,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
352,,T1568.001,Dynamic Resolution: Fast Flux DSN,[],Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,action.malware.variety.C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
353,,T1568.002,Dynamic Resolution: Domain Generation Algorithms,[],"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",action.hacking.variety.Evade Defenses,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
