,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata-key
1096,,T1037.002,Logon Script (Mac),[],[],,CA-7,mitigates,6
1097,,T1037.003,Network Logon Script,[],[],,CA-7,mitigates,6
1098,,T1037.004,Rc.common,[],[],,CA-7,mitigates,6
1099,,T1037.005,Startup Items,[],[],,CA-7,mitigates,6
1100,,T1041,Exfiltration Over C2 Channel,[],[],,CA-7,mitigates,6
1101,,T1046,Network Service Scanning,[],[],,CA-7,mitigates,6
1102,,T1048,Exfiltration Over Alternative Protocol,[],[],,CA-7,mitigates,6
1103,,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,CA-7,mitigates,6
1104,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,CA-7,mitigates,6
1105,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,CA-7,mitigates,6
1106,,T1053.006,Systemd Timers,[],[],,CA-7,mitigates,6
1107,,T1055.009,Proc Memory,[],[],,CA-7,mitigates,6
1108,,T1056.002,GUI Input Capture,[],[],,CA-7,mitigates,6
1109,,T1068,Exploitation for Privilege Escalation,[],[],,CA-7,mitigates,6
1110,,T1070,Indicator Removal on Host,[],[],,CA-7,mitigates,6
1111,,T1070.001,Clear Windows Event Logs,[],[],,CA-7,mitigates,6
1112,,T1070.002,Clear Linux or Mac System Logs,[],[],,CA-7,mitigates,6
1113,,T1070.003,Clear Command History,[],[],,CA-7,mitigates,6
1114,,T1071,Application Layer Protocol,[],[],,CA-7,mitigates,6
1115,,T1071.001,Web Protocols,[],[],,CA-7,mitigates,6
1116,,T1071.002,File Transfer Protocols,[],[],,CA-7,mitigates,6
1117,,T1071.003,Mail Protocols,[],[],,CA-7,mitigates,6
1118,,T1071.004,DNS,[],[],,CA-7,mitigates,6
1119,,T1072,Software Deployment Tools,[],[],,CA-7,mitigates,6
1120,,T1078,Valid Accounts,[],[],,CA-7,mitigates,6
1121,,T1078.001,Default Accounts,[],[],,CA-7,mitigates,6
1122,,T1078.003,Local Accounts,[],[],,CA-7,mitigates,6
1123,,T1078.004,Cloud Accounts,[],[],,CA-7,mitigates,6
1124,,T1080,Taint Shared Content,[],[],,CA-7,mitigates,6
1125,,T1090,Proxy,[],[],,CA-7,mitigates,6
1126,,T1090.001,Internal Proxy,[],[],,CA-7,mitigates,6
1127,,T1090.002,External Proxy,[],[],,CA-7,mitigates,6
1128,,T1090.003,Multi-hop Proxy,[],[],,CA-7,mitigates,6
1129,,T1095,Non-Application Layer Protocol,[],[],,CA-7,mitigates,6
1130,,T1102,Web Service,[],[],,CA-7,mitigates,6
1131,,T1102.001,Dead Drop Resolver,[],[],,CA-7,mitigates,6
1132,,T1102.002,Bidirectional Communication,[],[],,CA-7,mitigates,6
1133,,T1102.003,One-Way Communication,[],[],,CA-7,mitigates,6
1134,,T1104,Multi-Stage Channels,[],[],,CA-7,mitigates,6
1135,,T1105,Ingress Tool Transfer,[],[],,CA-7,mitigates,6
1136,,T1110,Brute Force,[],[],,CA-7,mitigates,6
1137,,T1110.001,Password Guessing,[],[],,CA-7,mitigates,6
1138,,T1110.002,Password Cracking,[],[],,CA-7,mitigates,6
1139,,T1110.003,Password Spraying,[],[],,CA-7,mitigates,6
1140,,T1110.004,Credential Stuffing,[],[],,CA-7,mitigates,6
1141,,T1111,Two-Factor Authentication Interception,[],[],,CA-7,mitigates,6
1142,,T1132,Data Encoding,[],[],,CA-7,mitigates,6
1143,,T1132.001,Standard Encoding,[],[],,CA-7,mitigates,6
1144,,T1132.002,Non-Standard Encoding,[],[],,CA-7,mitigates,6
1145,,T1176,Browser Extensions,[],[],,CA-7,mitigates,6
1146,,T1185,Man in the Browser,[],[],,CA-7,mitigates,6
1147,,T1187,Forced Authentication,[],[],,CA-7,mitigates,6
1148,,T1189,Drive-by Compromise,[],[],,CA-7,mitigates,6
1149,,T1190,Exploit Public-Facing Application,[],[],,CA-7,mitigates,6
1150,,T1195,Supply Chain Compromise,[],[],,CA-7,mitigates,6
1151,,T1195.001,Compromise Software Dependencies and Development Tools,[],[],,CA-7,mitigates,6
1152,,T1195.002,Compromise Software Supply Chain,[],[],,CA-7,mitigates,6
1153,,T1197,BITS Jobs,[],[],,CA-7,mitigates,6
1154,,T1201,Password Policy Discovery,[],[],,CA-7,mitigates,6
1155,,T1203,Exploitation for Client Execution,[],[],,CA-7,mitigates,6
1156,,T1204,User Execution,[],[],,CA-7,mitigates,6
1157,,T1204.001,Malicious Link,[],[],,CA-7,mitigates,6
1158,,T1204.002,Malicious File,[],[],,CA-7,mitigates,6
1159,,T1205,Traffic Signaling,[],[],,CA-7,mitigates,6
1160,,T1205.001,Port Knocking,[],[],,CA-7,mitigates,6
1161,,T1210,Exploitation of Remote Services,[],[],,CA-7,mitigates,6
1162,,T1211,Exploitation for Defense Evasion,[],[],,CA-7,mitigates,6
1163,,T1212,Exploitation for Credential Access,[],[],,CA-7,mitigates,6
1164,,T1213,Data from Information Repositories,[],[],,CA-7,mitigates,6
1165,,T1213.001,Confluence,[],[],,CA-7,mitigates,6
1166,,T1213.002,Sharepoint,[],[],,CA-7,mitigates,6
1167,,T1218,Signed Binary Proxy Execution,[],[],,CA-7,mitigates,6
1168,,T1218.002,Control Panel,[],[],,CA-7,mitigates,6
1169,,T1218.010,Regsvr32,[],[],,CA-7,mitigates,6
1170,,T1218.011,Rundll32,[],[],,CA-7,mitigates,6
1171,,T1218.012,Verclsid,[],[],,CA-7,mitigates,6
1172,,T1219,Remote Access Software,[],[],,CA-7,mitigates,6
1173,,T1221,Template Injection,[],[],,CA-7,mitigates,6
1174,,T1222,File and Directory Permissions Modification,[],[],,CA-7,mitigates,6
1175,,T1222.001,Windows File and Directory Permissions Modification,[],[],,CA-7,mitigates,6
1176,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,CA-7,mitigates,6
1177,,T1489,Service Stop,[],[],,CA-7,mitigates,6
1178,,T1498,Network Denial of Service,[],[],,CA-7,mitigates,6
1179,,T1498.001,Direct Network Flood,[],[],,CA-7,mitigates,6
1180,,T1498.002,Reflection Amplification,[],[],,CA-7,mitigates,6
1181,,T1499,Endpoint Denial of Service,[],[],,CA-7,mitigates,6
1182,,T1499.001,OS Exhaustion Flood,[],[],,CA-7,mitigates,6
1183,,T1499.002,Service Exhaustion Flood,[],[],,CA-7,mitigates,6
1184,,T1499.003,Application Exhaustion Flood,[],[],,CA-7,mitigates,6
1185,,T1499.004,Application or System Exploitation,[],[],,CA-7,mitigates,6
1186,,T1528,Steal Application Access Token,[],[],,CA-7,mitigates,6
1187,,T1530,Data from Cloud Storage Object,[],[],,CA-7,mitigates,6
1188,,T1537,Transfer Data to Cloud Account,[],[],,CA-7,mitigates,6
1189,,T1539,Steal Web Session Cookie,[],[],,CA-7,mitigates,6
1190,,T1542.004,ROMMONkit,[],[],,CA-7,mitigates,6
1191,,T1542.005,TFTP Boot,[],[],,CA-7,mitigates,6
1192,,T1543,Create or Modify System Process,[],[],,CA-7,mitigates,6
1193,,T1543.002,Systemd Service,[],[],,CA-7,mitigates,6
1194,,T1546.004,.bash_profile and .bashrc,[],[],,CA-7,mitigates,6
1195,,T1546.013,PowerShell Profile,[],[],,CA-7,mitigates,6
1196,,T1547.003,Time Providers,[],[],,CA-7,mitigates,6
1197,,T1547.011,Plist Modification,[],[],,CA-7,mitigates,6
1198,,T1548,Abuse Elevation Control Mechanism,[],[],,CA-7,mitigates,6
1199,,T1548.003,Sudo and Sudo Caching,[],[],,CA-7,mitigates,6
1200,,T1550.003,Pass the Ticket,[],[],,CA-7,mitigates,6
1201,,T1552,Unsecured Credentials,[],[],,CA-7,mitigates,6
1202,,T1552.001,Credentials In Files,[],[],,CA-7,mitigates,6
1203,,T1552.002,Credentials in Registry,[],[],,CA-7,mitigates,6
1204,,T1552.004,Private Keys,[],[],,CA-7,mitigates,6
1205,,T1552.005,Cloud Instance Metadata API,[],[],,CA-7,mitigates,6
1206,,T1553.003,SIP and Trust Provider Hijacking,[],[],,CA-7,mitigates,6
1207,,T1555,Credentials from Password Stores,[],[],,CA-7,mitigates,6
1208,,T1555.001,Keychain,[],[],,CA-7,mitigates,6
1209,,T1555.002,Securityd Memory,[],[],,CA-7,mitigates,6
1210,,T1556,Modify Authentication Process,[],[],,CA-7,mitigates,6
1211,,T1556.001,Domain Controller Authentication,[],[],,CA-7,mitigates,6
1212,,T1557,Man-in-the-Middle,[],[],,CA-7,mitigates,6
1213,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],[],,CA-7,mitigates,6
1214,,T1557.002,ARP Cache Poisoning,[],[],,CA-7,mitigates,6
1215,,T1558,Steal or Forge Kerberos Tickets,[],[],,CA-7,mitigates,6
1216,,T1558.002,Silver Ticket,[],[],,CA-7,mitigates,6
1217,,T1558.003,Kerberoasting,[],[],,CA-7,mitigates,6
1218,,T1558.004,AS-REP Roasting,[],[],,CA-7,mitigates,6
1219,,T1562,Impair Defenses,[],[],,CA-7,mitigates,6
1220,,T1562.001,Disable or Modify Tools,[],[],,CA-7,mitigates,6
1221,,T1562.002,Disable Windows Event Logging,[],[],,CA-7,mitigates,6
1222,,T1562.004,Disable or Modify System Firewall,[],[],,CA-7,mitigates,6
1223,,T1562.006,Indicator Blocking,[],[],,CA-7,mitigates,6
1224,,T1563.001,SSH Hijacking,[],[],,CA-7,mitigates,6
1225,,T1564.004,NTFS File Attributes,[],[],,CA-7,mitigates,6
1226,,T1565,Data Manipulation,[],[],,CA-7,mitigates,6
1227,,T1565.001,Stored Data Manipulation,[],[],,CA-7,mitigates,6
1228,,T1565.003,Runtime Data Manipulation,[],[],,CA-7,mitigates,6
1229,,T1566,Phishing,[],[],,CA-7,mitigates,6
1230,,T1566.001,Spearphishing Attachment,[],[],,CA-7,mitigates,6
1231,,T1566.002,Spearphishing Link,[],[],,CA-7,mitigates,6
1232,,T1566.003,Spearphishing via Service,[],[],,CA-7,mitigates,6
1233,,T1568,Dynamic Resolution,[],[],,CA-7,mitigates,6
1234,,T1568.002,Domain Generation Algorithms,[],[],,CA-7,mitigates,6
1235,,T1569,System Services,[],[],,CA-7,mitigates,6
1236,,T1569.002,Service Execution,[],[],,CA-7,mitigates,6
1237,,T1570,Lateral Tool Transfer,[],[],,CA-7,mitigates,6
1238,,T1571,Non-Standard Port,[],[],,CA-7,mitigates,6
1239,,T1572,Protocol Tunneling,[],[],,CA-7,mitigates,6
1240,,T1573,Encrypted Channel,[],[],,CA-7,mitigates,6
1241,,T1573.001,Symmetric Cryptography,[],[],,CA-7,mitigates,6
1242,,T1573.002,Asymmetric Cryptography,[],[],,CA-7,mitigates,6
1243,,T1574,Hijack Execution Flow,[],[],,CA-7,mitigates,6
1244,,T1574.002,DLL Side-Loading,[],[],,CA-7,mitigates,6
1245,,T1574.004,Dylib Hijacking,[],[],,CA-7,mitigates,6
1246,,T1574.007,Path Interception by PATH Environment Variable,[],[],,CA-7,mitigates,6
1247,,T1574.008,Path Interception by Search Order Hijacking,[],[],,CA-7,mitigates,6
1248,,T1574.009,Path Interception by Unquoted Path,[],[],,CA-7,mitigates,6
1249,,T1598,Phishing for Information,[],[],,CA-7,mitigates,6
1250,,T1598.001,Spearphishing Service,[],[],,CA-7,mitigates,6
1251,,T1598.002,Spearphishing Attachment,[],[],,CA-7,mitigates,6
1252,,T1598.003,Spearphishing Link,[],[],,CA-7,mitigates,6
1253,,T1599,Network Boundary Bridging,[],[],,CA-7,mitigates,6
1254,,T1599.001,Network Address Translation Traversal,[],[],,CA-7,mitigates,6
1255,,T1602,Data from Configuration Repository,[],[],,CA-7,mitigates,6
1256,,T1602.001,SNMP (MIB Dump),[],[],,CA-7,mitigates,6
1257,,T1602.002,Network Device Configuration Dump,[],[],,CA-7,mitigates,6
1258,,T1021.001,Remote Desktop Protocol,[],[],,CA-8,mitigates,6
1259,,T1021.005,VNC,[],[],,CA-8,mitigates,6
1260,,T1053,Scheduled Task/Job,[],[],,CA-8,mitigates,6
1261,,T1053.001,At (Linux),[],[],,CA-8,mitigates,6
1262,,T1053.002,At (Windows),[],[],,CA-8,mitigates,6
1263,,T1053.003,Cron,[],[],,CA-8,mitigates,6
1264,,T1053.004,Launchd,[],[],,CA-8,mitigates,6
1265,,T1053.005,Scheduled Task,[],[],,CA-8,mitigates,6
1266,,T1059,Command and Scripting Interpreter,[],[],,CA-8,mitigates,6
1267,,T1068,Exploitation for Privilege Escalation,[],[],,CA-8,mitigates,6
1268,,T1078,Valid Accounts,[],[],,CA-8,mitigates,6
1269,,T1176,Browser Extensions,[],[],,CA-8,mitigates,6
1270,,T1195.003,Compromise Hardware Supply Chain,[],[],,CA-8,mitigates,6
1271,,T1210,Exploitation of Remote Services,[],[],,CA-8,mitigates,6
1272,,T1211,Exploitation for Defense Evasion,[],[],,CA-8,mitigates,6
1273,,T1212,Exploitation for Credential Access,[],[],,CA-8,mitigates,6
1274,,T1213,Data from Information Repositories,[],[],,CA-8,mitigates,6
1275,,T1213.001,Confluence,[],[],,CA-8,mitigates,6
1276,,T1213.002,Sharepoint,[],[],,CA-8,mitigates,6
1277,,T1482,Domain Trust Discovery,[],[],,CA-8,mitigates,6
1278,,T1484,Domain Policy Modification,[],[],,CA-8,mitigates,6
1279,,T1495,Firmware Corruption,[],[],,CA-8,mitigates,6
1280,,T1505,Server Software Component,[],[],,CA-8,mitigates,6
1281,,T1505.001,SQL Stored Procedures,[],[],,CA-8,mitigates,6
1282,,T1505.002,Transport Agent,[],[],,CA-8,mitigates,6
1283,,T1525,Implant Container Image,[],[],,CA-8,mitigates,6
1284,,T1528,Steal Application Access Token,[],[],,CA-8,mitigates,6
1285,,T1530,Data from Cloud Storage Object,[],[],,CA-8,mitigates,6
1286,,T1542,Pre-OS Boot,[],[],,CA-8,mitigates,6
1287,,T1542.001,System Firmware,[],[],,CA-8,mitigates,6
1288,,T1542.003,Bootkit,[],[],,CA-8,mitigates,6
1289,,T1542.004,ROMMONkit,[],[],,CA-8,mitigates,6
1290,,T1542.005,TFTP Boot,[],[],,CA-8,mitigates,6
1291,,T1543,Create or Modify System Process,[],[],,CA-8,mitigates,6
1292,,T1543.003,Windows Service,[],[],,CA-8,mitigates,6
1293,,T1548,Abuse Elevation Control Mechanism,[],[],,CA-8,mitigates,6
1294,,T1548.002,Bypass User Account Control,[],[],,CA-8,mitigates,6
1295,,T1550,Use Alternate Authentication Material,[],[],,CA-8,mitigates,6
1296,,T1552,Unsecured Credentials,[],[],,CA-8,mitigates,6
1297,,T1552.001,Credentials In Files,[],[],,CA-8,mitigates,6
1298,,T1552.002,Credentials in Registry,[],[],,CA-8,mitigates,6
1299,,T1552.004,Private Keys,[],[],,CA-8,mitigates,6
1300,,T1552.006,Group Policy Preferences,[],[],,CA-8,mitigates,6
1301,,T1554,Compromise Client Software Binary,[],[],,CA-8,mitigates,6
1302,,T1558.004,AS-REP Roasting,[],[],,CA-8,mitigates,6
1303,,T1560,Archive Collected Data,[],[],,CA-8,mitigates,6
1304,,T1560.001,Archive via Utility,[],[],,CA-8,mitigates,6
1305,,T1562,Impair Defenses,[],[],,CA-8,mitigates,6
1306,,T1563,Remote Service Session Hijacking,[],[],,CA-8,mitigates,6
1307,,T1574,Hijack Execution Flow,[],[],,CA-8,mitigates,6
1308,,T1574.001,DLL Search Order Hijacking,[],[],,CA-8,mitigates,6
1309,,T1574.002,DLL Side-Loading,[],[],,CA-8,mitigates,6
1310,,T1574.005,Executable Installer File Permissions Weakness,[],[],,CA-8,mitigates,6
1311,,T1574.007,Path Interception by PATH Environment Variable,[],[],,CA-8,mitigates,6
1312,,T1574.008,Path Interception by Search Order Hijacking,[],[],,CA-8,mitigates,6
1313,,T1574.009,Path Interception by Unquoted Path,[],[],,CA-8,mitigates,6
1314,,T1574.010,Services File Permissions Weakness,[],[],,CA-8,mitigates,6
1315,,T1578,Modify Cloud Compute Infrastructure,[],[],,CA-8,mitigates,6
1316,,T1578.001,Create Snapshot,[],[],,CA-8,mitigates,6
1317,,T1578.002,Create Cloud Instance,[],[],,CA-8,mitigates,6
1318,,T1578.003,Delete Cloud Instance,[],[],,CA-8,mitigates,6
1319,,T1601,Modify System Image,[],[],,CA-8,mitigates,6
1320,,T1601.001,Patch System Image,[],[],,CA-8,mitigates,6
1321,,T1601.002,Downgrade System Image,[],[],,CA-8,mitigates,6
1322,,T1546.008,Accessibility Features,[],[],,CM-10,mitigates,6
1323,,T1546.013,PowerShell Profile,[],[],,CM-10,mitigates,6
1324,,T1550.001,Application Access Token,[],[],,CM-10,mitigates,6
1325,,T1553,Subvert Trust Controls,[],[],,CM-10,mitigates,6
1326,,T1553.004,Install Root Certificate,[],[],,CM-10,mitigates,6
1327,,T1559,Inter-Process Communication,[],[],,CM-10,mitigates,6
1328,,T1559.002,Dynamic Data Exchange,[],[],,CM-10,mitigates,6
1329,,T1021.005,VNC,[],[],,CM-11,mitigates,6
1330,,T1059,Command and Scripting Interpreter,[],[],,CM-11,mitigates,6
1331,,T1059.006,Python,[],[],,CM-11,mitigates,6
1332,,T1176,Browser Extensions,[],[],,CM-11,mitigates,6
1333,,T1195,Supply Chain Compromise,[],[],,CM-11,mitigates,6
1334,,T1195.001,Compromise Software Dependencies and Development Tools,[],[],,CM-11,mitigates,6
1335,,T1195.002,Compromise Software Supply Chain,[],[],,CM-11,mitigates,6
1336,,T1505,Server Software Component,[],[],,CM-11,mitigates,6
1337,,T1505.001,SQL Stored Procedures,[],[],,CM-11,mitigates,6
1338,,T1505.002,Transport Agent,[],[],,CM-11,mitigates,6
1339,,T1543,Create or Modify System Process,[],[],,CM-11,mitigates,6
1340,,T1543.001,Launch Agent,[],[],,CM-11,mitigates,6
1341,,T1543.002,Systemd Service,[],[],,CM-11,mitigates,6
1342,,T1543.003,Windows Service,[],[],,CM-11,mitigates,6
1343,,T1543.004,Launch Daemon,[],[],,CM-11,mitigates,6
1344,,T1550.001,Application Access Token,[],[],,CM-11,mitigates,6
1345,,T1569,System Services,[],[],,CM-11,mitigates,6
1346,,T1569.001,Launchctl,[],[],,CM-11,mitigates,6
1347,,T1001,Data Obfuscation,[],[],,CM-2,mitigates,6
1348,,T1001.001,Junk Data,[],[],,CM-2,mitigates,6
1349,,T1001.002,Steganography,[],[],,CM-2,mitigates,6
1350,,T1001.003,Protocol Impersonation,[],[],,CM-2,mitigates,6
1351,,T1003,OS Credential Dumping,[],[],,CM-2,mitigates,6
1352,,T1003.001,LSASS Memory,[],[],,CM-2,mitigates,6
1353,,T1003.002,Security Account Manager,[],[],,CM-2,mitigates,6
1354,,T1003.003,NTDS,[],[],,CM-2,mitigates,6
1355,,T1003.004,LSA Secrets,[],[],,CM-2,mitigates,6
1356,,T1003.005,Cached Domain Credentials,[],[],,CM-2,mitigates,6
1357,,T1003.006,DCSync,[],[],,CM-2,mitigates,6
1358,,T1003.007,Proc Filesystem,[],[],,CM-2,mitigates,6
1359,,T1003.008,/etc/passwd and /etc/shadow,[],[],,CM-2,mitigates,6
1360,,T1008,Fallback Channels,[],[],,CM-2,mitigates,6
1361,,T1011.001,Exfiltration Over Bluetooth,[],[],,CM-2,mitigates,6
1362,,T1020.001,Traffic Duplication,[],[],,CM-2,mitigates,6
1363,,T1021.001,Remote Desktop Protocol,[],[],,CM-2,mitigates,6
1364,,T1021.002,SMB/Windows Admin Shares,[],[],,CM-2,mitigates,6
1365,,T1021.003,Distributed Component Object Model,[],[],,CM-2,mitigates,6
1366,,T1021.004,SSH,[],[],,CM-2,mitigates,6
1367,,T1021.005,VNC,[],[],,CM-2,mitigates,6
1368,,T1021.006,Windows Remote Management,[],[],,CM-2,mitigates,6
1369,,T1029,Scheduled Transfer,[],[],,CM-2,mitigates,6
1370,,T1030,Data Transfer Size Limits,[],[],,CM-2,mitigates,6
1371,,T1036,Masquerading,[],[],,CM-2,mitigates,6
1372,,T1036.001,Invalid Code Signature,[],[],,CM-2,mitigates,6
1373,,T1036.003,Rename System Utilities,[],[],,CM-2,mitigates,6
1374,,T1036.005,Match Legitimate Name or Location,[],[],,CM-2,mitigates,6
1375,,T1037,Boot or Logon Initialization Scripts,[],[],,CM-2,mitigates,6
1376,,T1037.002,Logon Script (Mac),[],[],,CM-2,mitigates,6
1377,,T1037.003,Network Logon Script,[],[],,CM-2,mitigates,6
1378,,T1037.004,Rc.common,[],[],,CM-2,mitigates,6
1379,,T1037.005,Startup Items,[],[],,CM-2,mitigates,6
1380,,T1046,Network Service Scanning,[],[],,CM-2,mitigates,6
1381,,T1048,Exfiltration Over Alternative Protocol,[],[],,CM-2,mitigates,6
1382,,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,CM-2,mitigates,6
1383,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,CM-2,mitigates,6
1384,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,CM-2,mitigates,6
1385,,T1052,Exfiltration Over Physical Medium,[],[],,CM-2,mitigates,6
1386,,T1052.001,Exfiltration over USB,[],[],,CM-2,mitigates,6
1387,,T1053,Scheduled Task/Job,[],[],,CM-2,mitigates,6
1388,,T1053.002,At (Windows),[],[],,CM-2,mitigates,6
1389,,T1053.005,Scheduled Task,[],[],,CM-2,mitigates,6
1390,,T1059,Command and Scripting Interpreter,[],[],,CM-2,mitigates,6
1391,,T1059.001,PowerShell,[],[],,CM-2,mitigates,6
1392,,T1059.002,AppleScript,[],[],,CM-2,mitigates,6
1393,,T1059.005,Visual Basic,[],[],,CM-2,mitigates,6
1394,,T1059.007,JavaScript/JScript,[],[],,CM-2,mitigates,6
1395,,T1068,Exploitation for Privilege Escalation,[],[],,CM-2,mitigates,6
1396,,T1070,Indicator Removal on Host,[],[],,CM-2,mitigates,6
1397,,T1070.001,Clear Windows Event Logs,[],[],,CM-2,mitigates,6
1398,,T1070.002,Clear Linux or Mac System Logs,[],[],,CM-2,mitigates,6
1399,,T1070.003,Clear Command History,[],[],,CM-2,mitigates,6
1400,,T1071,Application Layer Protocol,[],[],,CM-2,mitigates,6
1401,,T1071.001,Web Protocols,[],[],,CM-2,mitigates,6
1402,,T1071.002,File Transfer Protocols,[],[],,CM-2,mitigates,6
1403,,T1071.003,Mail Protocols,[],[],,CM-2,mitigates,6
1404,,T1071.004,DNS,[],[],,CM-2,mitigates,6
1405,,T1072,Software Deployment Tools,[],[],,CM-2,mitigates,6
1406,,T1080,Taint Shared Content,[],[],,CM-2,mitigates,6
1407,,T1090,Proxy,[],[],,CM-2,mitigates,6
1408,,T1090.001,Internal Proxy,[],[],,CM-2,mitigates,6
1409,,T1090.002,External Proxy,[],[],,CM-2,mitigates,6
1410,,T1091,Replication Through Removable Media,[],[],,CM-2,mitigates,6
1411,,T1092,Communication Through Removable Media,[],[],,CM-2,mitigates,6
1412,,T1095,Non-Application Layer Protocol,[],[],,CM-2,mitigates,6
1413,,T1098.004,SSH Authorized Keys,[],[],,CM-2,mitigates,6
1414,,T1102,Web Service,[],[],,CM-2,mitigates,6
1415,,T1102.001,Dead Drop Resolver,[],[],,CM-2,mitigates,6
1416,,T1102.002,Bidirectional Communication,[],[],,CM-2,mitigates,6
1417,,T1102.003,One-Way Communication,[],[],,CM-2,mitigates,6
1418,,T1104,Multi-Stage Channels,[],[],,CM-2,mitigates,6
1419,,T1105,Ingress Tool Transfer,[],[],,CM-2,mitigates,6
1420,,T1110,Brute Force,[],[],,CM-2,mitigates,6
1421,,T1110.001,Password Guessing,[],[],,CM-2,mitigates,6
1422,,T1110.002,Password Cracking,[],[],,CM-2,mitigates,6
1423,,T1110.003,Password Spraying,[],[],,CM-2,mitigates,6
1424,,T1110.004,Credential Stuffing,[],[],,CM-2,mitigates,6
1425,,T1111,Two-Factor Authentication Interception,[],[],,CM-2,mitigates,6
1426,,T1114,Email Collection,[],[],,CM-2,mitigates,6
1427,,T1114.002,Remote Email Collection,[],[],,CM-2,mitigates,6
1428,,T1119,Automated Collection,[],[],,CM-2,mitigates,6
1429,,T1127,Trusted Developer Utilities Proxy Execution,[],[],,CM-2,mitigates,6
1430,,T1127.001,MSBuild,[],[],,CM-2,mitigates,6
1431,,T1129,Shared Modules,[],[],,CM-2,mitigates,6
1432,,T1132,Data Encoding,[],[],,CM-2,mitigates,6
1433,,T1132.001,Standard Encoding,[],[],,CM-2,mitigates,6
1434,,T1132.002,Non-Standard Encoding,[],[],,CM-2,mitigates,6
1435,,T1133,External Remote Services,[],[],,CM-2,mitigates,6
1436,,T1134.005,SID-History Injection,[],[],,CM-2,mitigates,6
1437,,T1137,Office Application Startup,[],[],,CM-2,mitigates,6
1438,,T1137.001,Office Template Macros,[],[],,CM-2,mitigates,6
1439,,T1137.002,Office Test,[],[],,CM-2,mitigates,6
1440,,T1176,Browser Extensions,[],[],,CM-2,mitigates,6
1441,,T1185,Man in the Browser,[],[],,CM-2,mitigates,6
1442,,T1187,Forced Authentication,[],[],,CM-2,mitigates,6
1443,,T1189,Drive-by Compromise,[],[],,CM-2,mitigates,6
1444,,T1201,Password Policy Discovery,[],[],,CM-2,mitigates,6
1445,,T1204,User Execution,[],[],,CM-2,mitigates,6
1446,,T1204.001,Malicious Link,[],[],,CM-2,mitigates,6
1447,,T1204.002,Malicious File,[],[],,CM-2,mitigates,6
1448,,T1210,Exploitation of Remote Services,[],[],,CM-2,mitigates,6
1449,,T1211,Exploitation for Defense Evasion,[],[],,CM-2,mitigates,6
1450,,T1212,Exploitation for Credential Access,[],[],,CM-2,mitigates,6
1451,,T1213,Data from Information Repositories,[],[],,CM-2,mitigates,6
1452,,T1213.001,Confluence,[],[],,CM-2,mitigates,6
1453,,T1213.002,Sharepoint,[],[],,CM-2,mitigates,6
1454,,T1216,Signed Script Proxy Execution,[],[],,CM-2,mitigates,6
1455,,T1216.001,PubPrn,[],[],,CM-2,mitigates,6
1456,,T1218,Signed Binary Proxy Execution,[],[],,CM-2,mitigates,6
1457,,T1218.001,Compiled HTML File,[],[],,CM-2,mitigates,6
1458,,T1218.002,Control Panel,[],[],,CM-2,mitigates,6
1459,,T1218.003,CMSTP,[],[],,CM-2,mitigates,6
1460,,T1218.004,InstallUtil,[],[],,CM-2,mitigates,6
1461,,T1218.005,Mshta,[],[],,CM-2,mitigates,6
1462,,T1218.008,Odbcconf,[],[],,CM-2,mitigates,6
1463,,T1218.009,Regsvcs/Regasm,[],[],,CM-2,mitigates,6
1464,,T1218.012,Verclsid,[],[],,CM-2,mitigates,6
1465,,T1219,Remote Access Software,[],[],,CM-2,mitigates,6
1466,,T1220,XSL Script Processing,[],[],,CM-2,mitigates,6
1467,,T1221,Template Injection,[],[],,CM-2,mitigates,6
1468,,T1484,Domain Policy Modification,[],[],,CM-2,mitigates,6
1469,,T1485,Data Destruction,[],[],,CM-2,mitigates,6
1470,,T1486,Data Encrypted for Impact,[],[],,CM-2,mitigates,6
1471,,T1490,Inhibit System Recovery,[],[],,CM-2,mitigates,6
1472,,T1491,Defacement,[],[],,CM-2,mitigates,6
1473,,T1491.001,Internal Defacement,[],[],,CM-2,mitigates,6
1474,,T1491.002,External Defacement,[],[],,CM-2,mitigates,6
1475,,T1505,Server Software Component,[],[],,CM-2,mitigates,6
1476,,T1505.001,SQL Stored Procedures,[],[],,CM-2,mitigates,6
1477,,T1505.002,Transport Agent,[],[],,CM-2,mitigates,6
1478,,T1525,Implant Container Image,[],[],,CM-2,mitigates,6
1479,,T1528,Steal Application Access Token,[],[],,CM-2,mitigates,6
1480,,T1530,Data from Cloud Storage Object,[],[],,CM-2,mitigates,6
1481,,T1539,Steal Web Session Cookie,[],[],,CM-2,mitigates,6
1482,,T1542.004,ROMMONkit,[],[],,CM-2,mitigates,6
