,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
370,,T1021.003,Distributed Component Object Model,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
371,,T1021.004,SSH,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
372,,T1021.005,VNC,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
373,,T1021.006,Windows Remote Management,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
374,,T1036,Masquerading,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
375,,T1036.003,Rename System Utilities,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
376,,T1036.005,Match Legitimate Name or Location,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
377,,T1037,Boot or Logon Initialization Scripts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
378,,T1037.002,Logon Script (Mac),[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
379,,T1037.003,Network Logon Script,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
380,,T1037.004,Rc.common,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
381,,T1037.005,Startup Items,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
382,,T1047,Windows Management Instrumentation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
383,,T1048,Exfiltration Over Alternative Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
384,,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
385,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
386,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
387,,T1052,Exfiltration Over Physical Medium,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
388,,T1052.001,Exfiltration over USB,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
389,,T1053,Scheduled Task/Job,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
390,,T1053.001,At (Linux),[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
391,,T1053.002,At (Windows),[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
392,,T1053.003,Cron,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
393,,T1053.004,Launchd,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
394,,T1053.005,Scheduled Task,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
395,,T1053.006,Systemd Timers,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
396,,T1055,Process Injection,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
397,,T1055.008,Ptrace System Calls,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
398,,T1055.009,Proc Memory,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
399,,T1056.003,Web Portal Capture,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
400,,T1059,Command and Scripting Interpreter,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
401,,T1059.001,PowerShell,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
402,,T1059.008,Network Device CLI,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
403,,T1070,Indicator Removal on Host,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
404,,T1070.001,Clear Windows Event Logs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
405,,T1070.002,Clear Linux or Mac System Logs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
406,,T1070.003,Clear Command History,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
407,,T1071.004,DNS,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
408,,T1072,Software Deployment Tools,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
409,,T1078,Valid Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
410,,T1078.002,Domain Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
411,,T1078.003,Local Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
412,,T1078.004,Cloud Accounts,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
413,,T1080,Taint Shared Content,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
414,,T1087.004,Cloud Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
415,,T1090,Proxy,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
416,,T1090.003,Multi-hop Proxy,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
417,,T1091,Replication Through Removable Media,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
418,,T1095,Non-Application Layer Protocol,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
419,,T1098,Account Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
420,,T1098.001,Additional Cloud Credentials,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
421,,T1098.002,Exchange Email Delegate Permissions,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
422,,T1098.003,Add Office 365 Global Administrator Role,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
423,,T1098.004,SSH Authorized Keys,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
424,,T1110,Brute Force,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
425,,T1110.001,Password Guessing,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
426,,T1110.002,Password Cracking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
427,,T1110.003,Password Spraying,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
428,,T1110.004,Credential Stuffing,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
429,,T1114,Email Collection,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
430,,T1114.002,Remote Email Collection,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
431,,T1133,External Remote Services,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
432,,T1134,Access Token Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
433,,T1134.001,Token Impersonation/Theft,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
434,,T1134.002,Create Process with Token,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
435,,T1134.003,Make and Impersonate Token,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
436,,T1134.005,SID-History Injection,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
437,,T1136,Create Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
438,,T1136.001,Local Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
439,,T1136.002,Domain Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
440,,T1136.003,Cloud Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
441,,T1185,Man in the Browser,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
442,,T1187,Forced Authentication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
443,,T1190,Exploit Public-Facing Application,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
444,,T1197,BITS Jobs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
445,,T1199,Trusted Relationship,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
446,,T1200,Hardware Additions,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
447,,T1205,Traffic Signaling,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
448,,T1205.001,Port Knocking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
449,,T1210,Exploitation of Remote Services,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
450,,T1213,Data from Information Repositories,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
451,,T1213.001,Confluence,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
452,,T1213.002,Sharepoint,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
453,,T1218,Signed Binary Proxy Execution,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
454,,T1218.002,Control Panel,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
455,,T1218.007,Msiexec,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
456,,T1218.012,Verclsid,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
457,,T1219,Remote Access Software,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
458,,T1222,File and Directory Permissions Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
459,,T1222.001,Windows File and Directory Permissions Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
460,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
461,,T1484,Domain Policy Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
462,,T1485,Data Destruction,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
463,,T1486,Data Encrypted for Impact,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
464,,T1489,Service Stop,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
465,,T1490,Inhibit System Recovery,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
466,,T1491,Defacement,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
467,,T1491.001,Internal Defacement,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
468,,T1491.002,External Defacement,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
469,,T1495,Firmware Corruption,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
470,,T1498,Network Denial of Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
471,,T1498.001,Direct Network Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
472,,T1498.002,Reflection Amplification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
473,,T1499,Endpoint Denial of Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
474,,T1499.001,OS Exhaustion Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
475,,T1499.002,Service Exhaustion Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
476,,T1499.003,Application Exhaustion Flood,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
477,,T1499.004,Application or System Exploitation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
478,,T1505,Server Software Component,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
479,,T1505.001,SQL Stored Procedures,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
480,,T1505.002,Transport Agent,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
481,,T1525,Implant Container Image,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
482,,T1528,Steal Application Access Token,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
483,,T1530,Data from Cloud Storage Object,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
484,,T1537,Transfer Data to Cloud Account,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
485,,T1538,Cloud Service Dashboard,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
486,,T1539,Steal Web Session Cookie,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
487,,T1542,Pre-OS Boot,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
488,,T1542.001,System Firmware,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
489,,T1542.003,Bootkit,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
490,,T1542.004,ROMMONkit,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
491,,T1542.005,TFTP Boot,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
492,,T1543,Create or Modify System Process,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
493,,T1543.001,Launch Agent,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
494,,T1543.002,Systemd Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
495,,T1543.003,Windows Service,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
496,,T1543.004,Launch Daemon,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
497,,T1546.003,Windows Management Instrumentation Event Subscription,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
498,,T1546.004,.bash_profile and .bashrc,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
499,,T1546.013,PowerShell Profile,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
500,,T1547.003,Time Providers,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
501,,T1547.004,Winlogon Helper DLL,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
502,,T1547.006,Kernel Modules and Extensions,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
503,,T1547.007,Re-opened Applications,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
504,,T1547.009,Shortcut Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
505,,T1547.011,Plist Modification,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
506,,T1547.012,Print Processors,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
507,,T1548,Abuse Elevation Control Mechanism,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
508,,T1548.002,Bypass User Account Control,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
509,,T1548.003,Sudo and Sudo Caching,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
510,,T1550,Use Alternate Authentication Material,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
511,,T1550.002,Pass the Hash,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
512,,T1550.003,Pass the Ticket,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
513,,T1552,Unsecured Credentials,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
514,,T1552.002,Credentials in Registry,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
515,,T1552.005,Cloud Instance Metadata API,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
516,,T1553.003,SIP and Trust Provider Hijacking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
517,,T1556,Modify Authentication Process,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
518,,T1556.001,Domain Controller Authentication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
519,,T1556.003,Pluggable Authentication Modules,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
520,,T1556.004,Network Device Authentication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
521,,T1557,Man-in-the-Middle,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
522,,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
523,,T1557.002,ARP Cache Poisoning,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
524,,T1558,Steal or Forge Kerberos Tickets,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
525,,T1558.001,Golden Ticket,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
526,,T1558.002,Silver Ticket,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
527,,T1558.003,Kerberoasting,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
528,,T1558.004,AS-REP Roasting,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
529,,T1559,Inter-Process Communication,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
530,,T1559.001,Component Object Model,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
531,,T1561,Disk Wipe,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
532,,T1561.001,Disk Content Wipe,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
533,,T1561.002,Disk Structure Wipe,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
534,,T1562,Impair Defenses,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
535,,T1562.001,Disable or Modify Tools,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
536,,T1562.002,Disable Windows Event Logging,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
537,,T1562.004,Disable or Modify System Firewall,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
538,,T1562.006,Indicator Blocking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
539,,T1562.007,Disable or Modify Cloud Firewall,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
540,,T1562.008,Disable Cloud Logs,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
541,,T1563,Remote Service Session Hijacking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
542,,T1563.001,SSH Hijacking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
543,,T1563.002,RDP Hijacking,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
544,,T1564.004,NTFS File Attributes,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
545,,T1565,Data Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
546,,T1565.001,Stored Data Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
547,,T1565.003,Runtime Data Manipulation,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
548,,T1569,System Services,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
549,,T1569.001,Launchctl,[],Access Enforcement,AC-3,mitigates,Access Control,,02/03/2021,10/27/2021,8.2,enterprise,nist_800_53,r4
