,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
291,,T1213,Data from Information Repositories,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
292,,T1213.001,Confluence,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
293,,T1213.002,Sharepoint,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
294,,T1222.001,Windows File and Directory Permissions Modification,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
295,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
296,,T1484,Domain Policy Modification,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
297,,T1489,Service Stop,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
298,,T1505.002,Transport Agent,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
299,,T1538,Cloud Service Dashboard,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
300,,T1542,Pre-OS Boot,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
301,,T1542.001,System Firmware,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
302,,T1542.003,Bootkit,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
303,,T1542.005,TFTP Boot,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
304,,T1543.002,Systemd Service,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
305,,T1543.004,Launch Daemon,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
306,,T1547.012,Print Processors,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
307,,T1547.013,XDG Autostart Entries,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
308,,T1548,Abuse Elevation Control Mechanism,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
309,,T1550,Use Alternate Authentication Material,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
310,,T1550.002,Pass the Hash,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
311,,T1550.003,Pass the Ticket,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
312,,T1552,Unsecured Credentials,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
313,,T1552.001,Credentials In Files,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
314,,T1552.002,Credentials in Registry,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
315,,T1552.004,Private Keys,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
316,,T1552.006,Group Policy Preferences,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
317,,T1556.001,Domain Controller Authentication,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
318,,T1556.003,Pluggable Authentication Modules,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
319,,T1558.001,Golden Ticket,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
320,,T1558.002,Silver Ticket,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
321,,T1558.004,AS-REP Roasting,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
322,,T1559.001,Component Object Model,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
323,,T1562.002,Disable Windows Event Logging,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
324,,T1562.004,Disable or Modify System Firewall,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
325,,T1562.007,Disable or Modify Cloud Firewall,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
326,,T1562.009,Safe Mode Boot,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
327,,T1563,Remote Service Session Hijacking,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
328,,T1563.001,SSH Hijacking,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
329,,T1563.002,RDP Hijacking,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
330,,T1569,System Services,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
331,,T1569.001,Launchctl,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
332,,T1569.002,Service Execution,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
333,,T1574.004,Dylib Hijacking,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
334,,T1574.005,Executable Installer File Permissions Weakness,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
335,,T1574.008,Path Interception by Search Order Hijacking,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
336,,T1574.009,Path Interception by Unquoted Path,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
337,,T1574.010,Services File Permissions Weakness,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
338,,T1574.012,COR_PROFILER,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
339,,T1578,Modify Cloud Compute Infrastructure,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
340,,T1578.001,Create Snapshot,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
341,,T1578.002,Create Cloud Instance,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
342,,T1578.003,Delete Cloud Instance,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
343,,T1599.001,Network Address Translation Traversal,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
344,,T1601,Modify System Image,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
345,,T1601.001,Patch System Image,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
346,,T1601.002,Downgrade System Image,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
347,,T1606,Forge Web Credentials,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
348,,T1606.001,Web Cookies,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
349,,T1606.002,SAML Tokens,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
350,,T1612,Build Image on Host,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
351,,T1613,Container and Resource Discovery,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
352,,T1619,Cloud Storage Object Discovery,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
353,,T1003.001,LSASS Memory,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
354,,T1003.002,Security Account Manager,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
355,,T1003.003,NTDS,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
356,,T1005,Data from Local System,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
357,,T1055,Process Injection,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
358,,T1068,Exploitation for Privilege Escalation,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
359,,T1078,Valid Accounts,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
360,,T1110.001,Password Guessing,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
361,,T1110.002,Password Cracking,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
362,,T1212,Exploitation for Credential Access,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
363,,T1218,Signed Binary Proxy Execution,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
364,,T1528,Steal Application Access Token,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
365,,T1530,Data from Cloud Storage Object,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
366,,T1552.007,Container API,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
367,,T1556,Modify Authentication Process,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
368,,T1580,Cloud Infrastructure Discovery,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
369,,T1599,Network Boundary Bridging,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
370,,T1611,Escape to Host,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
371,,T1070.007,Clear Network Connection History and Configurations,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
372,,T1070.008,Clear Mailbox Data,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
373,,T1070.009,Clear Persistence,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
374,,T1098.005,Device Registration,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
375,,T1505.005,Terminal Services DLL,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
376,,T1648,Serverless Execution,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
377,,T1556.005,Reversible Encryption,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
378,,T1556.006,Multi-Factor Authentication,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
379,,T1556.007,Hybrid Identity,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
380,,T1585.003,Cloud Accounts,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
381,,T1586.003,Cloud Accounts,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
382,,T1621,Multi-Factor Authentication Request Generation,[],Account Management,AC-2,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
383,,T1020.001,Traffic Duplication,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
384,,T1021.001,Remote Desktop Protocol,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
385,,T1078.002,Domain Accounts,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
386,,T1078.004,Cloud Accounts,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
387,,T1098.001,Additional Cloud Credentials,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
388,,T1098.002,Exchange Email Delegate Permissions,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
389,,T1098.003,Add Office 365 Global Administrator Role,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
390,,T1537,Transfer Data to Cloud Account,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
391,,T1550.001,Application Access Token,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
392,,T1552.005,Cloud Instance Metadata API,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
393,,T1556.004,Network Device Authentication,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
394,,T1565,Data Manipulation,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
395,,T1565.001,Stored Data Manipulation,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
396,,T1565.002,Transmitted Data Manipulation,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
397,,T1567,Exfiltration Over Web Service,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
398,,T1567.002,Exfiltration to Cloud Storage,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
399,,T1602.002,Network Device Configuration Dump,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
400,,T1021,Remote Services,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
401,,T1021.004,SSH,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
402,,T1041,Exfiltration Over C2 Channel,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
403,,T1048,Exfiltration Over Alternative Protocol,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
404,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
405,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
406,,T1052,Exfiltration Over Physical Medium,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
407,,T1052.001,Exfiltration over USB,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
408,,T1072,Software Deployment Tools,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
409,,T1110,Brute Force,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
410,,T1110.003,Password Spraying,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
411,,T1110.004,Credential Stuffing,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
412,,T1114,Email Collection,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
413,,T1114.001,Local Email Collection,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
414,,T1114.002,Remote Email Collection,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
415,,T1114.003,Email Forwarding Rule,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
416,,T1134.005,SID-History Injection,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
417,,T1136,Create Account,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
418,,T1136.001,Local Account,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
419,,T1136.002,Domain Account,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
420,,T1136.003,Cloud Account,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
421,,T1539,Steal Web Session Cookie,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
422,,T1552,Unsecured Credentials,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
423,,T1552.004,Private Keys,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
424,,T1556.001,Domain Controller Authentication,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
425,,T1556.003,Pluggable Authentication Modules,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
426,,T1557.002,ARP Cache Poisoning,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
427,,T1567.001,Exfiltration to Code Repository,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
428,,T1602,Data from Configuration Repository,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
429,,T1602.001,SNMP (MIB Dump),[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
430,,T1110.001,Password Guessing,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
431,,T1110.002,Password Cracking,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
432,,T1119,Automated Collection,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
433,,T1133,External Remote Services,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
434,,T1200,Hardware Additions,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
435,,T1530,Data from Cloud Storage Object,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
436,,T1556,Modify Authentication Process,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
437,,T1557,Adversary-in-the-Middle,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
438,,T1098.004,SSH Authorized Keys,[],Use Of External Information Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
439,,T1098.005,Device Registration,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
440,,T1505.005,Terminal Services DLL,[],Use of External Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
441,,T1583.007,Serverless,[],Use of External Information Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
442,,T1584.007,Serverless,[],Use of External Information Systems,AC-20,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
443,,T1213,Data from Information Repositories,[],Information Sharing,AC-21,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
444,,T1213.001,Confluence,[],Information Sharing,AC-21,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
445,,T1213.002,Sharepoint,[],Information Sharing,AC-21,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
446,,T1567,Exfiltration Over Web Service,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
447,,T1025,Data from Removable Media,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
448,,T1041,Exfiltration Over C2 Channel,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
449,,T1048,Exfiltration Over Alternative Protocol,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
450,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
451,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
452,,T1052,Exfiltration Over Physical Medium,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
453,,T1052.001,Exfiltration over USB,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
454,,T1213,Data from Information Repositories,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
455,,T1213.001,Confluence,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
456,,T1213.002,Sharepoint,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
457,,T1005,Data from Local System,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
458,,T1133,External Remote Services,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
459,,T1552.007,Container API,[],Data Mining Protection,AC-23,mitigates,['Access Control'],complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev5
