,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
337,,T1543.004,Launch Daemon,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
338,,T1547.012,Print Processors,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
339,,T1547.013,XDG Autostart Entries,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
340,,T1548,Abuse Elevation Control Mechanism,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
341,,T1550,Use Alternate Authentication Material,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
342,,T1550.002,Pass the Hash,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
343,,T1550.003,Pass the Ticket,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
344,,T1552,Unsecured Credentials,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
345,,T1552.001,Credentials In Files,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
346,,T1552.002,Credentials in Registry,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
347,,T1552.004,Private Keys,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
348,,T1552.006,Group Policy Preferences,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
349,,T1553,Subvert Trust Controls,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
350,,T1553.006,Code Signing Policy Modification,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
351,,T1556.001,Domain Controller Authentication,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
352,,T1556.003,Pluggable Authentication Modules,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
353,,T1558.001,Golden Ticket,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
354,,T1558.002,Silver Ticket,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
355,,T1558.004,AS-REP Roasting,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
356,,T1559.001,Component Object Model,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
357,,T1562.002,Disable Windows Event Logging,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
358,,T1562.004,Disable or Modify System Firewall,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
359,,T1562.007,Disable or Modify Cloud Firewall,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
360,,T1562.009,Safe Mode Boot,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
361,,T1563,Remote Service Session Hijacking,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
362,,T1563.001,SSH Hijacking,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
363,,T1563.002,RDP Hijacking,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
364,,T1569,System Services,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
365,,T1569.001,Launchctl,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
366,,T1569.002,Service Execution,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
367,,T1574.004,Dylib Hijacking,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
368,,T1574.005,Executable Installer File Permissions Weakness,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
369,,T1574.008,Path Interception by Search Order Hijacking,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
370,,T1574.009,Path Interception by Unquoted Path,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
371,,T1574.010,Services File Permissions Weakness,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
372,,T1574.012,COR_PROFILER,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
373,,T1578,Modify Cloud Compute Infrastructure,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
374,,T1578.001,Create Snapshot,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
375,,T1578.002,Create Cloud Instance,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
376,,T1578.003,Delete Cloud Instance,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
377,,T1599.001,Network Address Translation Traversal,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
378,,T1601,Modify System Image,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
379,,T1601.001,Patch System Image,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
380,,T1601.002,Downgrade System Image,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
381,,T1606,Forge Web Credentials,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
382,,T1606.001,Web Cookies,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
383,,T1606.002,SAML Tokens,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
384,,T1612,Build Image on Host,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
385,,T1613,Container and Resource Discovery,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
386,,T1619,Cloud Storage Object Discovery,[],Account Management,AC-2,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
387,,T1583.007,Serverless,[],Use of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
388,,T1584.007,Serverless,[],Use of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
389,,T1098.005,Device Registration,[],Use of External Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
390,,T1505.005,Terminal Services DLL,[],Use of External Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
391,,T1098.004,SSH Authorized Keys,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
392,,T1556,Modify Authentication Process,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
393,,T1133,External Remote Services,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
394,,T1537,Transfer Data to Cloud Account,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
395,,T1567,Exfiltration Over Web Service,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
396,,T1567.002,Exfiltration to Cloud Storage,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
397,,T1110.001,Password Guessing,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
398,,T1110.002,Password Cracking,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
399,,T1119,Automated Collection,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
400,,T1200,Hardware Additions,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
401,,T1530,Data from Cloud Storage Object,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
402,,T1557,Adversary-in-the-Middle,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
403,,T1020.001,Traffic Duplication,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
404,,T1021.001,Remote Desktop Protocol,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
405,,T1053,Scheduled Task/Job,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
406,,T1053.002,At (Windows),[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
407,,T1053.005,Scheduled Task,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
408,,T1078.002,Domain Accounts,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
409,,T1078.004,Cloud Accounts,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
410,,T1098.001,Additional Cloud Credentials,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
411,,T1098.002,Exchange Email Delegate Permissions,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
412,,T1098.003,Add Office 365 Global Administrator Role,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
413,,T1550.001,Application Access Token,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
414,,T1552.005,Cloud Instance Metadata API,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
415,,T1556.004,Network Device Authentication,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
416,,T1565,Data Manipulation,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
417,,T1565.001,Stored Data Manipulation,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
418,,T1565.002,Transmitted Data Manipulation,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
419,,T1602.002,Network Device Configuration Dump,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
420,,T1021,Remote Services,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
421,,T1021.004,SSH,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
422,,T1041,Exfiltration Over C2 Channel,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
423,,T1048,Exfiltration Over Alternative Protocol,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
424,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
425,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
426,,T1052,Exfiltration Over Physical Medium,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
427,,T1052.001,Exfiltration over USB,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
428,,T1072,Software Deployment Tools,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
429,,T1110,Brute Force,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
430,,T1110.003,Password Spraying,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
431,,T1110.004,Credential Stuffing,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
432,,T1114,Email Collection,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
433,,T1114.001,Local Email Collection,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
434,,T1114.002,Remote Email Collection,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
435,,T1114.003,Email Forwarding Rule,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
436,,T1134.005,SID-History Injection,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
437,,T1136,Create Account,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
438,,T1136.001,Local Account,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
439,,T1136.002,Domain Account,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
440,,T1136.003,Cloud Account,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
441,,T1539,Steal Web Session Cookie,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
442,,T1552,Unsecured Credentials,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
443,,T1552.004,Private Keys,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
444,,T1556.001,Domain Controller Authentication,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
445,,T1556.003,Pluggable Authentication Modules,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
446,,T1557.002,ARP Cache Poisoning,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
447,,T1567.001,Exfiltration to Code Repository,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
448,,T1602,Data from Configuration Repository,[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
449,,T1602.001,SNMP (MIB Dump),[],Use Of External Information Systems,AC-20,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
450,,T1053,Scheduled Task/Job,[],Information Sharing,AC-21,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
451,,T1053.002,At (Windows),[],Information Sharing,AC-21,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
452,,T1053.005,Scheduled Task,[],Information Sharing,AC-21,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
453,,T1213,Data from Information Repositories,[],Information Sharing,AC-21,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
454,,T1213.001,Confluence,[],Information Sharing,AC-21,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
455,,T1213.002,Sharepoint,[],Information Sharing,AC-21,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
456,,T1053,Scheduled Task/Job,[],Publicly Accessible Content,AC-22,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
457,,T1053.002,At (Windows),[],Publicly Accessible Content,AC-22,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
458,,T1053.005,Scheduled Task,[],Publicly Accessible Content,AC-22,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
459,,T1552.007,Container API,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
460,,T1133,External Remote Services,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
461,,T1567,Exfiltration Over Web Service,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
462,,T1005,Data from Local System,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
463,,T1053,Scheduled Task/Job,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
464,,T1053.002,At (Windows),[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
465,,T1053.005,Scheduled Task,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
466,,T1025,Data from Removable Media,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
467,,T1041,Exfiltration Over C2 Channel,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
468,,T1048,Exfiltration Over Alternative Protocol,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
469,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
470,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
471,,T1052,Exfiltration Over Physical Medium,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
472,,T1052.001,Exfiltration over USB,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
473,,T1213,Data from Information Repositories,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
474,,T1213.001,Confluence,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
475,,T1213.002,Sharepoint,[],Data Mining Protection,AC-23,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
476,,T1053,Scheduled Task/Job,[],Access Control Decisions,AC-24,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
477,,T1053.002,At (Windows),[],Access Control Decisions,AC-24,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
478,,T1053.005,Scheduled Task,[],Access Control Decisions,AC-24,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
479,,T1053,Scheduled Task/Job,[],Reference Monitor,AC-25,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
480,,T1053.002,At (Windows),[],Reference Monitor,AC-25,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
481,,T1053.005,Scheduled Task,[],Reference Monitor,AC-25,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
482,,T1556.006,Multi-Factor Authentication,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
483,,T1556.007,Hybrid Identity,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
484,,T1070.007,Clear Network Connection History and Configurations,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
485,,T1070.008,Clear Mailbox Data,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
486,,T1070.009,Clear Persistence,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
487,,T1098.005,Device Registration,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
488,,T1505.005,Terminal Services DLL,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
489,,T1648,Serverless Execution,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
490,,T1557.003,DHCP Spoofing,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
491,,T1622,Debugger Evasion,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
492,,T1647,Plist File Modification,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
493,,T1552.007,Container API,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
494,,T1556,Modify Authentication Process,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
495,,T1543.001,Launch Agent,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
496,,T1562,Impair Defenses,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
497,,T1574,Hijack Execution Flow,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
498,,T1609,Container Administration Command,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
499,,T1610,Deploy Container,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
500,,T1055,Process Injection,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
501,,T1133,External Remote Services,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
502,,T1059,Command and Scripting Interpreter,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
503,,T1070.001,Clear Windows Event Logs,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
504,,T1537,Transfer Data to Cloud Account,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
505,,T1567,Exfiltration Over Web Service,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
506,,T1574.007,Path Interception by PATH Environment Variable,[],Access Enforcement,AC-3,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
