,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,metadata_key
128,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1567,Exfiltration Over Web Service,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Protect,Significant,,0
129,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1567.002,Exfiltration to Cloud Storage,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Protect,Significant,,0
130,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1133,External Remote Services,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Protect,Partial,,0
131,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1189,Drive-by Compromise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Protect,Partial,,0
132,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1566.001,Spearphishing Attachment,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Detect,Minimal,,0
133,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1566,Phishing,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Protect,Significant,,0
134,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1566,Phishing,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Detect,Significant,,0
135,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1071.001,Web Protocols,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Detect,Significant,,0
136,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical).",T1530,Data from Cloud Storage Object,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",,BeyondCorp Enterprise,technique-scores,Protect,Significant,,0
137,,T1110,Brute Force,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Significant,,0
138,,T1110.003,Password Spraying,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Significant,,0
139,,T1078,Valid Accounts,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Partial,,0
140,,T1078.004,Cloud Accounts,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Partial,,0
141,,T1110.001,Password Guessing,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Significant,,0
142,,T1110.002,Password Cracking,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Significant,,0
143,,T1110.004,Credential Stuffing,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Significant,,0
144,,T1078.002,Domain Accounts,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Partial,,0
145,,T1021.004,SSH,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Detect,Minimal,,0
146,,T1213.003,Code Repositories,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Partial,,0
147,,T1213,Data from Information Repositories,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Partial,,0
148,,T1133,External Remote Services,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",,Cloud Identity,technique-scores,Protect,Minimal,,0
149,,T1090,Proxy,['https://cloud.google.com/armor'],"['Network', 'Firewall']",,Cloud Armor,technique-scores,Protect,Partial,,0
150,,T1190,Exploit Public-Facing Application,['https://cloud.google.com/armor'],"['Network', 'Firewall']",,Cloud Armor,technique-scores,Protect,Significant,,0
151,,T1498,Network Denial of Service,['https://cloud.google.com/armor'],"['Network', 'Firewall']",,Cloud Armor,technique-scores,Protect,Significant,,0
152,,T1499,Endpoint Denial of Service,['https://cloud.google.com/armor'],"['Network', 'Firewall']",,Cloud Armor,technique-scores,Protect,Significant,,0
153,,T1018,Remote System Discovery,['https://cloud.google.com/armor'],"['Network', 'Firewall']",,Cloud Armor,technique-scores,Protect,Partial,,0
154,,T1046,Network Service Scanning,['https://cloud.google.com/armor'],"['Network', 'Firewall']",,Cloud Armor,technique-scores,Protect,Partial,,0
155,,T1110,Brute Force,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",,Endpoint Management,technique-scores,Protect,Partial,,0
156,,T1078,Valid Accounts,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",,Endpoint Management,technique-scores,Respond,Partial,,0
157,,T1052.001,Exfiltration over USB,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",,Endpoint Management,technique-scores,Protect,Partial,,0
158,,T1567.002,Exfiltration to Cloud Storage,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",,Endpoint Management,technique-scores,Protect,Partial,,0
159,,T1040,Network Sniffing,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",,CloudVPN,technique-scores,Protect,Significant,,0
160,,T1557,Adversary-in-the-Middle,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",,CloudVPN,technique-scores,Protect,Significant,,0
161,,T1565,Data Manipulation,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",,CloudVPN,technique-scores,Protect,Partial,,0
162,,T1565.002,Transmitted Data Manipulation,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",,CloudVPN,technique-scores,Protect,Partial,,0
163,,T1557.002,ARP Cache Poisoning,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",,CloudVPN,technique-scores,Protect,Partial,,0
164,,T1133,External Remote Services,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",,CloudVPN,technique-scores,Protect,Partial,,0
165,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1552,Unsecured Credentials,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Minimal,,0
166,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1552.005,Cloud Instance Metadata API,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Significant,,0
167,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1588,Obtain Capabilities,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Partial,,0
168,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1553,Subvert Trust Controls,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Significant,,0
169,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1555,Credentials from Password Stores,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Partial,,0
170,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1528,Steal Application Access Token,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Partial,,0
171,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1588.003,Code Signing Certificates,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Partial,,0
172,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1588.004,Digital Certificates,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Partial,,0
173,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1552.001,Credentials In Files,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Minimal,,0
174,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault.",T1552.004,Private Keys,['https://cloud.google.com/security-key-management'],['Credentials'],,Cloud Key Management,technique-scores,Protect,Minimal,,0
175,,T1566,Phishing,['https://cloud.google.com/titan-security-key#section-3'],"['Multi-Factor Authentication', 'Identity']",,Titan Security Key,technique-scores,Protect,Significant,,0
176,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1021.002,SMB/Windows Admin Shares,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
177,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1037,Boot or Logon Initialization Scripts,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
178,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1053.005,Scheduled Task,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
179,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1218.005,Mshta,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
180,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1543.001,Launch Agent,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
181,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1543.004,Launch Daemon,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
182,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1546.001,Change Default File Association,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
183,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1547.001,Registry Run Keys / Startup Folder,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
184,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1547,Boot or Logon Autostart Execution,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
185,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1546,Event Triggered Execution,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
186,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1543,Create or Modify System Process,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
187,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1548.002,Bypass User Account Control,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
188,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1564.001,Hidden Files and Directories,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
189,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1564,Hide Artifacts,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
190,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1003.003,NTDS,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
191,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1078,Valid Accounts,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
192,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1134.005,SID-History Injection,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
193,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1003,OS Credential Dumping,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
194,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1548,Abuse Elevation Control Mechanism,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
195,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1584.002,DNS Server,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
196,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1562.004,Disable or Modify System Firewall,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
197,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1098.001,Additional Cloud Credentials,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
198,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1530,Data from Cloud Storage Object,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
199,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1070.002,Clear Linux or Mac System Logs,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
200,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1136.001,Local Account,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
201,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1098,Account Manipulation,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
202,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1106,Native API,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
203,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1021.004,SSH,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
204,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1578,Modify Cloud Compute Infrastructure,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
205,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1052.001,Exfiltration over USB,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
206,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1112,Modify Registry,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
207,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1021,Remote Services,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
208,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1052,Exfiltration Over Physical Medium,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
209,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1053,Scheduled Task/Job,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
210,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1070,Indicator Removal on Host,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
211,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1134,Access Token Manipulation,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
212,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1218,Signed Binary Proxy Execution,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
213,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1584,Compromise Infrastructure,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
214,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1056,Input Capture,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
215,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1056.003,Web Portal Capture,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
216,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1056.004,Credential API Hooking,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
217,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. ",T1071.001,Web Protocols,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",,Chronicle,technique-scores,Detect,Minimal,,0
