,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
166,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],[],,action.hacking.variety.DoS,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
167,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],[],,action.malware.variety.DoS,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
168,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],[],,action.hacking.variety.DoS,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
169,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],[],,action.malware.variety.DoS,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
170,,T1583.005,Acquire Infrastructure: Botnet,[],[],,action.hacking.variety.DoS,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
171,,T1583.005,Acquire Infrastructure: Botnet,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
172,,T1583.005,Acquire Infrastructure: Botnet,[],[],,value_chain.development.variety.Bot,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
173,,T1583.005,Acquire Infrastructure: Botnet,[],[],,value_chain.distribution.variety.Botnet,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
174,,T1584.005,Compromise Infrastructure: Botnet,[],[],,action.hacking.variety.DoS,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
175,,T1584.005,Compromise Infrastructure: Botnet,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
176,,T1584.005,Compromise Infrastructure: Botnet,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
177,,T1584.005,Compromise Infrastructure: Botnet,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
178,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
179,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
180,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Format string attack,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
181,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Fuzz testing,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
182,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Insecure deserialization,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
183,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Integer overflows,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
184,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.LDAP injection,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
185,,T1068,Exploitation for Privilege Escalation,[],[],,action.malware.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
186,,T1190,Exploit Public-Facing Application,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
187,,T1190,Exploit Public-Facing Application,[],[],,action.malware.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
188,,T1210,Exploitation of Remote Services,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
189,,T1210,Exploitation of Remote Services,[],[],,action.malware.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
190,,T1212,Exploitation for Credential Access,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
191,,T1212,Exploitation for Credential Access,[],[],,action.hacking.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
192,,T1212,Exploitation for Credential Access,[],[],,action.hacking.variety.Session fixation,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
193,,T1212,Exploitation for Credential Access,[],[],,action.malware.variety.Disable controls,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
194,,T1212,Exploitation for Credential Access,[],[],,action.malware.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
195,,T1212,Exploitation for Credential Access,[],[],,action.malware.variety.Password dumper,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
196,,T1212,Exploitation for Credential Access,[],[],,action.malware.vector.Web application - drive-by,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
197,,T1558.004,Steal or Forge Kerberos Tickets: AS-REP Roasting,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
198,,T1558.004,Steal or Forge Kerberos Tickets: AS-REP Roasting,[],[],,action.hacking.variety.Use of stolen creds,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
199,,T1558.004,Steal or Forge Kerberos Tickets: AS-REP Roasting,[],[],,action.malware.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
200,,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
201,,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,[],[],,action.hacking.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
202,,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
203,,T1574.002,Hijack Execution Flow: DLL Side-Loading,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
204,,T1574.002,Hijack Execution Flow: DLL Side-Loading,[],[],,action.hacking.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
205,,T1574.002,Hijack Execution Flow: DLL Side-Loading,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
206,,T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
207,,T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
208,,T1574.010,Hijack Execution Flow: Services File Permissions Weakness,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
209,,T1574.011,Hijack Execution Flow: Services Registry Permissions Weakness,[],[],,action.hacking.variety.Exploit misconfig,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
210,,T1574.004,Hijack Execution Flow: Dylib Hijacking,[],[],,action.hacking.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
211,,T1574.004,Hijack Execution Flow: Dylib Hijacking,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
212,,T1595.002,Active Scanning: Vulnerability Scanning,[],[],,action.hacking.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
213,,T1595.002,Active Scanning: Vulnerability Scanning,[],[],,action.malware.variety.Exploit vuln,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
214,,T1595.002,Active Scanning: Vulnerability Scanning,[],[],,action.malware.variety.Scan network,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
215,,T1595.002,Active Scanning: Vulnerability Scanning,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
216,,T1007,System Service Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
217,,T1012,Query Registry,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
218,,T1057,Process Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
219,,T1069,Permission Groups Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
220,,T1069.001,Permission Groups Discovery: Local Groups,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
221,,T1069.002,Permission Groups Discovery: Domain Groups,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
222,,T1069.003,Permission Groups Discovery: Cloud Groups,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
223,,T1082,System Information Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
224,,T1087,Account Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
225,,T1087.001,Account Discovery: Local Account,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
226,,T1087.002,Account Discovery: Domain Account,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
227,,T1087.003,Account Discovery: Email Account,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
228,,T1087.004,Account Discovery: Cloud Account,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
229,,T1119,Automated Collection,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
230,,T1119,Automated Collection,[],[],,action.malware.variety.Capture stored data,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
231,,T1120,Peripheral Device Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
232,,T1124,System Time Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
233,,T1201,Password Policy Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
234,,T1480,Execution Guardrails,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
235,,T1480.001,Execution Guardrails: Environmental Keying,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
236,,T1518,Software Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
237,,T1518.001,Software Discovery: Security Software Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
238,,T1526,Cloud Service Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
239,,T1538,Cloud Service Dashboard,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
240,,T1580,Cloud Infrastructure Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
241,,T1589,Gather Victim Identity Information,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
242,,T1589,Gather Victim Identity Information,[],[],,value_chain.targeting.variety.Personal Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
243,,T1589.001,Gather Victim Identity Information: Credentials,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
244,,T1589.001,Gather Victim Identity Information: Credentials,[],[],,value_chain.targeting.variety.Lost or stolen credentials,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
245,,T1589.001,Gather Victim Identity Information: Credentials,[],[],,value_chain.targeting.variety.Personal Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
246,,T1589.002,Gather Victim Identity Information: Email Addresses,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
247,,T1589.002,Gather Victim Identity Information: Email Addresses,[],[],,value_chain.targeting.variety.Email addresses,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
248,,T1589.002,Gather Victim Identity Information: Email Addresses,[],[],,value_chain.targeting.variety.Personal Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
249,,T1589.003,Gather Victim Identity Information: Employee Names,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
250,,T1589.003,Gather Victim Identity Information: Employee Names,[],[],,value_chain.targeting.variety.Personal Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
251,,T1590,Gather Victim Network Information,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
252,,T1590,Gather Victim Network Information,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
253,,T1590.001,Gather Victim Network Information: Domain Properties,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
254,,T1590.001,Gather Victim Network Information: Domain Properties,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
255,,T1590.002,Gather Victim Network Information: DNS,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
256,,T1590.002,Gather Victim Network Information: DNS,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
257,,T1590.003,Gather Victim Network Information: Network Trust Dependencies,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
258,,T1590.003,Gather Victim Network Information: Network Trust Dependencies,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
259,,T1590.004,Gather Victim Network Information: Network Topology,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
260,,T1590.004,Gather Victim Network Information: Network Topology,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
261,,T1590.005,Gather Victim Network Information: IP Addresses,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
262,,T1590.005,Gather Victim Network Information: IP Addresses,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
263,,T1590.006,Gather Victim Network Information: Network Security Appliances,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
264,,T1590.006,Gather Victim Network Information: Network Security Appliances,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
265,,T1591,Gather Victim Org Information,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
266,,T1591,Gather Victim Org Information,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
267,,T1591.001,Gather Victim Org Information: Determine Physical Locations,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
268,,T1591.001,Gather Victim Org Information: Determine Physical Locations,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
269,,T1591.002,Gather Victim Org Information: Business Relationships,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
270,,T1591.002,Gather Victim Org Information: Business Relationships,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
271,,T1591.003,Gather Victim Org Information: Identify Business  Tempo,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
272,,T1591.003,Gather Victim Org Information: Identify Business  Tempo,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
273,,T1591.004,Gather Victim Org Information: Identify Roles,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
274,,T1591.004,Gather Victim Org Information: Identify Roles,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
275,,T1592,Gather Victim Host Information,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
276,,T1592,Gather Victim Host Information,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
277,,T1592.001,Gather Victim Host Information: Hardware,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
278,,T1592.001,Gather Victim Host Information: Hardware,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
279,,T1592.002,Gather Victim Host Information: Software,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
280,,T1592.002,Gather Victim Host Information: Software,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
281,,T1592.003,Gather Victim Host Information: Firmware,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
282,,T1592.003,Gather Victim Host Information: Firmware,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
283,,T1592.004,Gather Victim Host Information: Client Configurations,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
284,,T1592.004,Gather Victim Host Information: Client Configurations,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
285,,T1593,Search Open Websites/Domains,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
286,,T1593,Search Open Websites/Domains,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
287,,T1593.001,Search Open Websites/Domains: Social Media,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
288,,T1593.001,Search Open Websites/Domains: Social Media,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
289,,T1593.002,Search Open Websites/Domains: Search Engines,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
290,,T1593.002,Search Open Websites/Domains: Search Engines,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
291,,T1594,Search Victim-Owned Websites,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
292,,T1594,Search Victim-Owned Websites,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
293,,T1596,Search Open Technical Databases,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
294,,T1596,Search Open Technical Databases,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
295,,T1596.001,Search Open Technical Databases: DNS/Passive DNS,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
296,,T1596.001,Search Open Technical Databases: DNS/Passive DNS,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
297,,T1596.002,Search Open Technical Databases: WHOIS,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
298,,T1596.002,Search Open Technical Databases: WHOIS,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
299,,T1596.003,Search Open Technical Databases: Digital Certificates,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
300,,T1596.003,Search Open Technical Databases: Digital Certificates,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
301,,T1596.004,Search Open Technical Databases: CDNs,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
302,,T1596.004,Search Open Technical Databases: CDNs,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
303,,T1596.005,Search Open Technical Databases: Scan Databases,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
304,,T1596.005,Search Open Technical Databases: Scan Databases,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
305,,T1597,Search Closed Sources,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
306,,T1597,Search Closed Sources,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
307,,T1597.001,Search Closed Sources: Threat Intel Vendors,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
308,,T1597.001,Search Closed Sources: Threat Intel Vendors,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
309,,T1597.002,Search Closed Sources:  Purchase Technical Data,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
310,,T1597.002,Search Closed Sources:  Purchase Technical Data,[],[],,value_chain.targeting.variety.Organizational Information,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
311,,T1602,Data from Configuration Repository,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
312,,T1602,Data from Configuration Repository,[],[],,action.malware.variety.Capture stored data,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
313,,T1602.001,Data from Configuration Repository: SNMP (MIB Dump),[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
314,,T1602.002,Data from Configuration Repository: Network Device Configuration Dump,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
315,,T1613,Container and Resource Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
316,,T1614,System Location Discovery,[],[],,action.hacking.variety.Footprinting,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
317,,T1539,Steal Web Session Cookie,[],[],,action.hacking.variety.Forced browsing,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
318,,T1539,Steal Web Session Cookie,[],[],,action.hacking.variety.MitM,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
319,,T1539,Steal Web Session Cookie,[],[],,action.malware.variety.Capture app data,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
320,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],[],,action.hacking.variety.Forced browsing,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
321,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
322,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
323,,T1583.003,Acquire Infrastructure: Virtual Private Server,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
324,,T1583.004,Acquire Infrastructure: Server,[],[],,action.hacking.variety.Forced browsing,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
325,,T1583.004,Acquire Infrastructure: Server,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
326,,T1583.004,Acquire Infrastructure: Server,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
327,,T1583.004,Acquire Infrastructure: Server,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
328,,T1583.006,Acquire Infrastructure: Web Services,[],[],,action.hacking.variety.Forced browsing,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
329,,T1583.006,Acquire Infrastructure: Web Services,[],[],,action.hacking.variety.Unknown,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
330,,T1583.006,Acquire Infrastructure: Web Services,[],[],,action.malware.variety.C2,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
331,,T1583.006,Acquire Infrastructure: Web Services,[],[],,value_chain.development.variety.Website,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
332,,T1583.006,Acquire Infrastructure: Web Services,[],[],,value_chain.distribution.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
333,,T1583.006,Acquire Infrastructure: Web Services,[],[],,value_chain.non-distribution services.variety.Other,related-to,,02/03/2021,10/27/2021,9.0,enterprise,veris,1.3.5
