,mapping-target,references,tags,metadata-key,mapping-description,name,id,key,comments
87,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",87,,Additional Cloud Credentials,T1098.001,87,
88,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",88,,Brute Force,T1110,88,
89,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",89,,Password Guessing,T1110.001,89,
90,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",90,,Password Cracking,T1110.002,90,
91,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",91,,Valid Accounts,T1078,91,
92,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",92,,Cloud Accounts,T1078.004,92,
93,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",93,,Local Accounts,T1078.003,93,
94,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",94,,Password Spraying,T1110.003,94,
95,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",95,,Create Account,T1136,95,
96,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",96,,Cloud Account,T1136.003,96,
97,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",97,,Account Discovery,T1087,97,
98,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",98,,Cloud Account,T1087.004,98,
99,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",99,,Cloud Infrastructure Discovery,T1580,99,
100,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",100,,Steal Application Access Token,T1528,100,
101,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",101,,Use Alternate Authentication Material,T1550,101,
102,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",102,,Application Access Token,T1550.001,102,
103,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",103,,Impair Defenses,T1562,103,
104,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",104,,Disable Cloud Logs,T1562.008,104,
105,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",105,,Modify Authentication Process,T1556,105,
106,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",106,,Domain Account,T1087.002,106,
107,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",107,,Exchange Email Delegate Permissions,T1098.002,107,
108,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",108,,Add Office 365 Global Administrator Role,T1098.003,108,
109,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",109,,SSH Authorized Keys,T1098.004,109,
110,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",110,,Local Account,T1136.001,110,
111,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",111,,Domain Account,T1136.002,111,
112,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",112,,Container API,T1552.007,112,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
113,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",113,,Implant Internal Image,T1525,113,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
114,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",114,,Implant Internal Image,T1525,114,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
115,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",115,,Container Administration Command,T1609,115,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
116,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",116,,Deploy Container,T1610,116,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
117,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",117,,Container and Resource Discovery,T1613,117,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
118,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",118,,Escape to Host,T1611,118,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
119,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",119,,Valid Accounts,T1078,119,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
120,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",120,,Default Accounts,T1078.001,120,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
121,AnthosConfigManagement,['https://cloud.google.com/anthos-config-management/ '],"['Configuration Management', 'Containers', 'Policy']",121,,Cloud Accounts,T1078.004,121,"Based on the medium detection coverage for the correlated cyber-attacks, most of the techniques and sub-techniques in this security solution were rated as partial."
122,Web Risk,['https://cloud.google.com/web-risk/docs/overview'],['Network'],122,,Phishing,T1566,122,
123,Web Risk,['https://cloud.google.com/web-risk/docs/overview'],['Network'],123,,Phishing for Information,T1598,123,
124,Web Risk,['https://cloud.google.com/web-risk/docs/overview'],['Network'],124,,Malicious Link,T1204.001,124,
125,Web Risk,['https://cloud.google.com/web-risk/docs/overview'],['Network'],125,,Spearphishing Link,T1598.003,125,
126,Cloud CDN,['https://cloud.google.com/cdn/docs/overview'],"['Containers', 'Kubernetes', 'Logging']",126,,Network Denial of Service,T1498,126,
127,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",127,,Exfiltration Over Alternative Protocol,T1048,127,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
128,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",128,,Exfiltration Over Web Service,T1567,128,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
129,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",129,,Exfiltration to Cloud Storage,T1567.002,129,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
130,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",130,,External Remote Services,T1133,130,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
131,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",131,,Drive-by Compromise,T1189,131,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
132,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",132,,Spearphishing Attachment,T1566.001,132,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
133,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",133,,Phishing,T1566,133,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
134,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",134,,Phishing,T1566,134,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
135,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",135,,Web Protocols,T1071.001,135,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
136,BeyondCorp Enterprise,['https://cloud.google.com/beyondcorp-enterprise/docs/overview'],"['Access Control Policies', 'Data Loss Prevention']",136,,Data from Cloud Storage Object,T1530,136,"This solution was rated as significant due to the control’s high threat protection coverage and temporal factors (e.g., real-time, periodical)."
137,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",137,,Brute Force,T1110,137,
138,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",138,,Password Spraying,T1110.003,138,
139,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",139,,Valid Accounts,T1078,139,
140,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",140,,Cloud Accounts,T1078.004,140,
141,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",141,,Password Guessing,T1110.001,141,
142,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",142,,Password Cracking,T1110.002,142,
143,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",143,,Credential Stuffing,T1110.004,143,
144,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",144,,Domain Accounts,T1078.002,144,
145,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",145,,SSH,T1021.004,145,
146,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",146,,Code Repositories,T1213.003,146,
147,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",147,,Data from Information Repositories,T1213,147,
148,Cloud Identity,['https://cloud.google.com/identity'],"['Identity', 'Multi-Factor Authentication', 'Credentials']",148,,External Remote Services,T1133,148,
149,Cloud Armor,['https://cloud.google.com/armor'],"['Network', 'Firewall']",149,,Proxy,T1090,149,
150,Cloud Armor,['https://cloud.google.com/armor'],"['Network', 'Firewall']",150,,Exploit Public-Facing Application,T1190,150,
151,Cloud Armor,['https://cloud.google.com/armor'],"['Network', 'Firewall']",151,,Network Denial of Service,T1498,151,
152,Cloud Armor,['https://cloud.google.com/armor'],"['Network', 'Firewall']",152,,Endpoint Denial of Service,T1499,152,
153,Cloud Armor,['https://cloud.google.com/armor'],"['Network', 'Firewall']",153,,Remote System Discovery,T1018,153,
154,Cloud Armor,['https://cloud.google.com/armor'],"['Network', 'Firewall']",154,,Network Service Scanning,T1046,154,
155,Endpoint Management,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",155,,Brute Force,T1110,155,
156,Endpoint Management,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",156,,Valid Accounts,T1078,156,
157,Endpoint Management,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",157,,Exfiltration over USB,T1052.001,157,
158,Endpoint Management,['https://support.google.com/a/answer/1734200?hl=en'],"['Identity', 'Patch Management']",158,,Exfiltration to Cloud Storage,T1567.002,158,
159,CloudVPN,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",159,,Network Sniffing,T1040,159,
160,CloudVPN,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",160,,Adversary-in-the-Middle,T1557,160,
161,CloudVPN,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",161,,Data Manipulation,T1565,161,
162,CloudVPN,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",162,,Transmitted Data Manipulation,T1565.002,162,
163,CloudVPN,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",163,,ARP Cache Poisoning,T1557.002,163,
164,CloudVPN,['https://cloud.google.com/network-connectivity/docs/vpn/concepts/overview'],"['Network', 'Encryption']",164,,External Remote Services,T1133,164,
165,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],165,,Unsecured Credentials,T1552,165,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
166,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],166,,Cloud Instance Metadata API,T1552.005,166,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
167,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],167,,Obtain Capabilities,T1588,167,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
168,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],168,,Subvert Trust Controls,T1553,168,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
169,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],169,,Credentials from Password Stores,T1555,169,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
170,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],170,,Steal Application Access Token,T1528,170,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
171,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],171,,Code Signing Certificates,T1588.003,171,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
172,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],172,,Digital Certificates,T1588.004,172,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
173,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],173,,Credentials In Files,T1552.001,173,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
174,Cloud Key Management,['https://cloud.google.com/security-key-management'],['Credentials'],174,,Private Keys,T1552.004,174,"Similar to AWS Key Management Service, AWS Cloud HSM, and Azure KeyVault."
175,Titan Security Key,['https://cloud.google.com/titan-security-key#section-3'],"['Multi-Factor Authentication', 'Identity']",175,,Phishing,T1566,175,
176,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",176,,SMB/Windows Admin Shares,T1021.002,176,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
177,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",177,,Boot or Logon Initialization Scripts,T1037,177,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
178,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",178,,Scheduled Task,T1053.005,178,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
179,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",179,,Mshta,T1218.005,179,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
180,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",180,,Launch Agent,T1543.001,180,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
181,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",181,,Launch Daemon,T1543.004,181,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
182,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",182,,Change Default File Association,T1546.001,182,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
183,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",183,,Registry Run Keys / Startup Folder,T1547.001,183,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
184,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",184,,Boot or Logon Autostart Execution,T1547,184,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
185,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",185,,Event Triggered Execution,T1546,185,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
186,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",186,,Create or Modify System Process,T1543,186,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
187,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",187,,Bypass User Account Control,T1548.002,187,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
188,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",188,,Hidden Files and Directories,T1564.001,188,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
189,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",189,,Hide Artifacts,T1564,189,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
190,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",190,,NTDS,T1003.003,190,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
191,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",191,,Valid Accounts,T1078,191,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
192,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",192,,SID-History Injection,T1134.005,192,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
193,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",193,,OS Credential Dumping,T1003,193,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
194,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",194,,Abuse Elevation Control Mechanism,T1548,194,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
195,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",195,,DNS Server,T1584.002,195,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
196,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",196,,Disable or Modify System Firewall,T1562.004,196,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
197,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",197,,Additional Cloud Credentials,T1098.001,197,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
198,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",198,,Data from Cloud Storage Object,T1530,198,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
199,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",199,,Clear Linux or Mac System Logs,T1070.002,199,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
200,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",200,,Local Account,T1136.001,200,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
201,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",201,,Account Manipulation,T1098,201,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
202,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",202,,Native API,T1106,202,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
203,Chronicle,"['https://cloud.google.com/chronicle/docs/overview', 'https://github.com/chronicle/detection-rules']","['SIEM', 'Chronicle', 'Threat Detection', 'Analytics']",203,,SSH,T1021.004,203,"This mapping is given a score of minimal due to low threat detection fidelity from specific (sub-)techniques found in MITRE’s ATT&CK framework. 

Chronicle is able to ingest and aggregate raw logs from multiple data formats, to include: json, csv, xml, and syslog. "
