,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,metadata_key
125,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1041,Exfiltration Over C2 Channel,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Minimal,,0
126,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1048,Exfiltration Over Alternative Protocol,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
127,"The following GuardDuty finding type flags events where adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel.
Trojan:EC2/DNSDataExfiltration Behavior:EC2/TrafficVolumeUnusual",T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1048,0
128,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1567,Exfiltration Over Web Service,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
129,"The following finding types in GuardDuty flag events where adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command-and-control channel.
Exfiltration:S3/ObjectRead.Unusual Exfiltration:S3/MaliciousIPCaller Exfiltration:IAMUser/AnomalousBehavior Behavior:EC2/TrafficVolumeUnusual",T1567.001,Exfiltration to Code Repository,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1567,0
130,"The following finding types in GuardDuty flag events where adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command-and-control channel.
Exfiltration:S3/ObjectRead.Unusual Exfiltration:S3/MaliciousIPCaller Exfiltration:IAMUser/AnomalousBehavior Behavior:EC2/TrafficVolumeUnusual",T1567.002,Exfiltration to Cloud Storage,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1567,0
131,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1531,Account Access Removal,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
132,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1485,Data Destruction,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
133,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1486,Data Encrypted for Impact,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
134,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1565,Data Manipulation,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
135,"The Impact:S3/MaliciousIPCaller finding type is looking for API calls commonly associated with Impact tactic of techniques where an adversary is trying to manipulate, interrupt, or destroy data within your AWS environment.",T1565.001,Stored Data Manipulation,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1565,0
136,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1498,Network Denial of Service,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
137,"The following finding types in GuardDuty flag events where adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.
Backdoor:EC2/DenialOfService.UdpOnTcpPorts Backdoor:EC2/DenialOfService.UnusualProtocol Backdoor:EC2/DenialOfService.Udp Backdoor:EC2/DenialOfService.Tcp Backdoor:EC2/DenialOfService.Dns",T1498.001,Direct Network Flood,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1498,0
138,"The following finding types in GuardDuty flag events where adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.
Backdoor:EC2/DenialOfService.UdpOnTcpPorts Backdoor:EC2/DenialOfService.UnusualProtocol Backdoor:EC2/DenialOfService.Udp Backdoor:EC2/DenialOfService.Tcp Backdoor:EC2/DenialOfService.Dns",T1498.002,Reflection Amplification,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1498,0
139,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1496,Resource Hijacking,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
140,"Scores for this service are capped at Partial due to limited coverage and accuracy information.
The temporal factor for this control is consistent: the first instance of a finding taking place is alerted within 5 minutes of the event occurring. After that any subsequent events can be customized to be reported at 15 minutes, 1 hour, or the default of 6 hours.
The following findings were not mappable:
  Backdoor:EC2/Spambot
  Impact:EC2/AbusedDomainRequest.Reputation
  InitialAccess:IAMUser/AnomalousBehavior",T1491,Defacement,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",[],,Amazon GuardDuty,technique-scores,Detect,Partial,,0
141,"The following finding types can be used to detect behavior that can lead to the defacement of
cloud resources:
Impact:S3/MaliciousIPCaller
Exfiltration:S3/MaliciousIPCaller
Exfiltration:S3/ObjectRead.Unusual
PenTest:S3/KaliLinux
PenTest:S3/ParrotLinux
PenTest:S3/PentooLinux
UnauthorizedAccess:S3/MaliciousIPCaller.Custom
UnauthorizedAccess:S3/TorIPCaller",T1491.002,External Defacement,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1491,0
142,"The following finding types can be used to detect behavior that can lead to the defacement of
cloud resources:
Impact:S3/MaliciousIPCaller
Exfiltration:S3/MaliciousIPCaller
Exfiltration:S3/ObjectRead.Unusual
PenTest:S3/KaliLinux
PenTest:S3/ParrotLinux
PenTest:S3/PentooLinux
UnauthorizedAccess:S3/MaliciousIPCaller.Custom
UnauthorizedAccess:S3/TorIPCaller",T1491.001,Internal Defacement,[],[],,Amazon GuardDuty,technique-scores,Detect,Partial,T1491,0
143,There is not much documentation that lends itself useful to scoring the accuracy of this control although offerings such as Shield Advanced protection groups and the AWS Shield Response Team (SRT) can be leveraged to improve the accuracy of this control. The control states that DDOS attacks can be mitigated in real time (temporal factor) and not increase cause latency for impacted services.,T1498,Network Denial of Service,"['https://aws.amazon.com/shield/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc', 'https://aws.amazon.com/shield/features/']","['Denial of Service', 'Network']",,AWS Shield,technique-scores,Respond,Significant,,0
144,"AWS Shield will set and use a static network flow threshold to detect incoming traffic to AWS services. This will reduce direct network DOS attacks by applying an undisclosed combination of traffic signatures, anomaly algorithms, and other analysis techniques to detect malicious traffic in real-time. AWS Shield Advance identifies anomalies in network traffic to flag attempted attacks and execute inline mitigations to resolve the issue. ",T1498.001,Direct Network Flood,[],[],,AWS Shield,technique-scores,Respond,Significant,T1498,0
145,"AWS Shield will set and use a static network flow threshold to detect incoming traffic to AWS services. This will reduce direct network DOS attacks by applying an undisclosed combination of traffic signatures, anomaly algorithms, and other analysis techniques to detect malicious traffic in real-time. AWS Shield Advance identifies anomalies in network traffic to flag attempted attacks and execute inline mitigations to resolve the issue. ",T1498.002,Reflection Amplification,[],[],,AWS Shield,technique-scores,Respond,Significant,T1498,0
146,There is not much documentation that lends itself useful to scoring the accuracy of this control although offerings such as Shield Advanced protection groups and the AWS Shield Response Team (SRT) can be leveraged to improve the accuracy of this control. The control states that DDOS attacks can be mitigated in real time (temporal factor) and not increase cause latency for impacted services.,T1499,Endpoint Denial of Service,"['https://aws.amazon.com/shield/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc', 'https://aws.amazon.com/shield/features/']","['Denial of Service', 'Network']",,AWS Shield,technique-scores,Respond,Significant,,0
147,AWS Shield Standard provides protection and response to these Denial of Service attacks in real time by using a network traffic baseline and identifying anomalies among other techniques. ,T1499.001,OS Exhaustion Flood,[],[],,AWS Shield,technique-scores,Respond,Significant,T1499,0
148,AWS Shield Standard provides protection and response to these Denial of Service attacks in real time by using a network traffic baseline and identifying anomalies among other techniques. ,T1499.002,Service Exhaustion Flood,[],[],,AWS Shield,technique-scores,Respond,Significant,T1499,0
149,AWS Shield Advance allows for customized detection and mitigations for custom applications that are running on EC2 instances.,T1499.003,Application Exhaustion Flood,[],[],,AWS Shield,technique-scores,Respond,Significant,T1499,0
150,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1020,Automated Exfiltration,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Protect,Minimal,,0
151,"The following AWS IoT Device Defender audit checks and corresponding mitigation actions can identify and resolve configuration problems that should be fixed in order to ensure SSL/TLS encryption is enabled and secure to protect network traffic to/from IoT devices: ""CA certificate expiring"" (""CA_CERTIFICATE_EXPIRING_CHECK"" in the CLI and API), ""CA certificate key quality"" (""CA_CERTIFICATE_KEY_QUALITY_CHECK"" in the CLI and API), and ""CA certificate revoked but device certificates still active"" (""REVOKED_CA_CERTIFICATE_STILL_ACTIVE_CHECK"" in the CLI and API) can identify problems with certificate authority (CA) certificates being used for signing and support the ""UPDATE_CA_CERTIFICATE"" mitigation action which can resolve them. ""Device certificate expiring"" (""DEVICE_CERTIFICATE_EXPIRING_CHECK"" in the CLI and API), ""Device certificate key quality"" (""DEVICE_CERTIFICATE_KEY_QUALITY_CHECK"" in the CLI and API), ""Device certificate shared"" (""DEVICE_CERTIFICATE_SHARED_CHECK"" in the CLI and API), and ""Revoked device certificate still active"" (""REVOKED_DEVICE_CERTIFICATE_STILL_ACTIVE_CHECK"" in the CLI and API) can identify problems with IoT devices' certificates and support the ""UPDATE_DEVICE_CERTIFICATE"" and ""ADD_THINGS_TO_THING_GROUP"" mitigation actions which can resolve them.
Coverage factor is partial for these checks and mitigations, since they are specific to IoT device communication and can only mitigate behavior for adversaries who are unable to decrypt the relevant traffic, resulting in an overall score of Partial.",T1020.001,Traffic Duplication,[],[],,AWS IoT Device Defender,technique-scores,Protect,Partial,T1020,0
152,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1040,Network Sniffing,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Protect,Partial,,0
153,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1041,Exfiltration Over C2 Channel,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Detect,Partial,,0
154,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1046,Network Service Scanning,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Detect,Partial,,0
155,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1048,Exfiltration Over Alternative Protocol,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Detect,Partial,,0
156,"The following AWS IoT Device Defender device-side detection metrics can detect indicators that an adversary may be exfiltrating collected data from compromised AWS IoT devices over a given channel to/from those devices: ""Destination IPs"" (""aws:destination-ip-addresses"") outside of expected IP address ranges may suggest that a device is communicating with unexpected parties. ""Bytes in"" (""aws:all-bytes-in""), ""Bytes out"" (""aws:all-bytes-out""), ""Packets in"" (""aws:all-packets-in""), and ""Packets out"" (""aws:all-packets-out"") values outside of expected norms may indicate that the device is sending and/or receiving non-standard traffic, which may include exfiltration of stolen data. ""Listening TCP ports"" (""aws:listening-tcp-ports""), ""Listening TCP port count"" (""aws:num-listening-tcp-ports""), ""Established TCP connections count"" (""aws:num-established-tcp-connections""), ""Listening UDP ports"" (""aws:listening-udp-ports""), and ""Listening UDP port count"" (""aws:num-listening-udp-ports"") values outside of expected norms may indicate that devices are communicating via unexpected ports/protocols, which may include exfiltration of data over those ports/protocols.
Coverage factor is partial, since these metrics are limited to exfiltration from IoT devices, resulting in an overall score of Partial.",T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,AWS IoT Device Defender,technique-scores,Detect,Partial,T1048,0
157,"The following AWS IoT Device Defender device-side detection metrics can detect indicators that an adversary may be exfiltrating collected data from compromised AWS IoT devices over a given channel to/from those devices: ""Destination IPs"" (""aws:destination-ip-addresses"") outside of expected IP address ranges may suggest that a device is communicating with unexpected parties. ""Bytes in"" (""aws:all-bytes-in""), ""Bytes out"" (""aws:all-bytes-out""), ""Packets in"" (""aws:all-packets-in""), and ""Packets out"" (""aws:all-packets-out"") values outside of expected norms may indicate that the device is sending and/or receiving non-standard traffic, which may include exfiltration of stolen data. ""Listening TCP ports"" (""aws:listening-tcp-ports""), ""Listening TCP port count"" (""aws:num-listening-tcp-ports""), ""Established TCP connections count"" (""aws:num-established-tcp-connections""), ""Listening UDP ports"" (""aws:listening-udp-ports""), and ""Listening UDP port count"" (""aws:num-listening-udp-ports"") values outside of expected norms may indicate that devices are communicating via unexpected ports/protocols, which may include exfiltration of data over those ports/protocols.
Coverage factor is partial, since these metrics are limited to exfiltration from IoT devices, resulting in an overall score of Partial.",T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AWS IoT Device Defender,technique-scores,Detect,Partial,T1048,0
158,"The following AWS IoT Device Defender device-side detection metrics can detect indicators that an adversary may be exfiltrating collected data from compromised AWS IoT devices over a given channel to/from those devices: ""Destination IPs"" (""aws:destination-ip-addresses"") outside of expected IP address ranges may suggest that a device is communicating with unexpected parties. ""Bytes in"" (""aws:all-bytes-in""), ""Bytes out"" (""aws:all-bytes-out""), ""Packets in"" (""aws:all-packets-in""), and ""Packets out"" (""aws:all-packets-out"") values outside of expected norms may indicate that the device is sending and/or receiving non-standard traffic, which may include exfiltration of stolen data. ""Listening TCP ports"" (""aws:listening-tcp-ports""), ""Listening TCP port count"" (""aws:num-listening-tcp-ports""), ""Established TCP connections count"" (""aws:num-established-tcp-connections""), ""Listening UDP ports"" (""aws:listening-udp-ports""), and ""Listening UDP port count"" (""aws:num-listening-udp-ports"") values outside of expected norms may indicate that devices are communicating via unexpected ports/protocols, which may include exfiltration of data over those ports/protocols.
Coverage factor is partial, since these metrics are limited to exfiltration from IoT devices, resulting in an overall score of Partial.",T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AWS IoT Device Defender,technique-scores,Detect,Partial,T1048,0
159,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1071,Application Layer Protocol,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Detect,Minimal,,0
160,"Mappings for AWS IoT Device Defender audit are based on the current set of AWS IoT Device Defender audit checks that can be enabled. AWS IoT Device Defender's predefined mitigation actions are also included for those audit checks that support them. Audit checks can be run as needed (on-demand audits) or scheduled to be run periodically (scheduled audits), so temporal scoring factors are uniformly high for this control, based on the assumption that checks are run (at minimum) on a frequent basis. Audit check and mitigation names are identified in quotes throughout this mapping.
Mappings for AWS IoT Device Defender detect are based on the current set of AWS IoT Device Defender device-side and cloud-side detection metrics. Cloud-side detection alarms are triggered when set thresholds are exceeded, and device-side detection metrics are published on a chosen interval with a minimum value of 5 minutes, so temporal scoring factors are uniformly high for this control, based on the assumption that thresholds are set to sensible values that detect suspicious values quickly and device-side metric publishing is not set to an unreasonably large interval. Detect metric names are identified in quotes throughout this mapping.",T1078,Valid Accounts,"['https://aws.amazon.com/iot-device-defender/', 'https://docs.aws.amazon.com/iot-device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-mitigation-actions', 'https://docs.aws.amazon.com/iot/latest/developerguide/dd-detect-security-use-cases', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-cloud-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/detect-device-side-metrics', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-audit', 'https://docs.aws.amazon.com/iot/latest/developerguide/device-defender-detect']","['Internet of Things', 'IoT']",,AWS IoT Device Defender,technique-scores,Detect,Minimal,,0
