,comments,attack_object_id,attack_object_name,references,tags,mapping_description,capability_id,mapping_type,metadata_key
837,,T1602,Data from Configuration Repository,[],[],,AC-4,mitigates,0
838,,T1602.001,SNMP (MIB Dump),[],[],,AC-4,mitigates,0
839,,T1602.002,Network Device Configuration Dump,[],[],,AC-4,mitigates,0
840,,T1611,Escape to Host,[],[],,AC-4,mitigates,0
841,,T1003,OS Credential Dumping,[],[],,AC-5,mitigates,0
842,,T1003.001,LSASS Memory,[],[],,AC-5,mitigates,0
843,,T1003.002,Security Account Manager,[],[],,AC-5,mitigates,0
844,,T1003.003,NTDS,[],[],,AC-5,mitigates,0
845,,T1003.004,LSA Secrets,[],[],,AC-5,mitigates,0
846,,T1003.005,Cached Domain Credentials,[],[],,AC-5,mitigates,0
847,,T1003.006,DCSync,[],[],,AC-5,mitigates,0
848,,T1003.007,Proc Filesystem,[],[],,AC-5,mitigates,0
849,,T1003.008,/etc/passwd and /etc/shadow,[],[],,AC-5,mitigates,0
850,,T1021,Remote Services,[],[],,AC-5,mitigates,0
851,,T1021.001,Remote Desktop Protocol,[],[],,AC-5,mitigates,0
852,,T1021.002,SMB/Windows Admin Shares,[],[],,AC-5,mitigates,0
853,,T1021.003,Distributed Component Object Model,[],[],,AC-5,mitigates,0
854,,T1021.004,SSH,[],[],,AC-5,mitigates,0
855,,T1021.006,Windows Remote Management,[],[],,AC-5,mitigates,0
856,,T1047,Windows Management Instrumentation,[],[],,AC-5,mitigates,0
857,,T1053,Scheduled Task/Job,[],[],,AC-5,mitigates,0
858,,T1053.001,At (Linux),[],[],,AC-5,mitigates,0
859,,T1053.002,At (Windows),[],[],,AC-5,mitigates,0
860,,T1053.003,Cron,[],[],,AC-5,mitigates,0
861,,T1053.005,Scheduled Task,[],[],,AC-5,mitigates,0
862,,T1053.006,Systemd Timers,[],[],,AC-5,mitigates,0
863,,T1053.007,Container Orchestration Job,[],[],,AC-5,mitigates,0
864,,T1055,Process Injection,[],[],,AC-5,mitigates,0
865,,T1055.008,Ptrace System Calls,[],[],,AC-5,mitigates,0
866,,T1056.003,Web Portal Capture,[],[],,AC-5,mitigates,0
867,,T1059,Command and Scripting Interpreter,[],[],,AC-5,mitigates,0
868,,T1059.001,PowerShell,[],[],,AC-5,mitigates,0
869,,T1059.008,Network Device CLI,[],[],,AC-5,mitigates,0
870,,T1070,Indicator Removal on Host,[],[],,AC-5,mitigates,0
871,,T1070.001,Clear Windows Event Logs,[],[],,AC-5,mitigates,0
872,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-5,mitigates,0
873,,T1070.003,Clear Command History,[],[],,AC-5,mitigates,0
874,,T1072,Software Deployment Tools,[],[],,AC-5,mitigates,0
875,,T1078,Valid Accounts,[],[],,AC-5,mitigates,0
876,,T1078.001,Default Accounts,[],[],,AC-5,mitigates,0
877,,T1078.002,Domain Accounts,[],[],,AC-5,mitigates,0
878,,T1078.003,Local Accounts,[],[],,AC-5,mitigates,0
879,,T1078.004,Cloud Accounts,[],[],,AC-5,mitigates,0
880,,T1087.004,Cloud Account,[],[],,AC-5,mitigates,0
881,,T1098,Account Manipulation,[],[],,AC-5,mitigates,0
882,,T1098.001,Additional Cloud Credentials,[],[],,AC-5,mitigates,0
883,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-5,mitigates,0
884,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-5,mitigates,0
885,,T1110,Brute Force,[],[],,AC-5,mitigates,0
886,,T1110.001,Password Guessing,[],[],,AC-5,mitigates,0
887,,T1110.002,Password Cracking,[],[],,AC-5,mitigates,0
888,,T1110.003,Password Spraying,[],[],,AC-5,mitigates,0
889,,T1110.004,Credential Stuffing,[],[],,AC-5,mitigates,0
890,,T1134,Access Token Manipulation,[],[],,AC-5,mitigates,0
891,,T1134.001,Token Impersonation/Theft,[],[],,AC-5,mitigates,0
892,,T1134.002,Create Process with Token,[],[],,AC-5,mitigates,0
893,,T1134.003,Make and Impersonate Token,[],[],,AC-5,mitigates,0
894,,T1134.005,SID-History Injection,[],[],,AC-5,mitigates,0
895,,T1136,Create Account,[],[],,AC-5,mitigates,0
896,,T1136.001,Local Account,[],[],,AC-5,mitigates,0
897,,T1136.002,Domain Account,[],[],,AC-5,mitigates,0
898,,T1136.003,Cloud Account,[],[],,AC-5,mitigates,0
899,,T1185,Browser Session Hijacking,[],[],,AC-5,mitigates,0
900,,T1190,Exploit Public-Facing Application,[],[],,AC-5,mitigates,0
901,,T1197,BITS Jobs,[],[],,AC-5,mitigates,0
902,,T1210,Exploitation of Remote Services,[],[],,AC-5,mitigates,0
903,,T1213,Data from Information Repositories,[],[],,AC-5,mitigates,0
904,,T1213.001,Confluence,[],[],,AC-5,mitigates,0
905,,T1213.002,Sharepoint,[],[],,AC-5,mitigates,0
906,,T1213.003,Code Repositories,[],[],,AC-5,mitigates,0
907,,T1218,Signed Binary Proxy Execution,[],[],,AC-5,mitigates,0
908,,T1218.007,Msiexec,[],[],,AC-5,mitigates,0
909,,T1222,File and Directory Permissions Modification,[],[],,AC-5,mitigates,0
910,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-5,mitigates,0
911,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-5,mitigates,0
912,,T1484,Domain Policy Modification,[],[],,AC-5,mitigates,0
913,,T1489,Service Stop,[],[],,AC-5,mitigates,0
914,,T1495,Firmware Corruption,[],[],,AC-5,mitigates,0
915,,T1505,Server Software Component,[],[],,AC-5,mitigates,0
916,,T1505.002,Transport Agent,[],[],,AC-5,mitigates,0
917,,T1505.003,Web Shell,[],[],,AC-5,mitigates,0
918,,T1525,Implant Internal Image,[],[],,AC-5,mitigates,0
919,,T1528,Steal Application Access Token,[],[],,AC-5,mitigates,0
920,,T1530,Data from Cloud Storage Object,[],[],,AC-5,mitigates,0
921,,T1537,Transfer Data to Cloud Account,[],[],,AC-5,mitigates,0
922,,T1538,Cloud Service Dashboard,[],[],,AC-5,mitigates,0
923,,T1542,Pre-OS Boot,[],[],,AC-5,mitigates,0
924,,T1542.001,System Firmware,[],[],,AC-5,mitigates,0
925,,T1542.003,Bootkit,[],[],,AC-5,mitigates,0
926,,T1542.005,TFTP Boot,[],[],,AC-5,mitigates,0
927,,T1543,Create or Modify System Process,[],[],,AC-5,mitigates,0
928,,T1543.001,Launch Agent,[],[],,AC-5,mitigates,0
929,,T1543.002,Systemd Service,[],[],,AC-5,mitigates,0
930,,T1543.003,Windows Service,[],[],,AC-5,mitigates,0
931,,T1543.004,Launch Daemon,[],[],,AC-5,mitigates,0
932,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,AC-5,mitigates,0
933,,T1547.004,Winlogon Helper DLL,[],[],,AC-5,mitigates,0
934,,T1547.006,Kernel Modules and Extensions,[],[],,AC-5,mitigates,0
935,,T1547.009,Shortcut Modification,[],[],,AC-5,mitigates,0
936,,T1547.012,Print Processors,[],[],,AC-5,mitigates,0
937,,T1547.013,XDG Autostart Entries,[],[],,AC-5,mitigates,0
938,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-5,mitigates,0
939,,T1548.002,Bypass User Account Control,[],[],,AC-5,mitigates,0
940,,T1548.003,Sudo and Sudo Caching,[],[],,AC-5,mitigates,0
941,,T1550,Use Alternate Authentication Material,[],[],,AC-5,mitigates,0
942,,T1550.002,Pass the Hash,[],[],,AC-5,mitigates,0
943,,T1550.003,Pass the Ticket,[],[],,AC-5,mitigates,0
944,,T1552,Unsecured Credentials,[],[],,AC-5,mitigates,0
945,,T1552.001,Credentials In Files,[],[],,AC-5,mitigates,0
946,,T1552.002,Credentials in Registry,[],[],,AC-5,mitigates,0
947,,T1552.006,Group Policy Preferences,[],[],,AC-5,mitigates,0
948,,T1552.007,Container API,[],[],,AC-5,mitigates,0
949,,T1553,Subvert Trust Controls,[],[],,AC-5,mitigates,0
950,,T1553.006,Code Signing Policy Modification,[],[],,AC-5,mitigates,0
951,,T1556,Modify Authentication Process,[],[],,AC-5,mitigates,0
952,,T1556.001,Domain Controller Authentication,[],[],,AC-5,mitigates,0
953,,T1556.003,Pluggable Authentication Modules,[],[],,AC-5,mitigates,0
954,,T1556.004,Network Device Authentication,[],[],,AC-5,mitigates,0
955,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-5,mitigates,0
956,,T1558.001,Golden Ticket,[],[],,AC-5,mitigates,0
957,,T1558.002,Silver Ticket,[],[],,AC-5,mitigates,0
958,,T1558.003,Kerberoasting,[],[],,AC-5,mitigates,0
959,,T1559,Inter-Process Communication,[],[],,AC-5,mitigates,0
960,,T1559.001,Component Object Model,[],[],,AC-5,mitigates,0
961,,T1562,Impair Defenses,[],[],,AC-5,mitigates,0
962,,T1562.001,Disable or Modify Tools,[],[],,AC-5,mitigates,0
963,,T1562.002,Disable Windows Event Logging,[],[],,AC-5,mitigates,0
964,,T1562.004,Disable or Modify System Firewall,[],[],,AC-5,mitigates,0
965,,T1562.006,Indicator Blocking,[],[],,AC-5,mitigates,0
966,,T1562.007,Disable or Modify Cloud Firewall,[],[],,AC-5,mitigates,0
967,,T1562.008,Disable Cloud Logs,[],[],,AC-5,mitigates,0
968,,T1562.009,Safe Mode Boot,[],[],,AC-5,mitigates,0
969,,T1563,Remote Service Session Hijacking,[],[],,AC-5,mitigates,0
970,,T1563.001,SSH Hijacking,[],[],,AC-5,mitigates,0
971,,T1563.002,RDP Hijacking,[],[],,AC-5,mitigates,0
972,,T1569,System Services,[],[],,AC-5,mitigates,0
973,,T1569.001,Launchctl,[],[],,AC-5,mitigates,0
974,,T1569.002,Service Execution,[],[],,AC-5,mitigates,0
975,,T1574,Hijack Execution Flow,[],[],,AC-5,mitigates,0
976,,T1574.004,Dylib Hijacking,[],[],,AC-5,mitigates,0
977,,T1574.005,Executable Installer File Permissions Weakness,[],[],,AC-5,mitigates,0
978,,T1574.007,Path Interception by PATH Environment Variable,[],[],,AC-5,mitigates,0
979,,T1574.008,Path Interception by Search Order Hijacking,[],[],,AC-5,mitigates,0
980,,T1574.009,Path Interception by Unquoted Path,[],[],,AC-5,mitigates,0
981,,T1574.010,Services File Permissions Weakness,[],[],,AC-5,mitigates,0
982,,T1574.012,COR_PROFILER,[],[],,AC-5,mitigates,0
983,,T1578,Modify Cloud Compute Infrastructure,[],[],,AC-5,mitigates,0
984,,T1578.001,Create Snapshot,[],[],,AC-5,mitigates,0
985,,T1578.002,Create Cloud Instance,[],[],,AC-5,mitigates,0
986,,T1578.003,Delete Cloud Instance,[],[],,AC-5,mitigates,0
987,,T1580,Cloud Infrastructure Discovery,[],[],,AC-5,mitigates,0
988,,T1599,Network Boundary Bridging,[],[],,AC-5,mitigates,0
989,,T1599.001,Network Address Translation Traversal,[],[],,AC-5,mitigates,0
990,,T1601,Modify System Image,[],[],,AC-5,mitigates,0
991,,T1601.001,Patch System Image,[],[],,AC-5,mitigates,0
992,,T1601.002,Downgrade System Image,[],[],,AC-5,mitigates,0
993,,T1606,Forge Web Credentials,[],[],,AC-5,mitigates,0
994,,T1611,Escape to Host,[],[],,AC-5,mitigates,0
995,,T1619,Cloud Storage Object Discovery,[],[],,AC-5,mitigates,0
996,,T1003,OS Credential Dumping,[],[],,AC-6,mitigates,0
997,,T1003.001,LSASS Memory,[],[],,AC-6,mitigates,0
998,,T1003.002,Security Account Manager,[],[],,AC-6,mitigates,0
999,,T1003.003,NTDS,[],[],,AC-6,mitigates,0
1000,,T1003.004,LSA Secrets,[],[],,AC-6,mitigates,0
1001,,T1003.005,Cached Domain Credentials,[],[],,AC-6,mitigates,0
1002,,T1003.006,DCSync,[],[],,AC-6,mitigates,0
1003,,T1003.007,Proc Filesystem,[],[],,AC-6,mitigates,0
1004,,T1003.008,/etc/passwd and /etc/shadow,[],[],,AC-6,mitigates,0
1005,,T1005,Data from Local System,[],[],,AC-6,mitigates,0
1006,,T1021,Remote Services,[],[],,AC-6,mitigates,0
1007,,T1021.001,Remote Desktop Protocol,[],[],,AC-6,mitigates,0
1008,,T1021.002,SMB/Windows Admin Shares,[],[],,AC-6,mitigates,0
1009,,T1021.003,Distributed Component Object Model,[],[],,AC-6,mitigates,0
1010,,T1021.004,SSH,[],[],,AC-6,mitigates,0
1011,,T1021.005,VNC,[],[],,AC-6,mitigates,0
1012,,T1021.006,Windows Remote Management,[],[],,AC-6,mitigates,0
1013,,T1025,Data from Removable Media,[],[],,AC-6,mitigates,0
1014,,T1036,Masquerading,[],[],,AC-6,mitigates,0
1015,,T1036.003,Rename System Utilities,[],[],,AC-6,mitigates,0
1016,,T1036.005,Match Legitimate Name or Location,[],[],,AC-6,mitigates,0
1017,,T1041,Exfiltration Over C2 Channel,[],[],,AC-6,mitigates,0
1018,,T1047,Windows Management Instrumentation,[],[],,AC-6,mitigates,0
1019,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-6,mitigates,0
1020,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-6,mitigates,0
1021,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-6,mitigates,0
1022,,T1052,Exfiltration Over Physical Medium,[],[],,AC-6,mitigates,0
1023,,T1052.001,Exfiltration over USB,[],[],,AC-6,mitigates,0
1024,,T1053,Scheduled Task/Job,[],[],,AC-6,mitigates,0
1025,,T1053.001,At (Linux),[],[],,AC-6,mitigates,0
1026,,T1053.002,At (Windows),[],[],,AC-6,mitigates,0
1027,,T1053.003,Cron,[],[],,AC-6,mitigates,0
1028,,T1053.005,Scheduled Task,[],[],,AC-6,mitigates,0
1029,,T1053.006,Systemd Timers,[],[],,AC-6,mitigates,0
1030,,T1053.007,Container Orchestration Job,[],[],,AC-6,mitigates,0
1031,,T1055,Process Injection,[],[],,AC-6,mitigates,0
1032,,T1055.001,Dynamic-link Library Injection,[],[],,AC-6,mitigates,0
1033,,T1055.002,Portable Executable Injection,[],[],,AC-6,mitigates,0
1034,,T1055.003,Thread Execution Hijacking,[],[],,AC-6,mitigates,0
1035,,T1055.004,Asynchronous Procedure Call,[],[],,AC-6,mitigates,0
1036,,T1055.005,Thread Local Storage,[],[],,AC-6,mitigates,0
1037,,T1055.008,Ptrace System Calls,[],[],,AC-6,mitigates,0
1038,,T1055.009,Proc Memory,[],[],,AC-6,mitigates,0
1039,,T1055.011,Extra Window Memory Injection,[],[],,AC-6,mitigates,0
1040,,T1055.012,Process Hollowing,[],[],,AC-6,mitigates,0
1041,,T1055.013,Process Doppelgänging,[],[],,AC-6,mitigates,0
1042,,T1055.014,VDSO Hijacking,[],[],,AC-6,mitigates,0
1043,,T1056.003,Web Portal Capture,[],[],,AC-6,mitigates,0
1044,,T1059,Command and Scripting Interpreter,[],[],,AC-6,mitigates,0
1045,,T1059.001,PowerShell,[],[],,AC-6,mitigates,0
1046,,T1059.002,AppleScript,[],[],,AC-6,mitigates,0
1047,,T1059.003,Windows Command Shell,[],[],,AC-6,mitigates,0
1048,,T1059.004,Unix Shell,[],[],,AC-6,mitigates,0
1049,,T1059.005,Visual Basic,[],[],,AC-6,mitigates,0
1050,,T1059.006,Python,[],[],,AC-6,mitigates,0
1051,,T1059.007,JavaScript,[],[],,AC-6,mitigates,0
1052,,T1059.008,Network Device CLI,[],[],,AC-6,mitigates,0
1053,,T1068,Exploitation for Privilege Escalation,[],[],,AC-6,mitigates,0
1054,,T1070,Indicator Removal on Host,[],[],,AC-6,mitigates,0
1055,,T1070.001,Clear Windows Event Logs,[],[],,AC-6,mitigates,0
1056,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-6,mitigates,0
1057,,T1070.003,Clear Command History,[],[],,AC-6,mitigates,0
1058,,T1072,Software Deployment Tools,[],[],,AC-6,mitigates,0
1059,,T1078,Valid Accounts,[],[],,AC-6,mitigates,0
1060,,T1078.001,Default Accounts,[],[],,AC-6,mitigates,0
1061,,T1078.002,Domain Accounts,[],[],,AC-6,mitigates,0
1062,,T1078.003,Local Accounts,[],[],,AC-6,mitigates,0
1063,,T1078.004,Cloud Accounts,[],[],,AC-6,mitigates,0
1064,,T1087.004,Cloud Account,[],[],,AC-6,mitigates,0
1065,,T1091,Replication Through Removable Media,[],[],,AC-6,mitigates,0
1066,,T1098,Account Manipulation,[],[],,AC-6,mitigates,0
1067,,T1098.001,Additional Cloud Credentials,[],[],,AC-6,mitigates,0
1068,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-6,mitigates,0
1069,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-6,mitigates,0
1070,,T1106,Native API,[],[],,AC-6,mitigates,0
1071,,T1110,Brute Force,[],[],,AC-6,mitigates,0
1072,,T1110.001,Password Guessing,[],[],,AC-6,mitigates,0
1073,,T1110.002,Password Cracking,[],[],,AC-6,mitigates,0
1074,,T1110.003,Password Spraying,[],[],,AC-6,mitigates,0
1075,,T1110.004,Credential Stuffing,[],[],,AC-6,mitigates,0
1076,,T1112,Modify Registry,[],[],,AC-6,mitigates,0
1077,,T1133,External Remote Services,[],[],,AC-6,mitigates,0
1078,,T1134,Access Token Manipulation,[],[],,AC-6,mitigates,0
1079,,T1134.001,Token Impersonation/Theft,[],[],,AC-6,mitigates,0
1080,,T1134.002,Create Process with Token,[],[],,AC-6,mitigates,0
1081,,T1134.003,Make and Impersonate Token,[],[],,AC-6,mitigates,0
1082,,T1134.005,SID-History Injection,[],[],,AC-6,mitigates,0
1083,,T1136,Create Account,[],[],,AC-6,mitigates,0
1084,,T1136.001,Local Account,[],[],,AC-6,mitigates,0
1085,,T1136.002,Domain Account,[],[],,AC-6,mitigates,0
1086,,T1136.003,Cloud Account,[],[],,AC-6,mitigates,0
1087,,T1137,Office Application Startup,[],[],,AC-6,mitigates,0
1088,,T1137.001,Office Template Macros,[],[],,AC-6,mitigates,0
1089,,T1137.002,Office Test,[],[],,AC-6,mitigates,0
1090,,T1137.003,Outlook Forms,[],[],,AC-6,mitigates,0
1091,,T1137.004,Outlook Home Page,[],[],,AC-6,mitigates,0
1092,,T1137.005,Outlook Rules,[],[],,AC-6,mitigates,0
1093,,T1137.006,Add-ins,[],[],,AC-6,mitigates,0
1094,,T1176,Browser Extensions,[],[],,AC-6,mitigates,0
1095,,T1185,Browser Session Hijacking,[],[],,AC-6,mitigates,0
1096,,T1189,Drive-by Compromise,[],[],,AC-6,mitigates,0
1097,,T1190,Exploit Public-Facing Application,[],[],,AC-6,mitigates,0
1098,,T1197,BITS Jobs,[],[],,AC-6,mitigates,0
1099,,T1199,Trusted Relationship,[],[],,AC-6,mitigates,0
1100,,T1200,Hardware Additions,[],[],,AC-6,mitigates,0
1101,,T1203,Exploitation for Client Execution,[],[],,AC-6,mitigates,0
1102,,T1210,Exploitation of Remote Services,[],[],,AC-6,mitigates,0
1103,,T1211,Exploitation for Defense Evasion,[],[],,AC-6,mitigates,0
1104,,T1212,Exploitation for Credential Access,[],[],,AC-6,mitigates,0
1105,,T1213,Data from Information Repositories,[],[],,AC-6,mitigates,0
1106,,T1213.001,Confluence,[],[],,AC-6,mitigates,0
1107,,T1213.002,Sharepoint,[],[],,AC-6,mitigates,0
1108,,T1213.003,Code Repositories,[],[],,AC-6,mitigates,0
1109,,T1218,Signed Binary Proxy Execution,[],[],,AC-6,mitigates,0
1110,,T1218.007,Msiexec,[],[],,AC-6,mitigates,0
1111,,T1222,File and Directory Permissions Modification,[],[],,AC-6,mitigates,0
1112,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-6,mitigates,0
1113,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-6,mitigates,0
1114,,T1484,Domain Policy Modification,[],[],,AC-6,mitigates,0
1115,,T1485,Data Destruction,[],[],,AC-6,mitigates,0
1116,,T1486,Data Encrypted for Impact,[],[],,AC-6,mitigates,0
1117,,T1489,Service Stop,[],[],,AC-6,mitigates,0
1118,,T1490,Inhibit System Recovery,[],[],,AC-6,mitigates,0
1119,,T1491,Defacement,[],[],,AC-6,mitigates,0
1120,,T1491.001,Internal Defacement,[],[],,AC-6,mitigates,0
1121,,T1491.002,External Defacement,[],[],,AC-6,mitigates,0
1122,,T1495,Firmware Corruption,[],[],,AC-6,mitigates,0
1123,,T1505,Server Software Component,[],[],,AC-6,mitigates,0
1124,,T1505.002,Transport Agent,[],[],,AC-6,mitigates,0
1125,,T1505.003,Web Shell,[],[],,AC-6,mitigates,0
1126,,T1505.004,IIS Components,[],[],,AC-6,mitigates,0
1127,,T1525,Implant Internal Image,[],[],,AC-6,mitigates,0
1128,,T1528,Steal Application Access Token,[],[],,AC-6,mitigates,0
1129,,T1530,Data from Cloud Storage Object,[],[],,AC-6,mitigates,0
1130,,T1537,Transfer Data to Cloud Account,[],[],,AC-6,mitigates,0
1131,,T1538,Cloud Service Dashboard,[],[],,AC-6,mitigates,0
1132,,T1539,Steal Web Session Cookie,[],[],,AC-6,mitigates,0
1133,,T1542,Pre-OS Boot,[],[],,AC-6,mitigates,0
1134,,T1542.001,System Firmware,[],[],,AC-6,mitigates,0
1135,,T1542.003,Bootkit,[],[],,AC-6,mitigates,0
1136,,T1542.004,ROMMONkit,[],[],,AC-6,mitigates,0
1137,,T1542.005,TFTP Boot,[],[],,AC-6,mitigates,0
1138,,T1543,Create or Modify System Process,[],[],,AC-6,mitigates,0
1139,,T1543.001,Launch Agent,[],[],,AC-6,mitigates,0
1140,,T1543.002,Systemd Service,[],[],,AC-6,mitigates,0
1141,,T1543.003,Windows Service,[],[],,AC-6,mitigates,0
1142,,T1543.004,Launch Daemon,[],[],,AC-6,mitigates,0
1143,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,AC-6,mitigates,0
1144,,T1546.004,Unix Shell Configuration Modification,[],[],,AC-6,mitigates,0
1145,,T1546.011,Application Shimming,[],[],,AC-6,mitigates,0
1146,,T1546.013,PowerShell Profile,[],[],,AC-6,mitigates,0
1147,,T1547.003,Time Providers,[],[],,AC-6,mitigates,0
1148,,T1547.004,Winlogon Helper DLL,[],[],,AC-6,mitigates,0
1149,,T1547.006,Kernel Modules and Extensions,[],[],,AC-6,mitigates,0
1150,,T1547.009,Shortcut Modification,[],[],,AC-6,mitigates,0
1151,,T1547.011,Plist Modification,[],[],,AC-6,mitigates,0
1152,,T1547.012,Print Processors,[],[],,AC-6,mitigates,0
1153,,T1547.013,XDG Autostart Entries,[],[],,AC-6,mitigates,0
1154,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-6,mitigates,0
1155,,T1548.002,Bypass User Account Control,[],[],,AC-6,mitigates,0
1156,,T1548.003,Sudo and Sudo Caching,[],[],,AC-6,mitigates,0
1157,,T1550,Use Alternate Authentication Material,[],[],,AC-6,mitigates,0
1158,,T1550.002,Pass the Hash,[],[],,AC-6,mitigates,0
1159,,T1550.003,Pass the Ticket,[],[],,AC-6,mitigates,0
1160,,T1552,Unsecured Credentials,[],[],,AC-6,mitigates,0
1161,,T1552.001,Credentials In Files,[],[],,AC-6,mitigates,0
1162,,T1552.002,Credentials in Registry,[],[],,AC-6,mitigates,0
1163,,T1552.006,Group Policy Preferences,[],[],,AC-6,mitigates,0
1164,,T1552.007,Container API,[],[],,AC-6,mitigates,0
1165,,T1553,Subvert Trust Controls,[],[],,AC-6,mitigates,0
1166,,T1553.003,SIP and Trust Provider Hijacking,[],[],,AC-6,mitigates,0
1167,,T1553.006,Code Signing Policy Modification,[],[],,AC-6,mitigates,0
1168,,T1556,Modify Authentication Process,[],[],,AC-6,mitigates,0
1169,,T1556.001,Domain Controller Authentication,[],[],,AC-6,mitigates,0
1170,,T1556.003,Pluggable Authentication Modules,[],[],,AC-6,mitigates,0
1171,,T1556.004,Network Device Authentication,[],[],,AC-6,mitigates,0
1172,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-6,mitigates,0
1173,,T1558.001,Golden Ticket,[],[],,AC-6,mitigates,0
1174,,T1558.002,Silver Ticket,[],[],,AC-6,mitigates,0
1175,,T1558.003,Kerberoasting,[],[],,AC-6,mitigates,0
1176,,T1559,Inter-Process Communication,[],[],,AC-6,mitigates,0
1177,,T1559.001,Component Object Model,[],[],,AC-6,mitigates,0
1178,,T1559.002,Dynamic Data Exchange,[],[],,AC-6,mitigates,0
1179,,T1561,Disk Wipe,[],[],,AC-6,mitigates,0
1180,,T1561.001,Disk Content Wipe,[],[],,AC-6,mitigates,0
1181,,T1561.002,Disk Structure Wipe,[],[],,AC-6,mitigates,0
1182,,T1562,Impair Defenses,[],[],,AC-6,mitigates,0
1183,,T1562.001,Disable or Modify Tools,[],[],,AC-6,mitigates,0
1184,,T1562.002,Disable Windows Event Logging,[],[],,AC-6,mitigates,0
1185,,T1562.004,Disable or Modify System Firewall,[],[],,AC-6,mitigates,0
1186,,T1562.006,Indicator Blocking,[],[],,AC-6,mitigates,0
1187,,T1562.007,Disable or Modify Cloud Firewall,[],[],,AC-6,mitigates,0
1188,,T1562.008,Disable Cloud Logs,[],[],,AC-6,mitigates,0
1189,,T1562.009,Safe Mode Boot,[],[],,AC-6,mitigates,0
1190,,T1563,Remote Service Session Hijacking,[],[],,AC-6,mitigates,0
1191,,T1563.001,SSH Hijacking,[],[],,AC-6,mitigates,0
1192,,T1563.002,RDP Hijacking,[],[],,AC-6,mitigates,0
1193,,T1567,Exfiltration Over Web Service,[],[],,AC-6,mitigates,0
1194,,T1569,System Services,[],[],,AC-6,mitigates,0
1195,,T1569.001,Launchctl,[],[],,AC-6,mitigates,0
1196,,T1569.002,Service Execution,[],[],,AC-6,mitigates,0
1197,,T1574,Hijack Execution Flow,[],[],,AC-6,mitigates,0
1198,,T1574.004,Dylib Hijacking,[],[],,AC-6,mitigates,0
1199,,T1574.005,Executable Installer File Permissions Weakness,[],[],,AC-6,mitigates,0
1200,,T1574.007,Path Interception by PATH Environment Variable,[],[],,AC-6,mitigates,0
1201,,T1574.008,Path Interception by Search Order Hijacking,[],[],,AC-6,mitigates,0
1202,,T1574.009,Path Interception by Unquoted Path,[],[],,AC-6,mitigates,0
1203,,T1574.010,Services File Permissions Weakness,[],[],,AC-6,mitigates,0
1204,,T1574.011,Services Registry Permissions Weakness,[],[],,AC-6,mitigates,0
1205,,T1574.012,COR_PROFILER,[],[],,AC-6,mitigates,0
1206,,T1578,Modify Cloud Compute Infrastructure,[],[],,AC-6,mitigates,0
1207,,T1578.001,Create Snapshot,[],[],,AC-6,mitigates,0
1208,,T1578.002,Create Cloud Instance,[],[],,AC-6,mitigates,0
1209,,T1578.003,Delete Cloud Instance,[],[],,AC-6,mitigates,0
1210,,T1580,Cloud Infrastructure Discovery,[],[],,AC-6,mitigates,0
1211,,T1599,Network Boundary Bridging,[],[],,AC-6,mitigates,0
1212,,T1599.001,Network Address Translation Traversal,[],[],,AC-6,mitigates,0
1213,,T1601,Modify System Image,[],[],,AC-6,mitigates,0
1214,,T1601.001,Patch System Image,[],[],,AC-6,mitigates,0
1215,,T1601.002,Downgrade System Image,[],[],,AC-6,mitigates,0
1216,,T1606,Forge Web Credentials,[],[],,AC-6,mitigates,0
1217,,T1606.001,Web Cookies,[],[],,AC-6,mitigates,0
1218,,T1606.002,SAML Tokens,[],[],,AC-6,mitigates,0
1219,,T1609,Container Administration Command,[],[],,AC-6,mitigates,0
1220,,T1610,Deploy Container,[],[],,AC-6,mitigates,0
1221,,T1611,Escape to Host,[],[],,AC-6,mitigates,0
1222,,T1612,Build Image on Host,[],[],,AC-6,mitigates,0
1223,,T1613,Container and Resource Discovery,[],[],,AC-6,mitigates,0
1224,,T1619,Cloud Storage Object Discovery,[],[],,AC-6,mitigates,0
1225,,T1021,Remote Services,[],[],,AC-7,mitigates,0
1226,,T1021.001,Remote Desktop Protocol,[],[],,AC-7,mitigates,0
1227,,T1021.004,SSH,[],[],,AC-7,mitigates,0
