,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
252,,T1562.003,Impair Command History Logging,[],[],,action.hacking.variety.Disable controls,related-to,action.hacking.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
253,,T1562.003,Impair Command History Logging,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
254,,T1562.004,Disable or Modify System Firewall,[],[],,action.hacking.variety.Disable controls,related-to,action.hacking.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
255,,T1562.004,Disable or Modify System Firewall,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
256,,T1562.007,Disable or Modify Cloud Firewall,[],[],,action.hacking.variety.Disable controls,related-to,action.hacking.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
257,,T1562.007,Disable or Modify Cloud Firewall,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
258,,T1562.008,Disable Cloud Logs,[],[],,action.hacking.variety.Disable controls,related-to,action.hacking.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
259,,T1562.008,Disable Cloud Logs,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
260,,T1489,Service Stop,[],[],,action.hacking.variety.Disable controls,related-to,action.hacking.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
261,,T1489,Service Stop,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
262,,T1489,Service Stop,[],[],,attribute.availability.variety.Interruption,related-to,attribute.availability.variety.Interruption,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
263,,T1498,Network Denial of Service,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
264,,T1498,Network Denial of Service,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
265,,T1498,Network Denial of Service,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
266,,T1498,Network Denial of Service,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
267,,T1498.001,Network Denial of Service: Direct Network Flood,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
268,,T1498.001,Network Denial of Service: Direct Network Flood,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
269,,T1498.001,Network Denial of Service: Direct Network Flood,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
270,,T1498.001,Network Denial of Service: Direct Network Flood,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
271,,T1498.002,Network Denial of Service: Reflection Amplification,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
272,,T1498.002,Network Denial of Service: Reflection Amplification,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
273,,T1498.002,Network Denial of Service: Reflection Amplification,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
274,,T1498.002,Network Denial of Service: Reflection Amplification,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
275,,T1499,Endpoint Denial of Service,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
276,,T1499,Endpoint Denial of Service,[],[],,action.hacking.variety.Soap array abuse,related-to,action.hacking.variety.Soap array abuse,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
277,,T1499,Endpoint Denial of Service,[],[],,action.hacking.variety.XML external entities,related-to,action.hacking.variety.XML external entities,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
278,,T1499,Endpoint Denial of Service,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
279,,T1499,Endpoint Denial of Service,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
280,,T1499,Endpoint Denial of Service,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
281,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
282,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
283,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
284,,T1499.001,Endpoint Denial of Service: OS Exhaustion Flood,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
285,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
286,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
287,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
288,,T1499.002,Endpoint Denial of Service: Service Exhaustion Flood,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
289,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
290,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
291,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
292,,T1499.003,Endpoint Denial of Service: Application Exhaustion Flood,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
293,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
294,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],[],,action.malware.variety.DoS,related-to,action.malware.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
295,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],[],,attribute.availability.variety.Degradation,related-to,attribute.availability.variety.Degradation,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
296,,T1499.004,Endpoint Denial of Service: Application or System Exploitation,[],[],,attribute.availability.variety.Loss,related-to,attribute.availability.variety.Loss,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
297,,T1583.005,Acquire Infrastructure: Botnet,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
298,,T1583.005,Acquire Infrastructure: Botnet,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
299,,T1583.005,Acquire Infrastructure: Botnet,[],[],,value_chain.development.variety.Bot,related-to,value_chain.development.variety.Bot,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
300,,T1584.005,Compromise Infrastructure: Botnet,[],[],,action.hacking.variety.DoS,related-to,action.hacking.variety.DoS,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
301,,T1584.005,Compromise Infrastructure: Botnet,[],[],,action.hacking.variety.Unknown,related-to,action.hacking.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
302,,T1622,Debugger Evasion,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
303,,T1622,Debugger Evasion,[],[],,action.malware.variety.Evade Defenses,related-to,action.malware.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
304,,T1622,Debugger Evasion,[],[],,action.social.variety.Evade Defenses,related-to,action.social.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
305,,T1211,Exploitation for Defense Evasion,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
306,,T1211,Exploitation for Defense Evasion,[],[],,action.malware.variety.Evade Defenses,related-to,action.malware.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
307,,T1211,Exploitation for Defense Evasion,[],[],,action.social.variety.Evade Defenses,related-to,action.social.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
308,,T1036,Masquerading,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
309,,T1036,Masquerading,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
310,,T1036,Masquerading,[],[],,action.malware.variety.Evade Defenses,related-to,action.malware.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
311,,T1036,Masquerading,[],[],,action.malware.vector.Email attachment,related-to,action.malware.vector.Email attachment,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
312,,T1036,Masquerading,[],[],,action.social.variety.Evade Defenses,related-to,action.social.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
313,,T1014,Rootkit,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
314,,T1014,Rootkit,[],[],,action.malware.variety.Evade Defenses,related-to,action.malware.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
315,,T1014,Rootkit,[],[],,action.malware.variety.Rootkit,related-to,action.malware.variety.Rootkit,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
316,,T1014,Rootkit,[],[],,action.social.variety.Evade Defenses,related-to,action.social.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
317,,T1553,Subvert Trust Controls,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
318,,T1553,Subvert Trust Controls,[],[],,action.malware.variety.Disable controls,related-to,action.malware.variety.Disable controls,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
319,,T1553,Subvert Trust Controls,[],[],,action.malware.variety.Evade Defenses,related-to,action.malware.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
320,,T1553,Subvert Trust Controls,[],[],,action.social.variety.Evade Defenses,related-to,action.social.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
321,,T1001,Data Obfuscation,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
322,,T1001,Data Obfuscation,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
323,,T1001.001,Data Obfuscation: Junk Data,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
324,,T1001.001,Data Obfuscation: Junk Data,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
325,,T1001.001,Data Obfuscation: Junk Data,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
326,,T1001.001,Data Obfuscation: Junk Data,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
327,,T1001.002,Data Obfuscation: Steganography,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
328,,T1001.002,Data Obfuscation: Steganography,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
329,,T1001.003,Data Obfuscation: Protocol Impersonation,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
330,,T1001.003,Data Obfuscation: Protocol Impersonation,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
331,,T1071,Application Layer Protocol,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
332,,T1071,Application Layer Protocol,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
333,,T1071,Application Layer Protocol,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
334,,T1071,Application Layer Protocol,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
335,,T1071,Application Layer Protocol,[],[],,action.malware.variety.Unknown,related-to,action.malware.variety.Unknown,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
336,,T1132,Data Encoding,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
337,,T1132,Data Encoding,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
338,,T1132,Data Encoding,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
339,,T1132.001,Data Encoding: Standard Encoding,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
340,,T1132.001,Data Encoding: Standard Encoding,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
341,,T1132.001,Data Encoding: Standard Encoding,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
342,,T1132.002,Data Encoding: Non-Standard Encoding,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
343,,T1132.002,Data Encoding: Non-Standard Encoding,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
344,,T1132.002,Data Encoding: Non-Standard Encoding,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
345,,T1568,Dynamic Resolution,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
346,,T1568,Dynamic Resolution,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
347,,T1568,Dynamic Resolution,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
348,,T1568,Dynamic Resolution,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
349,,T1568,Dynamic Resolution,[],[],,action.malware.vector.Download by malware,related-to,action.malware.vector.Download by malware,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
350,,T1568.001,Dynamic Resolution: Fast Flux DSN,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
351,,T1568.001,Dynamic Resolution: Fast Flux DSN,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
352,,T1568.001,Dynamic Resolution: Fast Flux DSN,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
353,,T1568.002,Dynamic Resolution: Domain Generation Algorithms,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
354,,T1568.002,Dynamic Resolution: Domain Generation Algorithms,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
355,,T1568.002,Dynamic Resolution: Domain Generation Algorithms,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
356,,T1568.003,Dynamic Resolution: DNS Calculation,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
357,,T1568.003,Dynamic Resolution: DNS Calculation,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
358,,T1568.003,Dynamic Resolution: DNS Calculation,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
359,,T1573,Encrypted Channels,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
360,,T1573,Encrypted Channels,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
361,,T1573,Encrypted Channels,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
362,,T1573,Encrypted Channels,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
363,,T1573.002,Encrypted Channels: Asymmetric Cryptography,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
364,,T1573.002,Encrypted Channels: Asymmetric Cryptography,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
365,,T1573.002,Encrypted Channels: Asymmetric Cryptography,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
366,,T1573.001,Encrypted Channels: Symmetric Cryptography,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
367,,T1573.001,Encrypted Channels: Symmetric Cryptography,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
368,,T1573.001,Encrypted Channels: Symmetric Cryptography,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
369,,T1008,Fallback Channels,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
370,,T1008,Fallback Channels,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
371,,T1008,Fallback Channels,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
372,,T1008,Fallback Channels,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
373,,T1104,Multi-Stage Channels,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
374,,T1104,Multi-Stage Channels,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
375,,T1104,Multi-Stage Channels,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
376,,T1104,Multi-Stage Channels,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
377,,T1572,Protocol Tunneling,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
378,,T1572,Protocol Tunneling,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
379,,T1572,Protocol Tunneling,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
380,,T1572,Protocol Tunneling,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
381,,T1090,Proxy,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
382,,T1090,Proxy,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
383,,T1090,Proxy,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
384,,T1090,Proxy,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
385,,T1205,Traffic Signaling,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
386,,T1205,Traffic Signaling,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
387,,T1205,Traffic Signaling,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
388,,T1205.001,Traffic Signaling: Port Knocking,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
389,,T1205.001,Traffic Signaling: Port Knocking,[],[],,action.malware.variety.Backdoor,related-to,action.malware.variety.Backdoor,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
390,,T1205.001,Traffic Signaling: Port Knocking,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
391,,T1205.001,Traffic Signaling: Port Knocking,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
392,,T1205.002,Traffic Signaling: Socket Filters,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
393,,T1102,Web Service,[],[],,action.hacking.variety.Evade Defenses,related-to,action.hacking.variety.Evade Defenses,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
394,,T1102,Web Service,[],[],,action.hacking.vector.Other network service,related-to,action.hacking.vector.Other network service,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
395,,T1102,Web Service,[],[],,action.malware.variety.Backdoor or C2,related-to,action.malware.variety.Backdoor or C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
396,,T1102,Web Service,[],[],,action.malware.variety.C2,related-to,action.malware.variety.C2,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
397,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Exploit misconfig,related-to,action.hacking.variety.Exploit misconfig,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
398,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Exploit vuln,related-to,action.hacking.variety.Exploit vuln,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
399,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Format string attack,related-to,action.hacking.variety.Format string attack,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
400,,T1068,Exploitation for Privilege Escalation,[],[],,action.hacking.variety.Fuzz testing,related-to,action.hacking.variety.Fuzz testing,,02/03/2021,10/27/2021,12.1,enterprise,veris,1.3.7
