,relationship-type,veris-path,attack-object-key
593,related-to,"attribute.confidentiality."""".data_disclosure",593
594,related-to,action.hacking.variety.XPath injection,594
595,related-to,action.malware.variety.Capture stored data,595
596,related-to,action.hacking.variety.Unknown,596
597,related-to,action.hacking.vector.Other network service,597
598,related-to,action.hacking.variety.Unknown,598
599,related-to,action.hacking.variety.Unknown,599
600,related-to,action.malware.vector.Web application - download,600
601,related-to,action.hacking.variety.Unknown,601
602,related-to,action.malware.variety.Backdoor or C2,602
603,related-to,action.malware.variety.C2,603
604,related-to,action.hacking.variety.Unknown,604
605,related-to,action.malware.variety.Backdoor or C2,605
606,related-to,action.malware.variety.C2,606
607,related-to,action.hacking.variety.Unknown,607
608,related-to,action.malware.vector.Web application - download,608
609,related-to,action.hacking.variety.Unknown,609
610,related-to,action.social.variety.Pretexting,610
611,related-to,action.hacking.variety.Unknown,611
612,related-to,action.malware.variety.Backdoor or C2,612
613,related-to,action.malware.variety.C2,613
614,related-to,action.hacking.variety.Unknown,614
615,related-to,action.hacking.variety.Unknown,615
616,related-to,action.hacking.variety.Unknown,616
617,related-to,action.hacking.variety.Unknown,617
618,related-to,value_chain.development.variety.Unknown,618
619,related-to,action.hacking.variety.Unknown,619
620,related-to,action.malware.variety.Unknown,620
621,related-to,value_chain.development.variety.Bot,621
622,related-to,value_chain.development.variety.Payload,622
623,related-to,value_chain.development.variety.Ransomware,623
624,related-to,value_chain.development.variety.Trojan,624
625,related-to,action.hacking.variety.Unknown,625
626,related-to,value_chain.development.variety.Other,626
627,related-to,action.hacking.variety.Unknown,627
628,related-to,value_chain.development.variety.Other,628
629,related-to,action.hacking.variety.Unknown,629
630,related-to,action.malware.variety.Unknown,630
631,related-to,value_chain.development.variety.Exploit,631
632,related-to,value_chain.development.variety.Exploit Kits,632
633,related-to,action.hacking.variety.Unknown,633
634,related-to,value_chain.development.variety.Unknown,634
635,related-to,action.hacking.variety.Unknown,635
636,related-to,action.malware.variety.Unknown,636
637,related-to,value_chain.development.variety.Bot,637
638,related-to,value_chain.development.variety.Payload,638
639,related-to,value_chain.development.variety.Ransomware,639
640,related-to,value_chain.development.variety.Trojan,640
641,related-to,action.hacking.variety.Unknown,641
642,related-to,action.hacking.variety.Unknown,642
643,related-to,value_chain.development.variety.Other,643
644,related-to,action.hacking.variety.Unknown,644
645,related-to,value_chain.development.variety.Other,645
646,related-to,action.hacking.variety.Unknown,646
647,related-to,action.malware.variety.Unknown,647
648,related-to,value_chain.development.variety.Exploit,648
649,related-to,value_chain.development.variety.Exploit Kits,649
650,related-to,action.hacking.variety.Unknown,650
651,related-to,action.malware.variety.Unknown,651
652,related-to,action.hacking.variety.Unknown,652
653,related-to,action.hacking.variety.Unknown,653
654,related-to,action.hacking.variety.Unknown,654
655,related-to,action.hacking.variety.Unknown,655
656,related-to,attribute.availability.variety.Destruction,656
657,related-to,attribute.availability.variety.Interruption,657
658,related-to,attribute.integrity.variety.Unknown,658
659,related-to,action.hacking.vector.Desktop sharing software,659
660,related-to,action.malware.variety.Adminware,660
661,related-to,action.hacking.vector.Hypervisor,661
662,related-to,action.hacking.vector.Inter-tenant,662
663,related-to,action.malware.variety.Disable controls,663
664,related-to,action.hacking.vector.Partner,664
665,related-to,action.malware.variety.Adware,665
666,related-to,action.malware.vector.Partner,666
667,related-to,action.social.vector.Partner,667
668,related-to,action.hacking.vector.Partner,668
669,related-to,action.malware.vector.Partner,669
670,related-to,action.malware.vector.Software update,670
671,related-to,action.hacking.vector.Partner,671
672,related-to,action.social.vector.Software,672
673,related-to,action.hacking.vector.Partner,673
674,related-to,action.social.vector.Software,674
675,related-to,action.hacking.vector.Partner,675
676,related-to,action.social.vector.Partner,676
677,related-to,action.hacking.vector.Physical access,677
678,related-to,action.hacking.vector.Web application,678
679,related-to,action.malware.variety.Capture app data,679
680,related-to,"attribute.confidentiality."""".data_disclosure",680
681,related-to,action.hacking.vector.Other network service,681
682,related-to,action.malware.variety.Backdoor or C2,682
683,related-to,action.malware.variety.C2,683
684,related-to,action.hacking.vector.Other network service,684
685,related-to,action.malware.variety.Backdoor or C2,685
686,related-to,action.malware.variety.C2,686
687,related-to,action.malware.variety.Backdoor,687
688,related-to,action.malware.variety.Backdoor or C2,688
689,related-to,action.malware.variety.Backdoor,689
690,related-to,action.malware.variety.Backdoor or C2,690
691,related-to,action.malware.variety.Backdoor or C2,691
692,related-to,action.malware.variety.C2,692
693,related-to,action.malware.variety.Unknown,693
694,related-to,action.malware.variety.Backdoor or C2,694
695,related-to,action.malware.variety.C2,695
696,related-to,action.malware.variety.Unknown,696
697,related-to,action.malware.variety.Backdoor or C2,697
698,related-to,action.malware.variety.C2,698
699,related-to,action.malware.variety.Unknown,699
700,related-to,action.malware.variety.Backdoor or C2,700
701,related-to,action.malware.variety.C2,701
702,related-to,action.malware.variety.Unknown,702
703,related-to,action.malware.variety.Backdoor or C2,703
704,related-to,action.malware.variety.C2,704
705,related-to,action.malware.variety.Backdoor or C2,705
706,related-to,action.malware.variety.C2,706
707,related-to,action.malware.variety.Backdoor or C2,707
708,related-to,action.malware.variety.C2,708
709,related-to,action.malware.variety.Backdoor or C2,709
710,related-to,action.malware.variety.C2,710
711,related-to,action.malware.variety.Backdoor or C2,711
712,related-to,action.malware.variety.C2,712
713,related-to,action.malware.variety.Backdoor or C2,713
714,related-to,action.malware.variety.C2,714
715,related-to,action.malware.variety.Backdoor or C2,715
716,related-to,action.malware.variety.C2,716
717,related-to,action.malware.variety.Capture app data,717
718,related-to,"attribute.confidentiality."""".data_disclosure",718
719,related-to,action.malware.variety.Capture app data,719
720,related-to,"attribute.confidentiality."""".data_disclosure",720
721,related-to,action.malware.variety.Capture app data,721
722,related-to,"attribute.confidentiality."""".data_disclosure",722
723,related-to,action.malware.variety.Capture app data,723
724,related-to,action.malware.variety.Password dumper,724
725,related-to,action.malware.variety.Spyware/Keylogger,725
726,related-to,"attribute.confidentiality."""".data_disclosure",726
727,related-to,action.malware.variety.Capture app data,727
728,related-to,"attribute.confidentiality."""".data_disclosure",728
729,related-to,action.malware.variety.Capture app data,729
730,related-to,"attribute.confidentiality."""".data_disclosure",730
731,related-to,action.malware.variety.Capture app data,731
732,related-to,"attribute.confidentiality."""".data_disclosure",732
733,related-to,action.malware.variety.Capture app data,733
734,related-to,"attribute.confidentiality."""".data_disclosure",734
735,related-to,action.malware.variety.Capture app data,735
736,related-to,"attribute.confidentiality."""".data_disclosure",736
737,related-to,attribute.integrity.variety.Alter behavior,737
738,related-to,action.malware.variety.Capture app data,738
739,related-to,"attribute.confidentiality."""".data_disclosure",739
740,related-to,action.malware.variety.Capture app data,740
741,related-to,"attribute.confidentiality."""".data_disclosure",741
742,related-to,action.malware.variety.Capture app data,742
743,related-to,action.malware.vector.Web application - drive-by,743
744,related-to,action.malware.variety.Capture app data,744
745,related-to,action.malware.variety.Capture app data,745
746,related-to,action.malware.variety.Capture app data,746
747,related-to,action.malware.variety.Capture stored data,747
748,related-to,action.malware.variety.Password dumper,748
749,related-to,action.malware.variety.RAM scraper,749
750,related-to,"attribute.confidentiality."""".data_disclosure",750
751,related-to,action.malware.variety.Capture stored data,751
752,related-to,action.malware.variety.Password dumper,752
753,related-to,"attribute.confidentiality."""".data_disclosure",753
754,related-to,action.malware.variety.Capture stored data,754
755,related-to,action.malware.variety.Export data,755
756,related-to,action.malware.variety.Password dumper,756
757,related-to,"attribute.confidentiality."""".data_disclosure",757
758,related-to,action.malware.variety.Capture stored data,758
759,related-to,action.malware.variety.Password dumper,759
760,related-to,"attribute.confidentiality."""".data_disclosure",760
761,related-to,action.malware.variety.Capture stored data,761
762,related-to,"attribute.confidentiality."""".data_disclosure",762
763,related-to,action.malware.variety.Capture stored data,763
764,related-to,"attribute.confidentiality."""".data_disclosure",764
765,related-to,action.malware.variety.Capture stored data,765
766,related-to,"attribute.confidentiality."""".data_disclosure",766
767,related-to,action.malware.variety.Capture stored data,767
768,related-to,"attribute.confidentiality."""".data_disclosure",768
769,related-to,action.malware.variety.Capture stored data,769
770,related-to,"attribute.confidentiality."""".data_disclosure",770
771,related-to,action.malware.variety.Capture stored data,771
772,related-to,"attribute.confidentiality."""".data_disclosure",772
773,related-to,action.malware.variety.Client-side attack,773
774,related-to,action.malware.variety.Destroy data,774
775,related-to,action.malware.variety.Destroy data,775
776,related-to,attribute.integrity.variety.Log tampering,776
777,related-to,action.malware.variety.Destroy data,777
778,related-to,attribute.integrity.variety.Log tampering,778
779,related-to,action.malware.variety.Destroy data,779
780,related-to,action.malware.variety.Destroy data,780
781,related-to,action.malware.variety.Destroy data,781
782,related-to,action.malware.variety.Destroy data,782
783,related-to,action.malware.variety.Destroy data,783
784,related-to,attribute.availability.variety.Destruction,784
785,related-to,attribute.availability.variety.Interruption,785
786,related-to,action.malware.variety.Destroy data,786
787,related-to,attribute.availability.variety.Destruction,787
788,related-to,attribute.availability.variety.Interruption,788
789,related-to,attribute.availability.variety.Loss,789
790,related-to,action.malware.variety.Destroy data,790
791,related-to,attribute.availability.variety.Destruction,791
792,related-to,attribute.availability.variety.Interruption,792
793,related-to,attribute.availability.variety.Loss,793
794,related-to,action.malware.variety.Destroy data,794
795,related-to,attribute.availability.variety.Destruction,795
796,related-to,attribute.availability.variety.Loss,796
797,related-to,action.malware.variety.Destroy data,797
798,related-to,attribute.availability.variety.Destruction,798
799,related-to,attribute.availability.variety.Interruption,799
800,related-to,attribute.availability.variety.Loss,800
801,related-to,action.malware.variety.Disable controls,801
802,related-to,action.malware.variety.Disable controls,802
803,related-to,action.malware.variety.Disable controls,803
804,related-to,action.malware.variety.Disable controls,804
805,related-to,action.malware.variety.Disable controls,805
806,related-to,action.malware.variety.Disable controls,806
807,related-to,action.malware.variety.Disable controls,807
808,related-to,action.malware.variety.Disable controls,808
809,related-to,action.social.variety.Forgery,809
810,related-to,action.social.variety.Phishing,810
811,related-to,action.malware.variety.Disable controls,811
812,related-to,action.malware.variety.Rootkit,812
813,related-to,action.malware.variety.Disable controls,813
814,related-to,action.malware.variety.Disable controls,814
815,related-to,action.malware.variety.Disable controls,815
816,related-to,action.malware.variety.Disable controls,816
817,related-to,action.malware.variety.Disable controls,817
818,related-to,action.malware.variety.Disable controls,818
819,related-to,action.malware.variety.Disable controls,819
820,related-to,action.malware.variety.Ransomware,820
821,related-to,attribute.availability.variety.Loss,821
822,related-to,action.malware.variety.Disable controls,822
823,related-to,action.malware.variety.Disable controls,823
824,related-to,action.malware.variety.Disable controls,824
825,related-to,action.malware.variety.Disable controls,825
826,related-to,action.malware.variety.Disable controls,826
827,related-to,action.malware.variety.Disable controls,827
828,related-to,action.malware.variety.Disable controls,828
829,related-to,action.malware.variety.Disable controls,829
830,related-to,action.malware.variety.Disable controls,830
831,related-to,action.malware.variety.Disable controls,831
832,related-to,action.malware.variety.Disable controls,832
833,related-to,action.malware.variety.Disable controls,833
834,related-to,action.malware.variety.Disable controls,834
835,related-to,action.malware.variety.Disable controls,835
836,related-to,attribute.integrity.variety.Software installation,836
837,related-to,action.malware.variety.Disable controls,837
838,related-to,attribute.integrity.variety.Software installation,838
839,related-to,action.malware.variety.Disable controls,839
840,related-to,action.malware.variety.Downloader,840
841,related-to,action.malware.variety.Unknown,841
842,related-to,action.malware.variety.Downloader,842
843,related-to,action.malware.variety.Unknown,843
844,related-to,action.social.variety.Phishing,844
845,related-to,action.social.vector.Email,845
846,related-to,action.social.vector.Social media,846
847,related-to,action.malware.variety.Downloader,847
848,related-to,action.malware.variety.Unknown,848
849,related-to,action.malware.vector.Email link,849
850,related-to,action.social.variety.Phishing,850
851,related-to,action.social.vector.Email,851
852,related-to,action.social.vector.Social media,852
853,related-to,action.malware.variety.Downloader,853
854,related-to,action.malware.variety.Unknown,854
855,related-to,action.malware.vector.Email attachment,855
856,related-to,action.social.variety.Phishing,856
857,related-to,action.social.vector.Email,857
858,related-to,action.social.vector.Social media,858
859,related-to,action.malware.variety.Downloader,859
860,related-to,action.malware.variety.Trojan,860
861,related-to,action.malware.variety.Unknown,861
862,related-to,action.social.variety.Phishing,862
863,related-to,action.social.variety.Pretexting,863
864,related-to,action.social.vector.Email,864
865,related-to,action.social.vector.Social media,865
866,related-to,action.malware.variety.Export data,866
867,related-to,"attribute.confidentiality."""".data_disclosure",867
868,related-to,action.malware.variety.Export data,868
869,related-to,"attribute.confidentiality."""".data_disclosure",869
870,related-to,action.malware.variety.Export data,870
871,related-to,"attribute.confidentiality."""".data_disclosure",871
872,related-to,action.malware.variety.Export data,872
873,related-to,"attribute.confidentiality."""".data_disclosure",873
874,related-to,action.malware.variety.Export data,874
875,related-to,"attribute.confidentiality."""".data_disclosure",875
876,related-to,action.malware.variety.Export data,876
877,related-to,"attribute.confidentiality."""".data_disclosure",877
878,related-to,action.malware.variety.Export data,878
879,related-to,"attribute.confidentiality."""".data_disclosure",879
880,related-to,action.malware.variety.Export data,880
881,related-to,"attribute.confidentiality."""".data_disclosure",881
882,related-to,action.malware.variety.Export data,882
883,related-to,"attribute.confidentiality."""".data_disclosure",883
884,related-to,action.malware.variety.Export data,884
885,related-to,"attribute.confidentiality."""".data_disclosure",885
886,related-to,action.malware.variety.Export data,886
887,related-to,"attribute.confidentiality."""".data_disclosure",887
888,related-to,action.malware.variety.Export data,888
889,related-to,"attribute.confidentiality."""".data_disclosure",889
890,related-to,action.malware.variety.Export data,890
891,related-to,"attribute.confidentiality."""".data_disclosure",891
892,related-to,action.malware.variety.Export data,892
893,related-to,action.malware.variety.Export data,893
894,related-to,action.malware.variety.Export data,894
895,related-to,action.malware.variety.Export data,895
896,related-to,action.malware.variety.Export data,896
897,related-to,"attribute.confidentiality."""".data_disclosure",897
898,related-to,action.malware.variety.Export data,898
899,related-to,action.malware.variety.Export data,899
900,related-to,action.malware.variety.Export data,900
901,related-to,action.malware.variety.Export data,901
902,related-to,action.malware.variety.Export data,902
903,related-to,"attribute.confidentiality."""".data_disclosure",903
904,related-to,action.malware.variety.Export data,904
905,related-to,"attribute.confidentiality."""".data_disclosure",905
906,related-to,action.malware.variety.Export data,906
907,related-to,"attribute.confidentiality."""".data_disclosure",907
908,related-to,action.malware.variety.In-memory,908
909,related-to,action.malware.variety.Password dumper,909
910,related-to,"attribute.confidentiality."""".data_disclosure",910
911,related-to,action.malware.variety.In-memory,911
912,related-to,action.malware.variety.In-memory,912
913,related-to,action.malware.variety.In-memory,913
914,related-to,action.malware.variety.In-memory,914
915,related-to,action.malware.variety.In-memory,915
916,related-to,action.malware.variety.In-memory,916
917,related-to,action.malware.variety.In-memory,917
918,related-to,action.malware.variety.In-memory,918
919,related-to,action.malware.variety.In-memory,919
920,related-to,action.malware.variety.In-memory,920
921,related-to,action.malware.variety.In-memory,921
922,related-to,action.malware.variety.In-memory,922
923,related-to,action.malware.variety.In-memory,923
924,related-to,"attribute.confidentiality."""".data_disclosure",924
925,related-to,action.malware.variety.MitM,925
926,related-to,action.malware.variety.Password dumper,926
927,related-to,"attribute.confidentiality."""".data_disclosure",927
928,related-to,action.malware.variety.Password dumper,928
929,related-to,action.malware.variety.RAM scraper,929
930,related-to,"attribute.confidentiality."""".data_disclosure",930
931,related-to,action.malware.variety.Password dumper,931
932,related-to,action.malware.variety.RAM scraper,932
933,related-to,"attribute.confidentiality."""".data_disclosure",933
934,related-to,action.malware.variety.Password dumper,934
935,related-to,action.malware.variety.RAM scraper,935
936,related-to,action.malware.vector.Email link,936
937,related-to,"attribute.confidentiality."""".data_disclosure",937
938,related-to,action.malware.variety.Password dumper,938
939,related-to,"attribute.confidentiality."""".data_disclosure",939
940,related-to,action.malware.variety.Password dumper,940
941,related-to,"attribute.confidentiality."""".data_disclosure",941
942,related-to,action.malware.variety.Password dumper,942
943,related-to,"attribute.confidentiality."""".data_disclosure",943
944,related-to,action.malware.variety.Password dumper,944
945,related-to,"attribute.confidentiality."""".data_disclosure",945
946,related-to,action.malware.variety.Password dumper,946
947,related-to,"attribute.confidentiality."""".data_disclosure",947
948,related-to,action.malware.variety.Password dumper,948
949,related-to,"attribute.confidentiality."""".data_disclosure",949
950,related-to,action.malware.variety.Password dumper,950
951,related-to,"attribute.confidentiality."""".data_disclosure",951
952,related-to,action.malware.variety.Password dumper,952
953,related-to,"attribute.confidentiality."""".data_disclosure",953
954,related-to,action.malware.variety.Password dumper,954
955,related-to,action.malware.variety.RAM scraper,955
956,related-to,"attribute.confidentiality."""".data_disclosure",956
957,related-to,action.malware.variety.Password dumper,957
958,related-to,"attribute.confidentiality."""".data_disclosure",958
959,related-to,action.malware.variety.Password dumper,959
960,related-to,"attribute.confidentiality."""".data_disclosure",960
961,related-to,action.malware.variety.Password dumper,961
962,related-to,"attribute.confidentiality."""".data_disclosure",962
963,related-to,action.malware.variety.Ransomware,963
964,related-to,attribute.availability.variety.Interruption,964
965,related-to,attribute.availability.variety.Obscuration,965
966,related-to,action.malware.variety.Rootkit,966
967,related-to,action.malware.variety.Rootkit,967
968,related-to,action.malware.variety.Rootkit,968
969,related-to,action.malware.variety.Rootkit,969
970,related-to,action.malware.variety.Rootkit,970
971,related-to,action.malware.variety.Rootkit,971
972,related-to,action.malware.variety.Scan network,972
973,related-to,action.malware.variety.Scan network,973
974,related-to,action.malware.variety.Scan network,974
975,related-to,action.malware.variety.Scan network,975
976,related-to,action.malware.variety.Scan network,976
977,related-to,action.malware.variety.Unknown,977
978,related-to,action.malware.variety.Worm,978
979,related-to,attribute.integrity.variety.Software installation,979
980,related-to,action.malware.variety.Worm,980
981,related-to,action.malware.vector.Removable media,981
982,related-to,action.social.vector.Removable media,982
983,related-to,action.malware.variety.Unknown,983
984,related-to,action.malware.variety.Unknown,984
985,related-to,action.malware.variety.Unknown,985
986,related-to,action.malware.variety.Unknown,986
987,related-to,action.malware.variety.Unknown,987
988,related-to,action.malware.variety.Unknown,988
989,related-to,action.malware.variety.Unknown,989
990,related-to,action.malware.variety.Unknown,990
991,related-to,action.malware.vector.Email,991
992,related-to,action.malware.vector.Email attachment,992
993,related-to,action.social.variety.Phishing,993
994,related-to,action.social.vector.Email,994
995,related-to,action.malware.vector.Email attachment,995
996,related-to,action.social.variety.Phishing,996
997,related-to,action.social.variety.Pretexting,997
998,related-to,action.malware.vector.Email link,998
999,related-to,attribute.integrity.variety.Modify configuration,999
1000,related-to,attribute.integrity.variety.Modify privileges,1000
1001,related-to,action.malware.vector.Email link,1001
1002,related-to,action.social.variety.Phishing,1002
1003,related-to,action.social.variety.Pretexting,1003
1004,related-to,action.malware.vector.Instant messaging,1004
1005,related-to,action.social.variety.Phishing,1005
1006,related-to,action.social.vector.Email,1006
1007,related-to,action.malware.vector.Network propagation,1007
1008,related-to,action.malware.vector.Removable media,1008
1009,related-to,action.malware.vector.Web application - drive-by,1009
1010,related-to,action.social.vector.Web application,1010
1011,related-to,action.social.variety.Phishing,1011
1012,related-to,action.social.vector.Email,1012
1013,related-to,action.social.vector.Web application,1013
1014,related-to,action.social.variety.Phishing,1014
1015,related-to,action.social.vector.Email,1015
1016,related-to,action.social.variety.Phishing,1016
1017,related-to,action.social.variety.Pretexting,1017
1018,related-to,action.social.variety.Phishing,1018
1019,related-to,action.social.variety.Pretexting,1019
1020,related-to,action.social.variety.Pretexting,1020
1021,related-to,attribute.integrity.variety.Misrepresentation,1021
1022,related-to,action.social.variety.Pretexting,1022
1023,related-to,value_chain.development.variety.Persona,1023
1024,related-to,action.social.variety.Pretexting,1024
1025,related-to,value_chain.development.variety.Persona,1025
1026,related-to,action.social.variety.Pretexting,1026
1027,related-to,value_chain.development.variety.Persona,1027
1028,related-to,attribute.integrity.variety.Alter behavior,1028
1029,related-to,attribute.integrity.variety.Alter behavior,1029
1030,related-to,attribute.integrity.variety.Alter behavior,1030
1031,related-to,attribute.integrity.variety.Alter behavior,1031
1032,related-to,attribute.integrity.variety.Alter behavior,1032
1033,related-to,attribute.integrity.variety.Alter behavior,1033
1034,related-to,attribute.integrity.variety.Alter behavior,1034
1035,related-to,attribute.integrity.variety.Alter behavior,1035
1036,related-to,attribute.integrity.variety.Alter behavior,1036
1037,related-to,attribute.integrity.variety.Alter behavior,1037
1038,related-to,attribute.integrity.variety.Alter behavior,1038
1039,related-to,attribute.integrity.variety.Alter behavior,1039
1040,related-to,attribute.integrity.variety.Alter behavior,1040
1041,related-to,attribute.integrity.variety.Alter behavior,1041
1042,related-to,attribute.integrity.variety.Alter behavior,1042
1043,related-to,attribute.integrity.variety.Created account,1043
1044,related-to,attribute.integrity.variety.Created account,1044
1045,related-to,attribute.integrity.variety.Created account,1045
1046,related-to,attribute.availability.variety.Obscuration,1046
1047,related-to,attribute.integrity.variety.Defacement,1047
1048,related-to,attribute.availability.variety.Obscuration,1048
1049,related-to,attribute.integrity.variety.Defacement,1049
1050,related-to,attribute.availability.variety.Obscuration,1050
1051,related-to,attribute.integrity.variety.Defacement,1051
1052,related-to,attribute.integrity.variety.Modify configuration,1052
1053,related-to,attribute.integrity.variety.Modify configuration,1053
1054,related-to,attribute.integrity.variety.Modify configuration,1054
1055,related-to,attribute.integrity.variety.Modify configuration,1055
1056,related-to,attribute.integrity.variety.Modify configuration,1056
1057,related-to,attribute.integrity.variety.Modify configuration,1057
1058,related-to,attribute.integrity.variety.Modify configuration,1058
1059,related-to,attribute.integrity.variety.Modify configuration,1059
1060,related-to,attribute.integrity.variety.Modify configuration,1060
1061,related-to,attribute.integrity.variety.Modify configuration,1061
1062,related-to,attribute.integrity.variety.Modify configuration,1062
1063,related-to,attribute.integrity.variety.Modify configuration,1063
1064,related-to,attribute.integrity.variety.Modify configuration,1064
1065,related-to,attribute.integrity.variety.Modify configuration,1065
1066,related-to,attribute.integrity.variety.Modify configuration,1066
1067,related-to,attribute.integrity.variety.Modify configuration,1067
1068,related-to,attribute.integrity.variety.Modify configuration,1068
1069,related-to,attribute.integrity.variety.Modify configuration,1069
1070,related-to,attribute.integrity.variety.Modify configuration,1070
1071,related-to,attribute.integrity.variety.Modify configuration,1071
1072,related-to,attribute.integrity.variety.Modify configuration,1072
1073,related-to,attribute.integrity.variety.Modify privileges,1073
1074,related-to,attribute.integrity.variety.Modify configuration,1074
1075,related-to,attribute.integrity.variety.Modify privileges,1075
1076,related-to,attribute.integrity.variety.Modify configuration,1076
1077,related-to,attribute.integrity.variety.Modify privileges,1077
1078,related-to,attribute.integrity.variety.Modify data,1078
1079,related-to,attribute.integrity.variety.Modify data,1079
1080,related-to,attribute.integrity.variety.Modify data,1080
1081,related-to,attribute.integrity.variety.Modify data,1081
1082,related-to,attribute.integrity.variety.Modify privileges,1082
1083,related-to,attribute.integrity.variety.Modify privileges,1083
1084,related-to,attribute.integrity.variety.Modify privileges,1084
1085,related-to,attribute.integrity.variety.Modify privileges,1085
1086,related-to,attribute.integrity.variety.Modify privileges,1086
1087,related-to,attribute.integrity.variety.Repurpose,1087
1088,related-to,attribute.integrity.variety.Software installation,1088
1089,related-to,"attribute.confidentiality."""".data_disclosure",1089
1090,related-to,"attribute.confidentiality."""".data_disclosure",1090
1091,related-to,"attribute.confidentiality."""".data_disclosure",1091
